source_game_id,source_program_key,season_label,game_date,source_opponent_label,normalized_opponent_key,normalized_opponent_name,team_score,opponent_score,played_result,overtime_periods,curated_site_type,curated_venue_name,city,state,curated_game_type,curated_postseason_round,event_or_tournament,administrative_status,site_research_status,site_research_basis,raw_text,source_page,source_series_event_note
1950-51-G01,arizona-state,1950-1951,1950-12-01,USC,usc,USC,71,86,L,0,OPPONENT_HOME,,Los Angeles,CA,REGULAR_SEASON,,,,,,accepted L 71-86 vs USC,arizona-state-stage1-1950-51-working-ledger-batch33.csv; 1950-51-G01,
1950-51-G02,arizona-state,1950-1951,1950-12-02,UCLA,ucla,UCLA,49,79,L,0,OPPONENT_HOME,,,,REGULAR_SEASON,,,,,,accepted L 49-79 vs UCLA,arizona-state-stage1-1950-51-working-ledger-batch33.csv; 1950-51-G02,
1950-51-G03,arizona-state,1950-1951,1950-12-04,San Diego St.,san-diego-state,San Diego State,76,67,W,0,OPPONENT_HOME,,San Diego,CA,REGULAR_SEASON,,,,,,accepted W 76-67 vs San Diego State,arizona-state-stage1-1950-51-working-ledger-batch33.csv; 1950-51-G03,
1950-51-G04,arizona-state,1950-1951,1950-12-19,Texas Western,utep,UTEP,80,74,W,0,SOURCE_PROGRAM_HOME,College Gym,Tempe,AZ,REGULAR_SEASON,,,,,,accepted W 80-74 vs Texas Western,arizona-state-stage1-1950-51-working-ledger-batch33.csv; 1950-51-G04,
1950-51-G05,arizona-state,1950-1951,1950-12-28,Washington,washington-university-st-louis,Washington University in St. Louis,41,52,L,0,OPPONENT_HOME,,St. Louis,MO,REGULAR_SEASON,,,,,,accepted L 41-52 vs Washington University (St. Louis),arizona-state-stage1-1950-51-working-ledger-batch33.csv; 1950-51-G05,
1950-51-G06,arizona-state,1950-1951,,Akron,akron,Akron,62,64,L,0,OPPONENT_HOME,,,,REGULAR_SEASON,,,,,,accepted L 62-64 vs Akron,arizona-state-stage1-1950-51-working-ledger-batch33.csv; 1950-51-G06,
1950-51-G07,arizona-state,1950-1951,1951-01-03,Wash. & Jeff.,washington-jefferson,Washington & Jefferson,53,54,L,0,OPPONENT_HOME,Salvitti Family Gymnasium,Washington,PA,REGULAR_SEASON,,,,,,accepted L 53-54 vs Washington & Jefferson,arizona-state-stage1-1950-51-working-ledger-batch33.csv; 1950-51-G07,
1950-51-G08,arizona-state,1950-1951,1950-12-30,Dayton,dayton,Dayton,68,92,L,0,OPPONENT_HOME,,Dayton,OH,REGULAR_SEASON,,,,,,accepted L 68-92 vs Dayton,arizona-state-stage1-1950-51-working-ledger-batch33.csv; 1950-51-G08,
1950-51-G09,arizona-state,1950-1951,1951-01-06,Westminster,westminster-pennsylvania,Westminster (PA),61,88,L,0,OPPONENT_HOME,,New Wilmington,PA,REGULAR_SEASON,,,,,,accepted L 61-88 vs Westminster (Pennsylvania),arizona-state-stage1-1950-51-working-ledger-batch33.csv; 1950-51-G09,
1950-51-G10,arizona-state,1950-1951,1951-01-11,New Mexico St.,new-mexico-state,New Mexico State,52,96,L,0,OPPONENT_HOME,,Las Cruces,NM,REGULAR_SEASON,,,,,,accepted L 52-96 vs New Mexico State,arizona-state-stage1-1950-51-working-ledger-batch33.csv; 1950-51-G10,
1950-51-G11,arizona-state,1950-1951,,New Mexico,new-mexico,New Mexico,46,51,L,0,OPPONENT_HOME,,Albuquerque,NM,REGULAR_SEASON,,,,,,accepted L 46-51 vs New Mexico,arizona-state-stage1-1950-51-working-ledger-batch33.csv; 1950-51-G11,
1950-51-G12,arizona-state,1950-1951,1951-01-19,ASC,northern-arizona,Northern Arizona,78,53,W,0,SOURCE_PROGRAM_HOME,College Gym,Tempe,AZ,REGULAR_SEASON,,,,,,accepted W 78-53 vs Northern Arizona / Arizona State College at Flagstaff,arizona-state-stage1-1950-51-working-ledger-batch33.csv; 1950-51-G12,
1950-51-G13,arizona-state,1950-1951,,ASC,northern-arizona,Northern Arizona,66,68,L,0,OPPONENT_HOME,,Flagstaff,AZ,REGULAR_SEASON,,,,,,accepted L 66-68 vs Northern Arizona / Arizona State College at Flagstaff,arizona-state-stage1-1950-51-working-ledger-batch33.csv; 1950-51-G13,
1950-51-G14,arizona-state,1950-1951,1951-02-03,West Texas St.,west-texas-a-m,West Texas A&M,57,62,L,0,SOURCE_PROGRAM_HOME,College Gym,Tempe,AZ,REGULAR_SEASON,,,,,,accepted L 57-62 vs West Texas State,arizona-state-stage1-1950-51-working-ledger-batch33.csv; 1950-51-G14,
1950-51-G15,arizona-state,1950-1951,1951-02-06,Hardin-Simmons,hardin-simmons,Hardin-Simmons,74,48,W,0,SOURCE_PROGRAM_HOME,College Gym,Tempe,AZ,REGULAR_SEASON,,,,,,accepted W 74-48 vs Hardin-Simmons,arizona-state-stage1-1950-51-working-ledger-batch33.csv; 1950-51-G15,
1950-51-G16,arizona-state,1950-1951,,Arizona,arizona,Arizona,66,87,L,0,OPPONENT_HOME,,Tucson,AZ,REGULAR_SEASON,,,,,,accepted L 66-87 vs Arizona,arizona-state-stage1-1950-51-working-ledger-batch33.csv; 1950-51-G16,
1950-51-G17,arizona-state,1950-1951,1951-02-13,West Texas St.,west-texas-a-m,West Texas A&M,62,89,L,0,OPPONENT_HOME,,Canyon,TX,REGULAR_SEASON,,,,,,accepted L 62-89 vs West Texas State,arizona-state-stage1-1950-51-working-ledger-batch33.csv; 1950-51-G17,
1950-51-G18,arizona-state,1950-1951,1951-02-14,Texas Tech,texas-tech,Texas Tech,61,81,L,0,OPPONENT_HOME,,Lubbock,TX,REGULAR_SEASON,,,,,,accepted L 61-81 vs Texas Tech,arizona-state-stage1-1950-51-working-ledger-batch33.csv; 1950-51-G18,
1950-51-G19,arizona-state,1950-1951,1951-02-15,Hardin-Simmons,hardin-simmons,Hardin-Simmons,72,81,L,0,OPPONENT_HOME,,Abilene,TX,REGULAR_SEASON,,,,,,accepted L 72-81 vs Hardin-Simmons,arizona-state-stage1-1950-51-working-ledger-batch33.csv; 1950-51-G19,
1950-51-G20,arizona-state,1950-1951,1951-02-20,New Mexico St.,new-mexico-state,New Mexico State,62,59,W,0,SOURCE_PROGRAM_HOME,College Gym,Tempe,AZ,REGULAR_SEASON,,,,,,accepted W 62-59 vs New Mexico State,arizona-state-stage1-1950-51-working-ledger-batch33.csv; 1950-51-G20,
1950-51-G21,arizona-state,1950-1951,,New Mexico,new-mexico,New Mexico,56,53,W,0,SOURCE_PROGRAM_HOME,College Gym,Tempe,AZ,REGULAR_SEASON,,,,,,accepted W 56-53 vs New Mexico,arizona-state-stage1-1950-51-working-ledger-batch33.csv; 1950-51-G21,
1950-51-G22,arizona-state,1950-1951,1951-02-24,Texas Tech,texas-tech,Texas Tech,72,71,W,0,SOURCE_PROGRAM_HOME,College Gym,Tempe,AZ,REGULAR_SEASON,,,,,,accepted W 72-71 vs Texas Tech,arizona-state-stage1-1950-51-working-ledger-batch33.csv; 1950-51-G22,
1950-51-G23,arizona-state,1950-1951,,Arizona,arizona,Arizona,59,71,L,0,SOURCE_PROGRAM_HOME,College Gym,Tempe,AZ,REGULAR_SEASON,,,,,,accepted L 59-71 vs Arizona,arizona-state-stage1-1950-51-working-ledger-batch33.csv; 1950-51-G23,
1950-51-G24,arizona-state,1950-1951,1951-01-10,Texas Western,utep,UTEP,77,91,L,0,OPPONENT_HOME,,El Paso,TX,REGULAR_SEASON,,,,,,accepted L 77-91 vs Texas Western,arizona-state-stage1-1950-51-working-ledger-batch33.csv; 1950-51-G24,
1950-51-R01,arizona-state,1950-1951,,Northern Arizona / Arizona State College at Flagstaff,northern-arizona,Northern Arizona,83,61,W,0,SOURCE_PROGRAM_HOME,College Gym,Tempe,AZ,REGULAR_SEASON,,,,,,accepted W 83-61 vs Northern Arizona / Arizona State College at Flagstaff,arizona-state-stage1-1950-51-working-ledger-batch33.csv; 1950-51-R01,
ASUSTG1-000025,arizona-state,1951-1952,1951-11-28,San Diego Marines,san-diego-marines,San Diego Marines,59,57,W,0,SOURCE_PROGRAM_HOME,College Gym,Tempe,AZ,REGULAR_SEASON,,,,,,W 59 San Diego Marines 57 H N28,arizona-state-stage1-game-universe.csv; PDF p.116,
ASUSTG1-000026,arizona-state,1951-1952,1951-12-01,UCLA,ucla,UCLA,56,85,L,0,OPPONENT_HOME,,,,REGULAR_SEASON,,,,,,L 56 UCLA 85 A D1,arizona-state-stage1-game-universe.csv; PDF p.116,
ASUSTG1-000027,arizona-state,1951-1952,1951-12-03,Pendleton Marines,camp-pendleton-marines,Camp Pendleton Marines,67,70,L,0,OPPONENT_HOME,,,,REGULAR_SEASON,,,,,,L 67 Pendleton Marines 70 A D3,arizona-state-stage1-game-universe.csv; PDF p.116,
ASUSTG1-000028,arizona-state,1951-1952,1951-12-04,San Diego Navy,san-diego-navy,San Diego Navy,53,59,L,0,OPPONENT_HOME,,,,REGULAR_SEASON,,,,,,L 53 San Diego Navy 59 A D4,arizona-state-stage1-game-universe.csv; PDF p.116,
ASUSTG1-000029,arizona-state,1951-1952,1951-12-11,West Texas St.,west-texas-a-m,West Texas A&M,59,50,W,0,SOURCE_PROGRAM_HOME,College Gym,Tempe,AZ,REGULAR_SEASON,,,,,,W 59 West Texas St. 50 H D11,arizona-state-stage1-game-universe.csv; PDF p.116,
ASUSTG1-000030,arizona-state,1951-1952,1951-12-28,Holy Cross,holy-cross,Holy Cross,65,78,L,0,NEUTRAL,Boston Garden,Boston,MA,REGULAR_SEASON,,,,,,L 65 Holy Cross 78 TN D28,arizona-state-stage1-game-universe.csv; PDF p.116,
ASUSTG1-000031,arizona-state,1951-1952,1951-12-29,Bucknell,bucknell,Bucknell,67,75,L,0,NEUTRAL,Boston Garden,Boston,MA,REGULAR_SEASON,,,,,,L 67 Bucknell 75 TN D29,arizona-state-stage1-game-universe.csv; PDF p.116,
ASUSTG1-000032,arizona-state,1951-1952,1951-12-31,Sienna,siena,Siena,56,70,L,0,OPPONENT_HOME,,,,REGULAR_SEASON,,,,,,L 56 Sienna 70 A D31,arizona-state-stage1-game-universe.csv; PDF p.116,
ASUSTG1-000033,arizona-state,1951-1952,1952-01-02,Wash. & Jeff.,washington-jefferson,Washington & Jefferson,70,81,L,0,OPPONENT_HOME,,,,REGULAR_SEASON,,,,,,L 70 Wash. & Jeff. 81 A J2,arizona-state-stage1-game-universe.csv; PDF p.116,
ASUSTG1-000034,arizona-state,1951-1952,1952-01-03,Niagara,niagara,Niagara,43,70,L,0,OPPONENT_HOME,,,,REGULAR_SEASON,,,,,,L 43 Niagara 70 A J3,arizona-state-stage1-game-universe.csv; PDF p.116,
ASUSTG1-000035,arizona-state,1951-1952,1952-01-11,ASC,northern-arizona,Northern Arizona,76,56,W,0,SOURCE_PROGRAM_HOME,College Gym,Tempe,AZ,REGULAR_SEASON,,,,,,W 76 ASC 56 H J11,arizona-state-stage1-game-universe.csv; PDF p.116,
ASUSTG1-000036,arizona-state,1951-1952,1952-01-15,Hardin-Simmons,hardin-simmons,Hardin-Simmons,68,62,W,0,SOURCE_PROGRAM_HOME,College Gym,Tempe,AZ,REGULAR_SEASON,,,,,,W 68 Hardin-Simmons 62 H J15,arizona-state-stage1-game-universe.csv; PDF p.116,
ASUSTG1-000037,arizona-state,1951-1952,1952-01-18,Texas Tech,texas-tech,Texas Tech,48,47,W,0,SOURCE_PROGRAM_HOME,College Gym,Tempe,AZ,REGULAR_SEASON,,,,,,W 48 Texas Tech 47 H J18,arizona-state-stage1-game-universe.csv; PDF p.116,
ASUSTG1-000038,arizona-state,1951-1952,1952-02-02,ASC,northern-arizona,Northern Arizona,71,76,L,0,OPPONENT_HOME,,,,REGULAR_SEASON,,,,,,L 71 ASC 76 A F2,arizona-state-stage1-game-universe.csv; PDF p.116,
ASUSTG1-000039,arizona-state,1951-1952,1952-02-08,West Texas St.,west-texas-a-m,West Texas A&M,69,70,L,0,SOURCE_PROGRAM_HOME,College Gym,Tempe,AZ,REGULAR_SEASON,,,,,,L 69 West Texas St. 70 H F8,arizona-state-stage1-game-universe.csv; PDF p.116,
ASUSTG1-000040,arizona-state,1951-1952,1952-02-11,Arizona,arizona,Arizona,69,77,L,0,OPPONENT_HOME,,,,REGULAR_SEASON,,,,,,L 69 Arizona 77 A F11,arizona-state-stage1-game-universe.csv; PDF p.116,
ASUSTG1-000041,arizona-state,1951-1952,1952-02-15,Texas Western,utep,UTEP,60,56,W,0,OPPONENT_HOME,,,,REGULAR_SEASON,,,,,,W 60 Texas Western 56 A F15,arizona-state-stage1-game-universe.csv; PDF p.116,
ASUSTG1-000042,arizona-state,1951-1952,1952-02-16,New Mexico St.,new-mexico-state,New Mexico State,52,74,L,0,OPPONENT_HOME,,,,REGULAR_SEASON,,,,,,L 52 New Mexico St. 74 A F16,arizona-state-stage1-game-universe.csv; PDF p.116,
ASUSTG1-000043,arizona-state,1951-1952,1952-02-19,Texas Western,utep,UTEP,70,52,W,0,SOURCE_PROGRAM_HOME,College Gym,Tempe,AZ,REGULAR_SEASON,,,,,,W 70 Texas Western 52 H F19,arizona-state-stage1-game-universe.csv; PDF p.116,
ASUSTG1-000044,arizona-state,1951-1952,1952-02-21,West Texas St.,west-texas-a-m,West Texas A&M,62,75,L,0,OPPONENT_HOME,,,,REGULAR_SEASON,,,,,,L 62 West Texas St. 75 A F21,arizona-state-stage1-game-universe.csv; PDF p.116,
ASUSTG1-000045,arizona-state,1951-1952,1952-02-22,Texas Tech,texas-tech,Texas Tech,54,75,L,0,OPPONENT_HOME,,,,REGULAR_SEASON,,,,,,L 54 Texas Tech 75 A F22,arizona-state-stage1-game-universe.csv; PDF p.116,
ASUSTG1-000046,arizona-state,1951-1952,1952-02-23,Hardin-Simmons,hardin-simmons,Hardin-Simmons,70,74,L,0,OPPONENT_HOME,,,,REGULAR_SEASON,,,,,,L 70 Hardin-Simmons 74 A F23,arizona-state-stage1-game-universe.csv; PDF p.116,
ASUSTG1-000047,arizona-state,1951-1952,1952-02-26,New Mexico St.,new-mexico-state,New Mexico State,44,57,L,0,SOURCE_PROGRAM_HOME,College Gym,Tempe,AZ,REGULAR_SEASON,,,,,,L 44 New Mexico St. 57 H F26,arizona-state-stage1-game-universe.csv; PDF p.116,
ASUSTG1-000048,arizona-state,1951-1952,1952-02-28,Arizona,arizona,Arizona,87,59,W,0,SOURCE_PROGRAM_HOME,College Gym,Tempe,AZ,REGULAR_SEASON,,,,,,W 87 Arizona 59 H F28,arizona-state-stage1-game-universe.csv; PDF p.116,
ASUSTG1-000049,arizona-state,1952-1953,,San Diego Marines,san-diego-marines,San Diego Marines,76,83,L,0,UNKNOWN,,,,REGULAR_SEASON,,,,RESEARCHED_UNRESOLVED,Blank-code season was processed through the systematic season-ledger path and available institutional reciprocal indexes. This row is not represented with sufficiently explicit H/A/N evidence in those high-yield sources. UNKNOWN is preserved under convergence/proportionality policy rather than escalating to narrow game-by-game archaeology.,L 76 San Diego Marines 83,arizona-state-stage1-game-universe.csv; PDF p.116,
ASUSTG1-000050,arizona-state,1952-1953,,Camp Pendleton,camp-pendleton-marines,Camp Pendleton Marines,53,48,W,0,UNKNOWN,,,,REGULAR_SEASON,,,,RESEARCHED_UNRESOLVED,Blank-code season was processed through the systematic season-ledger path and available institutional reciprocal indexes. This row is not represented with sufficiently explicit H/A/N evidence in those high-yield sources. UNKNOWN is preserved under convergence/proportionality policy rather than escalating to narrow game-by-game archaeology.,W 53 Camp Pendleton 48,arizona-state-stage1-game-universe.csv; PDF p.116,
ASUSTG1-000051,arizona-state,1952-1953,,San Diego Navy,san-diego-navy,San Diego Navy,66,69,L,0,UNKNOWN,,,,REGULAR_SEASON,,,,RESEARCHED_UNRESOLVED,Blank-code season was processed through the systematic season-ledger path and available institutional reciprocal indexes. This row is not represented with sufficiently explicit H/A/N evidence in those high-yield sources. UNKNOWN is preserved under convergence/proportionality policy rather than escalating to narrow game-by-game archaeology.,L 66 San Diego Navy 69,arizona-state-stage1-game-universe.csv; PDF p.116,
ASUSTG1-000052,arizona-state,1952-1953,1952-12-12,Pepperdine,pepperdine,Pepperdine,80,82,L,0,OPPONENT_HOME,,,,REGULAR_SEASON,,,,,,L 80 Pepperdine 82,arizona-state-stage1-game-universe.csv; PDF p.116,
ASUSTG1-000053,arizona-state,1952-1953,1952-12-13,Loyola,loyola-marymount,Loyola Marymount,72,88,L,0,OPPONENT_HOME,Loyola Memorial Gymnasium,,,REGULAR_SEASON,,,,,,L 72 Loyola 88,arizona-state-stage1-game-universe.csv; PDF p.116,
ASUSTG1-000054,arizona-state,1952-1953,,San Diego Navy,san-diego-navy,San Diego Navy,56,83,L,0,UNKNOWN,,,,REGULAR_SEASON,,,,RESEARCHED_UNRESOLVED,Blank-code season was processed through the systematic season-ledger path and available institutional reciprocal indexes. This row is not represented with sufficiently explicit H/A/N evidence in those high-yield sources. UNKNOWN is preserved under convergence/proportionality policy rather than escalating to narrow game-by-game archaeology.,L 56 San Diego Navy 83,arizona-state-stage1-game-universe.csv; PDF p.116,
ASUSTG1-000055,arizona-state,1952-1953,,San Diego Marines,san-diego-marines,San Diego Marines,59,71,L,0,UNKNOWN,,,,REGULAR_SEASON,,,,RESEARCHED_UNRESOLVED,Blank-code season was processed through the systematic season-ledger path and available institutional reciprocal indexes. This row is not represented with sufficiently explicit H/A/N evidence in those high-yield sources. UNKNOWN is preserved under convergence/proportionality policy rather than escalating to narrow game-by-game archaeology.,L 59 San Diego Marines 71,arizona-state-stage1-game-universe.csv; PDF p.116,
ASUSTG1-000056,arizona-state,1952-1953,,Camp Pendleton,camp-pendleton-marines,Camp Pendleton Marines,64,74,L,0,UNKNOWN,,,,REGULAR_SEASON,,,,RESEARCHED_UNRESOLVED,Blank-code season was processed through the systematic season-ledger path and available institutional reciprocal indexes. This row is not represented with sufficiently explicit H/A/N evidence in those high-yield sources. UNKNOWN is preserved under convergence/proportionality policy rather than escalating to narrow game-by-game archaeology.,L 64 Camp Pendleton 74,arizona-state-stage1-game-universe.csv; PDF p.116,
ASUSTG1-000057,arizona-state,1952-1953,1953-01-08,Hardin-Simmons,hardin-simmons,Hardin-Simmons,49,50,L,0,OPPONENT_HOME,Rose Fieldhouse,,,REGULAR_SEASON,,,,,,L 49 Hardin-Simmons 50,arizona-state-stage1-game-universe.csv; PDF p.116,
ASUSTG1-000058,arizona-state,1952-1953,1953-01-09,Texas Tech,texas-tech,Texas Tech,66,74,L,0,OPPONENT_HOME,"Tech Gym (""The Barn"")",Lubbock,TX,REGULAR_SEASON,,,,,,L 66 Texas Tech 74,arizona-state-stage1-game-universe.csv; PDF p.116,
ASUSTG1-000059,arizona-state,1952-1953,1953-01-10,West Texas St.,west-texas-a-m,West Texas A&M,59,64,L,0,OPPONENT_HOME,WT Fieldhouse,,,REGULAR_SEASON,,,,,,L 59 West Texas St. 64,arizona-state-stage1-game-universe.csv; PDF p.116,
ASUSTG1-000060,arizona-state,1952-1953,1953-01-13,Texas Western,utep,UTEP,90,54,W,0,SOURCE_PROGRAM_HOME,College Gym,Tempe,AZ,REGULAR_SEASON,,,,,,W 90 Texas Western 54,arizona-state-stage1-game-universe.csv; PDF p.116,
ASUSTG1-000061,arizona-state,1952-1953,1953-01-14,New Mexico St.,new-mexico-state,New Mexico State,69,60,W,0,SOURCE_PROGRAM_HOME,College Gym,Tempe,AZ,REGULAR_SEASON,,,,,,W 69 New Mexico St. 60,arizona-state-stage1-game-universe.csv; PDF p.116,
ASUSTG1-000062,arizona-state,1952-1953,1953-01-23,ASC,northern-arizona,Northern Arizona,83,71,W,0,OPPONENT_HOME,,,,REGULAR_SEASON,,,,,,W 83 ASC 71,arizona-state-stage1-game-universe.csv; PDF p.116,
ASUSTG1-000063,arizona-state,1952-1953,1953-01-31,Arizona,arizona,Arizona,75,73,W,0,SOURCE_PROGRAM_HOME,College Gym,Tempe,AZ,REGULAR_SEASON,,,,,,W 75 Arizona 73,arizona-state-stage1-game-universe.csv; PDF p.116,
ASUSTG1-000064,arizona-state,1952-1953,1953-02-03,Hardin-Simmons,hardin-simmons,Hardin-Simmons,78,70,W,0,SOURCE_PROGRAM_HOME,College Gym,Tempe,AZ,REGULAR_SEASON,,,,,,W 78 Hardin-Simmons 70,arizona-state-stage1-game-universe.csv; PDF p.116,
ASUSTG1-000065,arizona-state,1952-1953,1953-02-09,ASC,northern-arizona,Northern Arizona,91,75,W,0,SOURCE_PROGRAM_HOME,College Gym,Tempe,AZ,REGULAR_SEASON,,,,,,W 91 ASC 75,arizona-state-stage1-game-universe.csv; PDF p.116,
ASUSTG1-000066,arizona-state,1952-1953,1953-02-12,Arizona,arizona,Arizona,60,65,L,0,OPPONENT_HOME,Bear Down Gym,,,REGULAR_SEASON,,,,,,L 60 Arizona 65,arizona-state-stage1-game-universe.csv; PDF p.116,
ASUSTG1-000067,arizona-state,1952-1953,,New Mexico,new-mexico,New Mexico,68,65,W,0,UNKNOWN,,,,REGULAR_SEASON,,,,RESEARCHED_UNRESOLVED,Blank-code season was processed through the systematic season-ledger path and available institutional reciprocal indexes. This row is not represented with sufficiently explicit H/A/N evidence in those high-yield sources. UNKNOWN is preserved under convergence/proportionality policy rather than escalating to narrow game-by-game archaeology.,W 68 New Mexico 65,arizona-state-stage1-game-universe.csv; PDF p.116,
ASUSTG1-000068,arizona-state,1952-1953,1953-02-16,Texas Western,utep,UTEP,73,64,W,0,OPPONENT_HOME,,,,REGULAR_SEASON,,,,,,W 73 Texas Western 64,arizona-state-stage1-game-universe.csv; PDF p.116,
ASUSTG1-000069,arizona-state,1952-1953,1953-02-24,Texas Tech,texas-tech,Texas Tech,80,76,W,0,SOURCE_PROGRAM_HOME,College Gym,Tempe,AZ,REGULAR_SEASON,,,,,,W 80 Texas Tech 76,arizona-state-stage1-game-universe.csv; PDF p.116,
ASUSTG1-000070,arizona-state,1952-1953,1953-02-28,West Texas St.,west-texas-a-m,West Texas A&M,60,56,W,0,SOURCE_PROGRAM_HOME,College Gym,Tempe,AZ,REGULAR_SEASON,,,,,,W 60 West Texas St. 56,arizona-state-stage1-game-universe.csv; PDF p.116,
ASUSTG1-000071,arizona-state,1952-1953,,New Mex. Western,western-new-mexico,Western New Mexico,68,51,W,0,UNKNOWN,,,,REGULAR_SEASON,,,,RESEARCHED_UNRESOLVED,Blank-code season was processed through the systematic season-ledger path and available institutional reciprocal indexes. This row is not represented with sufficiently explicit H/A/N evidence in those high-yield sources. UNKNOWN is preserved under convergence/proportionality policy rather than escalating to narrow game-by-game archaeology.,W 68 New Mex. Western 51,arizona-state-stage1-game-universe.csv; PDF p.116,
ASUSTG1-000072,arizona-state,1952-1953,,E. Tennessee (T),east-tennessee-state,East Tennessee State,81,79,W,0,NEUTRAL,Municipal Auditorium,Kansas City,MO,POSTSEASON,,NAIA Men's Basketball National Tournament,,,,W 81 E. Tennessee (T) 79,arizona-state-stage1-game-universe.csv; PDF p.116,
ASUSTG1-000073,arizona-state,1952-1953,,Neb. Wesleyan (T),nebraska-wesleyan,Nebraska Wesleyan,71,83,L,0,NEUTRAL,Municipal Auditorium,Kansas City,MO,POSTSEASON,,NAIA Men's Basketball National Tournament,,,,L 71 Neb. Wesleyan (T) 83,arizona-state-stage1-game-universe.csv; PDF p.116,
ASUSTG1-000074,arizona-state,1953-1954,1953-12-10,Los Angeles St.,cal-state-la,Cal State LA,70,83,L,0,OPPONENT_HOME,,,,REGULAR_SEASON,,,,,,L 70 Los Angeles St. 83 A D10,arizona-state-stage1-game-universe.csv; PDF p.116,
ASUSTG1-000075,arizona-state,1953-1954,1953-12-11,San Diego St.,san-diego-state,San Diego State,60,84,L,0,OPPONENT_HOME,,,,REGULAR_SEASON,,,,,,L 60 San Diego St. 84 A D11,arizona-state-stage1-game-universe.csv; PDF p.116,
ASUSTG1-000076,arizona-state,1953-1954,1953-12-15,Los Angeles St.,cal-state-la,Cal State LA,76,61,W,0,SOURCE_PROGRAM_HOME,Sun Devil Gymnasium,Tempe,AZ,REGULAR_SEASON,,,,,,W 76 Los Angeles St. 61 H D15,arizona-state-stage1-game-universe.csv; PDF p.116,
ASUSTG1-000077,arizona-state,1953-1954,1953-12-17,Centenary,centenary-college-louisiana,Centenary College (Louisiana),71,76,L,0,SOURCE_PROGRAM_HOME,Sun Devil Gymnasium,Tempe,AZ,REGULAR_SEASON,,,,,,L 71 Centenary 76 H D17,arizona-state-stage1-game-universe.csv; PDF p.116,
ASUSTG1-000078,arizona-state,1953-1954,1953-12-18,California Poly,cal-poly,Cal Poly,94,69,W,0,SOURCE_PROGRAM_HOME,Sun Devil Gymnasium,Tempe,AZ,REGULAR_SEASON,,,,,,W 94 California Poly 69 H D18,arizona-state-stage1-game-universe.csv; PDF p.116,
ASUSTG1-000079,arizona-state,1953-1954,1953-12-19,San Jose St.,san-jose-state,San José State,50,61,L,0,SOURCE_PROGRAM_HOME,Sun Devil Gymnasium,Tempe,AZ,REGULAR_SEASON,,,,,,L 50 San Jose St. 61 H D19,arizona-state-stage1-game-universe.csv; PDF p.116,
ASUSTG1-000080,arizona-state,1953-1954,1953-12-22,San Diego St.,san-diego-state,San Diego State,59,69,L,0,SOURCE_PROGRAM_HOME,Sun Devil Gymnasium,Tempe,AZ,REGULAR_SEASON,,,,,,L 59 San Diego St. 69 H D22,arizona-state-stage1-game-universe.csv; PDF p.116,
ASUSTG1-000081,arizona-state,1953-1954,1953-12-26,Dayton,dayton,Dayton,65,93,L,0,OPPONENT_HOME,,,,REGULAR_SEASON,,,,,,L 65 Dayton 93 A D26,arizona-state-stage1-game-universe.csv; PDF p.116,
ASUSTG1-000082,arizona-state,1953-1954,1953-12-28,Miami (Ohio),miami-oh,Miami (OH),69,104,L,0,OPPONENT_HOME,,,,REGULAR_SEASON,,,,,,L 69 Miami (Ohio) 104 A D28,arizona-state-stage1-game-universe.csv; PDF p.116,
ASUSTG1-000083,arizona-state,1953-1954,1953-12-30,Maryland,maryland,Maryland,50,65,L,0,NEUTRAL,,Owensboro,KY,REGULAR_SEASON,,,,RESEARCHED_PARTIAL,"Maryland and Tennessee official schedules identify the All-American City Tournament and place the Arizona State games in Owensboro, Kentucky. A bounded institutional/event search did not safely identify the exact building; Owensboro Sportscenter is not assigned merely from city/history. Exact physical venue is terminal researched debt.",L 50 Maryland 65 TN D30,arizona-state-stage1-game-universe.csv; PDF p.116,
ASUSTG1-000084,arizona-state,1953-1954,1954-01-01,Tennessee,tennessee,Tennessee,57,69,L,0,NEUTRAL,,Owensboro,KY,REGULAR_SEASON,,,,RESEARCHED_PARTIAL,"Maryland and Tennessee official schedules identify the All-American City Tournament and place the Arizona State games in Owensboro, Kentucky. A bounded institutional/event search did not safely identify the exact building; Owensboro Sportscenter is not assigned merely from city/history. Exact physical venue is terminal researched debt.",L 57 Tennessee 69 TN J1,arizona-state-stage1-game-universe.csv; PDF p.116,
ASUSTG1-000085,arizona-state,1953-1954,1954-01-09,Texas Tech,texas-tech,Texas Tech,82,93,L,0,SOURCE_PROGRAM_HOME,Sun Devil Gymnasium,Tempe,AZ,REGULAR_SEASON,,,,,,L 82 Texas Tech 93 H J9,arizona-state-stage1-game-universe.csv; PDF p.116,
ASUSTG1-000086,arizona-state,1953-1954,1954-01-22,Arizona,arizona,Arizona,65,79,L,0,OPPONENT_HOME,,,,REGULAR_SEASON,,,,,,L 65 Arizona 79 A J22,arizona-state-stage1-game-universe.csv; PDF p.116,
ASUSTG1-000087,arizona-state,1953-1954,1954-01-29,Texas Western,utep,UTEP,69,83,L,0,OPPONENT_HOME,,,,REGULAR_SEASON,,,,,,L 69 Texas Western 83 A J29,arizona-state-stage1-game-universe.csv; PDF p.116,
