source_game_id,source_program_key,season_label,game_date,source_opponent_label,normalized_opponent_key,normalized_opponent_name,team_score,opponent_score,played_result,overtime_periods,curated_site_type,curated_venue_name,city,state,curated_game_type,curated_postseason_round,event_or_tournament,administrative_status,site_research_status,site_research_basis,raw_text,source_page,source_series_event_note
1950-51-G01,arizona-state,1950-1951,1950-12-01,USC,usc,USC,71,86,L,0,OPPONENT_HOME,,Los Angeles,CA,REGULAR_SEASON,,,,,,accepted L 71-86 vs USC,arizona-state-stage1-1950-51-working-ledger-batch33.csv; 1950-51-G01,
ASUSTG1-001115,arizona-state,1991-1992,1991-11-27,Minnesota,minnesota,Minnesota,37,69,L,0,NEUTRAL,Lahaina Civic Center,Lahaina,HI,REGULAR_SEASON,,,,,,L 37 (25) Minnesota 69 TN N27,arizona-state-stage1-game-universe.csv; PDF p.120,
ASUSTG1-001116,arizona-state,1991-1992,1991-12-03,Idaho St.,idaho-state,Idaho State,69,59,W,0,SOURCE_PROGRAM_HOME,Desert Financial Arena,Tempe,AZ,REGULAR_SEASON,,,,,,W 69 Idaho St. 59 H D3,arizona-state-stage1-game-universe.csv; PDF p.120,
ASUSTG1-001117,arizona-state,1991-1992,1991-12-05,UT San Antonio,utsa,UTSA,87,62,W,0,SOURCE_PROGRAM_HOME,Desert Financial Arena,Tempe,AZ,REGULAR_SEASON,,,,,,W 87 UT San Antonio 62 H D5,arizona-state-stage1-game-universe.csv; PDF p.120,
ASUSTG1-001118,arizona-state,1991-1992,1991-12-07,New Mexico,new-mexico,New Mexico,71,69,W,0,OPPONENT_HOME,,,,REGULAR_SEASON,,,,,,W 71 New Mexico 69 A D7,arizona-state-stage1-game-universe.csv; PDF p.120,
ASUSTG1-001119,arizona-state,1991-1992,1991-12-14,Kentucky (9),kentucky,Kentucky,68,94,L,0,OPPONENT_HOME,,,,REGULAR_SEASON,,,,,,L 68 Kentucky (9) 94 A D14,arizona-state-stage1-game-universe.csv; PDF p.120,
ASUSTG1-001120,arizona-state,1991-1992,1991-12-21,Appalachian St.,app-state,App State,88,57,W,0,SOURCE_PROGRAM_HOME,Desert Financial Arena,Tempe,AZ,REGULAR_SEASON,,,,,,W 88 Appalachian St. 57 H D21,arizona-state-stage1-game-universe.csv; PDF p.120,
ASUSTG1-001121,arizona-state,1991-1992,1991-12-23,"Miami, Fla.",miami,Miami (FL),62,57,W,0,SOURCE_PROGRAM_HOME,Desert Financial Arena,Tempe,AZ,REGULAR_SEASON,,,,,,"W 62 Miami, Fla. 57 H D23",arizona-state-stage1-game-universe.csv; PDF p.120,
ASUSTG1-001122,arizona-state,1991-1992,1991-12-27,Brown,brown,Brown,78,71,W,0,SOURCE_PROGRAM_HOME,Desert Financial Arena,Tempe,AZ,REGULAR_SEASON,,,,,,W 78 Brown 71 TH D27,arizona-state-stage1-game-universe.csv; PDF p.120,
ASUSTG1-001123,arizona-state,1991-1992,1991-12-28,Northwestern,northwestern,Northwestern,81,62,W,0,SOURCE_PROGRAM_HOME,Desert Financial Arena,Tempe,AZ,REGULAR_SEASON,,,,,,W 81 Northwestern 62 TH D28,arizona-state-stage1-game-universe.csv; PDF p.120,
ASUSTG1-001124,arizona-state,1991-1992,1992-01-04,San Diego (OT),san-diego,San Diego,59,56,W,1,SOURCE_PROGRAM_HOME,Desert Financial Arena,Tempe,AZ,REGULAR_SEASON,,,,,,W 59 San Diego (OT) 56 H J4,arizona-state-stage1-game-universe.csv; PDF p.120,
ASUSTG1-001125,arizona-state,1991-1992,1992-01-09,UCLA (2),ucla,UCLA,62,83,L,0,SOURCE_PROGRAM_HOME,Desert Financial Arena,Tempe,AZ,REGULAR_SEASON,,,,,,L 62 UCLA (2) 83 H J9,arizona-state-stage1-game-universe.csv; PDF p.120,
ASUSTG1-001126,arizona-state,1991-1992,1992-01-12,USC,usc,USC,64,69,L,0,SOURCE_PROGRAM_HOME,Desert Financial Arena,Tempe,AZ,REGULAR_SEASON,,,,,,L 64 USC 69 H J12,arizona-state-stage1-game-universe.csv; PDF p.120,
ASUSTG1-001127,arizona-state,1991-1992,1992-01-16,Washington St.,washington-state,Washington State,95,86,W,0,OPPONENT_HOME,,,,REGULAR_SEASON,,,,,,W 95 Washington St. 86 A J16,arizona-state-stage1-game-universe.csv; PDF p.120,
ASUSTG1-001128,arizona-state,1991-1992,1992-01-19,Washington,washington,Washington,68,62,W,0,OPPONENT_HOME,,,,REGULAR_SEASON,,,,,,W 68 Washington 62 A J19,arizona-state-stage1-game-universe.csv; PDF p.120,
ASUSTG1-001129,arizona-state,1991-1992,1992-01-22,Arizona (11),arizona,Arizona,55,92,L,0,OPPONENT_HOME,,,,REGULAR_SEASON,,,,,,L 55 Arizona (11) 92 A J22,arizona-state-stage1-game-universe.csv; PDF p.120,
ASUSTG1-001130,arizona-state,1991-1992,1992-01-30,Oregon St.,oregon-state,Oregon State,47,61,L,0,SOURCE_PROGRAM_HOME,Desert Financial Arena,Tempe,AZ,REGULAR_SEASON,,,,,,L 47 Oregon St. 61 H J30,arizona-state-stage1-game-universe.csv; PDF p.120,
ASUSTG1-001131,arizona-state,1991-1992,1992-02-01,Oregon,oregon,Oregon,71,62,W,0,SOURCE_PROGRAM_HOME,Desert Financial Arena,Tempe,AZ,REGULAR_SEASON,,,,,,W 71 Oregon 62 H F1,arizona-state-stage1-game-universe.csv; PDF p.120,
ASUSTG1-001132,arizona-state,1991-1992,1992-02-06,California,california,California,61,68,L,0,OPPONENT_HOME,,,,REGULAR_SEASON,,,,,,L 61 California 68 A F6,arizona-state-stage1-game-universe.csv; PDF p.120,
ASUSTG1-001133,arizona-state,1991-1992,1992-02-08,Stanford,stanford,Stanford,73,86,L,0,OPPONENT_HOME,,,,REGULAR_SEASON,,,,,,L 73 Stanford 86 A F8,arizona-state-stage1-game-universe.csv; PDF p.120,
ASUSTG1-001134,arizona-state,1991-1992,1992-02-13,Washington,washington,Washington,55,47,W,0,SOURCE_PROGRAM_HOME,Desert Financial Arena,Tempe,AZ,REGULAR_SEASON,,,,,,W 55 Washington 47 H F13,arizona-state-stage1-game-universe.csv; PDF p.120,
ASUSTG1-001135,arizona-state,1991-1992,1992-02-16,Washington St.,washington-state,Washington State,71,70,W,0,SOURCE_PROGRAM_HOME,Desert Financial Arena,Tempe,AZ,REGULAR_SEASON,,,,,,W 71 Washington St. 70 H F16,arizona-state-stage1-game-universe.csv; PDF p.120,
ASUSTG1-001136,arizona-state,1991-1992,1992-02-20,Arizona (5),arizona,Arizona,77,74,W,0,SOURCE_PROGRAM_HOME,Desert Financial Arena,Tempe,AZ,REGULAR_SEASON,,,,,,W 77 Arizona (5) 74 H F20,arizona-state-stage1-game-universe.csv; PDF p.120,
ASUSTG1-001137,arizona-state,1991-1992,1992-02-22,Louisville (OT),louisville,Louisville,62,63,L,1,SOURCE_PROGRAM_HOME,Desert Financial Arena,Tempe,AZ,REGULAR_SEASON,,,,,,L 62 Louisville (OT) 63 H F22,arizona-state-stage1-game-universe.csv; PDF p.120,
ASUSTG1-001138,arizona-state,1991-1992,1992-02-27,Oregon St.,oregon-state,Oregon State,72,80,L,0,OPPONENT_HOME,,,,REGULAR_SEASON,,,,,,L 72 Oregon St. 80 A F27,arizona-state-stage1-game-universe.csv; PDF p.120,
ASUSTG1-001139,arizona-state,1991-1992,1992-03-01,Oregon,oregon,Oregon,58,48,W,0,OPPONENT_HOME,,,,REGULAR_SEASON,,,,,,W 58 Oregon 48 A M1,arizona-state-stage1-game-universe.csv; PDF p.120,
ASUSTG1-001140,arizona-state,1991-1992,1992-03-05,Stanford,stanford,Stanford,76,71,W,0,SOURCE_PROGRAM_HOME,Desert Financial Arena,Tempe,AZ,REGULAR_SEASON,,,,,,W 76 Stanford 71 H M5,arizona-state-stage1-game-universe.csv; PDF p.120,
ASUSTG1-001141,arizona-state,1991-1992,1992-03-07,California,california,California,74,71,W,0,SOURCE_PROGRAM_HOME,Desert Financial Arena,Tempe,AZ,REGULAR_SEASON,,,,,,W 74 California 71 H M7,arizona-state-stage1-game-universe.csv; PDF p.120,
ASUSTG1-001142,arizona-state,1991-1992,1992-03-12,USC,usc,USC,66,81,L,0,OPPONENT_HOME,,,,REGULAR_SEASON,,,,,,L 66 USC 81 A M12,arizona-state-stage1-game-universe.csv; PDF p.120,
ASUSTG1-001143,arizona-state,1991-1992,1992-03-14,UCLA (8),ucla,UCLA,77,85,L,0,OPPONENT_HOME,,,,REGULAR_SEASON,,,,,,L 77 UCLA (8) 85 A M14,arizona-state-stage1-game-universe.csv; PDF p.120,
ASUSTG1-001144,arizona-state,1991-1992,1992-03-19,UC Santa Barbara,uc-santa-barbara,UC Santa Barbara,71,65,W,0,OPPONENT_HOME,The Thunderdome,Santa Barbara,CA,NIT,,National Invitation Tournament,,,,W 71 UC Santa Barbara 65 AZ M19,arizona-state-stage1-game-universe.csv; PDF p.120,
ASUSTG1-001145,arizona-state,1991-1992,1992-03-24,Utah,utah,Utah,58,60,L,0,SOURCE_PROGRAM_HOME,University Activity Center,Tempe,AZ,NIT,,National Invitation Tournament,,,,L 58 Utah 60 HZ M24,arizona-state-stage1-game-universe.csv; PDF p.120,
ASUSTG1-001146,arizona-state,1992-1993,1992-12-01,BYU,byu,BYU,98,108,L,0,OPPONENT_HOME,,,,REGULAR_SEASON,,,,,,L 98 BYU 108 A D1,arizona-state-stage1-game-universe.csv; PDF p.120,
ASUSTG1-001147,arizona-state,1992-1993,1992-12-08,San Diego St.,san-diego-state,San Diego State,67,64,W,0,SOURCE_PROGRAM_HOME,Desert Financial Arena,Tempe,AZ,REGULAR_SEASON,,,,,,W 67 San Diego St. 64 H D8,arizona-state-stage1-game-universe.csv; PDF p.120,
ASUSTG1-001148,arizona-state,1992-1993,1992-12-21,No. Arizona,northern-arizona,Northern Arizona,81,67,W,0,SOURCE_PROGRAM_HOME,Desert Financial Arena,Tempe,AZ,REGULAR_SEASON,,,,,,W 81 No. Arizona 67 H D21,arizona-state-stage1-game-universe.csv; PDF p.120,
ASUSTG1-001149,arizona-state,1992-1993,1992-12-22,NE Illinois,northeastern-illinois,Northeastern Illinois,93,84,W,0,SOURCE_PROGRAM_HOME,Desert Financial Arena,Tempe,AZ,REGULAR_SEASON,,,,,,W 93 NE Illinois 84 H D22,arizona-state-stage1-game-universe.csv; PDF p.120,
ASUSTG1-001150,arizona-state,1992-1993,1992-12-28,Duquesne,duquesne,Duquesne,103,81,W,0,SOURCE_PROGRAM_HOME,Desert Financial Arena,Tempe,AZ,REGULAR_SEASON,,,,,,W 103 Duquesne 81 TH D28,arizona-state-stage1-game-universe.csv; PDF p.120,
ASUSTG1-001151,arizona-state,1992-1993,1992-12-29,Detroit Mercy,detroit-mercy,Detroit Mercy,100,84,W,0,SOURCE_PROGRAM_HOME,Desert Financial Arena,Tempe,AZ,REGULAR_SEASON,,,,,,W 100 Detroit Mercy 84 TH D29,arizona-state-stage1-game-universe.csv; PDF p.120,
ASUSTG1-001152,arizona-state,1992-1993,1993-01-02,Ak.-Anchorage,alaska-anchorage,Alaska Anchorage,80,79,W,0,SOURCE_PROGRAM_HOME,Desert Financial Arena,Tempe,AZ,REGULAR_SEASON,,,,,,W 80 Ak.-Anchorage 79 H J2,arizona-state-stage1-game-universe.csv; PDF p.120,
ASUSTG1-001153,arizona-state,1992-1993,1993-01-07,USC,usc,USC,79,87,L,0,OPPONENT_HOME,,,,REGULAR_SEASON,,,,,,L 79 USC 87 A J7,arizona-state-stage1-game-universe.csv; PDF p.120,
ASUSTG1-001154,arizona-state,1992-1993,1993-01-09,UCLA (15),ucla,UCLA,85,89,L,0,OPPONENT_HOME,,,,REGULAR_SEASON,,,,,,L 85 UCLA (15) 89 A J9,arizona-state-stage1-game-universe.csv; PDF p.120,
ASUSTG1-001155,arizona-state,1992-1993,1993-01-14,Washington St.,washington-state,Washington State,81,77,W,0,SOURCE_PROGRAM_HOME,Desert Financial Arena,Tempe,AZ,REGULAR_SEASON,,,,,,W 81 Washington St. 77 H J14,arizona-state-stage1-game-universe.csv; PDF p.120,
ASUSTG1-001156,arizona-state,1992-1993,1993-01-16,Washington,washington,Washington,94,85,W,0,SOURCE_PROGRAM_HOME,Desert Financial Arena,Tempe,AZ,REGULAR_SEASON,,,,,,W 94 Washington 85 H J16,arizona-state-stage1-game-universe.csv; PDF p.120,
ASUSTG1-001157,arizona-state,1992-1993,1993-01-20,Arizona (11),arizona,Arizona,87,91,L,0,SOURCE_PROGRAM_HOME,Desert Financial Arena,Tempe,AZ,REGULAR_SEASON,,,,,,L 87 Arizona (11) 91 H J20,arizona-state-stage1-game-universe.csv; PDF p.120,
ASUSTG1-001158,arizona-state,1992-1993,1993-01-24,Louisville,louisville,Louisville,59,85,L,0,OPPONENT_HOME,,,,REGULAR_SEASON,,,,,,L 59 Louisville 85 A J24,arizona-state-stage1-game-universe.csv; PDF p.120,
ASUSTG1-001159,arizona-state,1992-1993,1993-01-28,Oregon St.,oregon-state,Oregon State,82,73,W,0,OPPONENT_HOME,,,,REGULAR_SEASON,,,,,,W 82 Oregon St. 73 A J28,arizona-state-stage1-game-universe.csv; PDF p.120,
ASUSTG1-001160,arizona-state,1992-1993,1993-01-30,Oregon,oregon,Oregon,99,84,W,0,OPPONENT_HOME,,,,REGULAR_SEASON,,,,,,W 99 Oregon 84 A J30,arizona-state-stage1-game-universe.csv; PDF p.120,
ASUSTG1-001161,arizona-state,1992-1993,1993-02-04,California,california,California,90,83,W,0,SOURCE_PROGRAM_HOME,Desert Financial Arena,Tempe,AZ,REGULAR_SEASON,,,,,,W 90 California 83 H F4,arizona-state-stage1-game-universe.csv; PDF p.120,
ASUSTG1-001162,arizona-state,1992-1993,1993-02-06,Stanford,stanford,Stanford,109,87,W,0,SOURCE_PROGRAM_HOME,Desert Financial Arena,Tempe,AZ,REGULAR_SEASON,,,,,,W 109 Stanford 87 H F6,arizona-state-stage1-game-universe.csv; PDF p.120,
ASUSTG1-001163,arizona-state,1992-1993,1993-02-11,Washington,washington,Washington,79,74,W,0,OPPONENT_HOME,,,,REGULAR_SEASON,,,,,,W 79 Washington 74 A F11,arizona-state-stage1-game-universe.csv; PDF p.120,
ASUSTG1-001164,arizona-state,1992-1993,1993-02-13,Washington St.,washington-state,Washington State,67,97,L,0,OPPONENT_HOME,,,,REGULAR_SEASON,,,,,,L 67 Washington St. 97 A F13,arizona-state-stage1-game-universe.csv; PDF p.120,
ASUSTG1-001165,arizona-state,1992-1993,1993-02-18,Arizona (4),arizona,Arizona,80,116,L,0,OPPONENT_HOME,,,,REGULAR_SEASON,,,,,,L 80 Arizona (4) 116 A F18,arizona-state-stage1-game-universe.csv; PDF p.120,
ASUSTG1-001166,arizona-state,1992-1993,1993-02-21,Memphis St.,memphis,Memphis,89,76,W,0,NEUTRAL,Arizona Veterans Memorial Coliseum,Phoenix,AZ,REGULAR_SEASON,,,,,,W 89 Memphis St. 76 N F21,arizona-state-stage1-game-universe.csv; PDF p.120,
ASUSTG1-001167,arizona-state,1992-1993,1993-02-25,Oregon,oregon,Oregon,103,88,W,0,SOURCE_PROGRAM_HOME,Desert Financial Arena,Tempe,AZ,REGULAR_SEASON,,,,,,W 103 Oregon 88 H F25,arizona-state-stage1-game-universe.csv; PDF p.120,
ASUSTG1-001168,arizona-state,1992-1993,1993-02-27,Oregon St.,oregon-state,Oregon State,76,61,W,0,SOURCE_PROGRAM_HOME,Desert Financial Arena,Tempe,AZ,REGULAR_SEASON,,,,,,W 76 Oregon St. 61 H F27,arizona-state-stage1-game-universe.csv; PDF p.120,
ASUSTG1-001169,arizona-state,1992-1993,1993-03-04,Stanford,stanford,Stanford,75,71,W,0,OPPONENT_HOME,,,,REGULAR_SEASON,,,,,,W 75 Stanford 71 A M4,arizona-state-stage1-game-universe.csv; PDF p.120,
ASUSTG1-001170,arizona-state,1992-1993,1993-03-06,California,california,California,67,91,L,0,OPPONENT_HOME,,,,REGULAR_SEASON,,,,,,L 67 California 91 A M6,arizona-state-stage1-game-universe.csv; PDF p.120,
ASUSTG1-001171,arizona-state,1992-1993,1993-03-11,UCLA,ucla,UCLA,74,77,L,0,SOURCE_PROGRAM_HOME,Desert Financial Arena,Tempe,AZ,REGULAR_SEASON,,,,,,L 74 UCLA 77 H M11,arizona-state-stage1-game-universe.csv; PDF p.120,
ASUSTG1-001172,arizona-state,1992-1993,1993-03-13,USC,usc,USC,101,67,W,0,SOURCE_PROGRAM_HOME,Desert Financial Arena,Tempe,AZ,REGULAR_SEASON,,,,,,W 101 USC 67 H M13,arizona-state-stage1-game-universe.csv; PDF p.120,
ASUSTG1-001173,arizona-state,1992-1993,1993-03-18,Georgetown,georgetown,Georgetown,68,78,L,0,SOURCE_PROGRAM_HOME,University Activity Center,Tempe,AZ,NIT,,National Invitation Tournament,,,,L 68 Georgetown 78 HZ M18,arizona-state-stage1-game-universe.csv; PDF p.120,
ASUSTG1-001174,arizona-state,1993-1994,1993-11-27,BYU,byu,BYU,106,95,W,0,SOURCE_PROGRAM_HOME,Desert Financial Arena,Tempe,AZ,REGULAR_SEASON,,,,,,W 106 BYU 95 H N27,arizona-state-stage1-game-universe.csv; PDF p.120,
ASUSTG1-001175,arizona-state,1993-1994,1993-12-02,Oklahoma St. (8),oklahoma-state,Oklahoma State,69,87,L,0,NEUTRAL,Mabee Center,Tulsa,OK,REGULAR_SEASON,,,,,,L 69 Oklahoma St. (8) 87 N D2,arizona-state-stage1-game-universe.csv; PDF p.120,
ASUSTG1-001176,arizona-state,1993-1994,1993-12-05,Boston College,boston-college,Boston College,74,78,L,0,NEUTRAL,Footprint Center,Phoenix,AZ,REGULAR_SEASON,,,,,,L 74 Boston College 78 N D5,arizona-state-stage1-game-universe.csv; PDF p.120,
ASUSTG1-001177,arizona-state,1993-1994,1993-12-17,Cal St. Northridge,cal-state-northridge,Cal State Northridge,100,81,W,0,SOURCE_PROGRAM_HOME,Desert Financial Arena,Tempe,AZ,REGULAR_SEASON,,,,,,W 100 Cal St. Northridge 81 H D17,arizona-state-stage1-game-universe.csv; PDF p.120,
ASUSTG1-001178,arizona-state,1993-1994,1993-12-18,NE Illinois,northeastern-illinois,Northeastern Illinois,75,78,L,0,SOURCE_PROGRAM_HOME,Desert Financial Arena,Tempe,AZ,REGULAR_SEASON,,,,,,L 75 NE Illinois 78 H D18,arizona-state-stage1-game-universe.csv; PDF p.120,
ASUSTG1-001179,arizona-state,1993-1994,1993-12-22,So. Methodist (OT),smu,SMU,68,58,W,1,SOURCE_PROGRAM_HOME,Desert Financial Arena,Tempe,AZ,REGULAR_SEASON,,,,,,W 68 So. Methodist (OT) 58 H D22,arizona-state-stage1-game-universe.csv; PDF p.120,
ASUSTG1-001180,arizona-state,1993-1994,1993-12-28,No. Arizona,northern-arizona,Northern Arizona,87,71,W,0,SOURCE_PROGRAM_HOME,Desert Financial Arena,Tempe,AZ,REGULAR_SEASON,,,,,,W 87 No. Arizona 71 TH D28,arizona-state-stage1-game-universe.csv; PDF p.120,
ASUSTG1-001181,arizona-state,1993-1994,1993-12-29,Villanova (OT),villanova,Villanova,73,62,W,1,SOURCE_PROGRAM_HOME,Desert Financial Arena,Tempe,AZ,REGULAR_SEASON,,,,,,W 73 Villanova (OT) 62 TH D29,arizona-state-stage1-game-universe.csv; PDF p.120,
ASUSTG1-001182,arizona-state,1993-1994,1994-01-05,Arizona (9),arizona,Arizona,81,98,L,0,OPPONENT_HOME,,,,REGULAR_SEASON,,,,,,L 81 Arizona (9) 98 A J5,arizona-state-stage1-game-universe.csv; PDF p.120,
ASUSTG1-001183,arizona-state,1993-1994,1994-01-08,Saint Louis,saint-louis,Saint Louis,75,77,L,0,NEUTRAL,McKale Center,Tucson,AZ,REGULAR_SEASON,,,,,,L 75 Saint Louis 77 N J8,arizona-state-stage1-game-universe.csv; PDF p.120,
ASUSTG1-001184,arizona-state,1993-1994,1994-01-13,Stanford,stanford,Stanford,78,67,W,0,SOURCE_PROGRAM_HOME,Desert Financial Arena,Tempe,AZ,REGULAR_SEASON,,,,,,W 78 Stanford 67 H J13,arizona-state-stage1-game-universe.csv; PDF p.120,
ASUSTG1-001185,arizona-state,1993-1994,1994-01-15,California (19),california,California,63,60,W,0,SOURCE_PROGRAM_HOME,Desert Financial Arena,Tempe,AZ,REGULAR_SEASON,,,,,,W 63 California (19) 60 H J15,arizona-state-stage1-game-universe.csv; PDF p.120,
ASUSTG1-001186,arizona-state,1993-1994,1994-01-20,USC,usc,USC,87,62,W,0,OPPONENT_HOME,,,,REGULAR_SEASON,,,,,,W 87 USC 62 A J20,arizona-state-stage1-game-universe.csv; PDF p.120,
ASUSTG1-001187,arizona-state,1993-1994,1994-01-22,UCLA (2),ucla,UCLA,81,98,L,0,OPPONENT_HOME,,,,REGULAR_SEASON,,,,,,L 81 UCLA (2) 98 A J22,arizona-state-stage1-game-universe.csv; PDF p.120,
ASUSTG1-001188,arizona-state,1993-1994,1994-01-27,Oregon St.,oregon-state,Oregon State,88,82,W,0,SOURCE_PROGRAM_HOME,Desert Financial Arena,Tempe,AZ,REGULAR_SEASON,,,,,,W 88 Oregon St. 82 H J27,arizona-state-stage1-game-universe.csv; PDF p.120,
ASUSTG1-001189,arizona-state,1993-1994,1994-01-29,Oregon,oregon,Oregon,84,78,W,0,SOURCE_PROGRAM_HOME,Desert Financial Arena,Tempe,AZ,REGULAR_SEASON,,,,,,W 84 Oregon 78 H J29,arizona-state-stage1-game-universe.csv; PDF p.120,
ASUSTG1-001190,arizona-state,1993-1994,1994-02-03,Washington,washington,Washington,59,53,W,0,OPPONENT_HOME,,,,REGULAR_SEASON,,,,,,W 59 Washington 53 A F3,arizona-state-stage1-game-universe.csv; PDF p.120,
ASUSTG1-001191,arizona-state,1993-1994,1994-02-05,Washington St.,washington-state,Washington State,70,73,L,0,OPPONENT_HOME,,,,REGULAR_SEASON,,,,,,L 70 Washington St. 73 A F5,arizona-state-stage1-game-universe.csv; PDF p.120,
ASUSTG1-001192,arizona-state,1993-1994,1994-02-10,California (18),california,California,78,95,L,0,OPPONENT_HOME,,,,REGULAR_SEASON,,,,,,L 78 California (18) 95 A F10,arizona-state-stage1-game-universe.csv; PDF p.120,
ASUSTG1-001193,arizona-state,1993-1994,1994-02-12,Stanford,stanford,Stanford,71,69,W,0,OPPONENT_HOME,,,,REGULAR_SEASON,,,,,,W 71 Stanford 69 A F12,arizona-state-stage1-game-universe.csv; PDF p.120,
ASUSTG1-001194,arizona-state,1993-1994,1994-02-17,UCLA (8),ucla,UCLA,70,76,L,0,SOURCE_PROGRAM_HOME,Desert Financial Arena,Tempe,AZ,REGULAR_SEASON,,,,,,L 70 UCLA (8) 76 H F17,arizona-state-stage1-game-universe.csv; PDF p.120,
ASUSTG1-001195,arizona-state,1993-1994,1994-02-19,USC,usc,USC,56,68,L,0,SOURCE_PROGRAM_HOME,Desert Financial Arena,Tempe,AZ,REGULAR_SEASON,,,,,,L 56 USC 68 H F19,arizona-state-stage1-game-universe.csv; PDF p.120,
ASUSTG1-001196,arizona-state,1993-1994,1994-02-24,Oregon,oregon,Oregon,80,87,L,0,OPPONENT_HOME,,,,REGULAR_SEASON,,,,,,L 80 Oregon 87 A F24,arizona-state-stage1-game-universe.csv; PDF p.120,
ASUSTG1-001197,arizona-state,1993-1994,1994-02-26,Oregon St.,oregon-state,Oregon State,80,60,W,0,OPPONENT_HOME,,,,REGULAR_SEASON,,,,,,W 80 Oregon St. 60 A F26,arizona-state-stage1-game-universe.csv; PDF p.120,
ASUSTG1-001198,arizona-state,1993-1994,1994-03-03,Washington St.,washington-state,Washington State,71,80,L,0,SOURCE_PROGRAM_HOME,Desert Financial Arena,Tempe,AZ,REGULAR_SEASON,,,,,,L 71 Washington St. 80 H M3,arizona-state-stage1-game-universe.csv; PDF p.120,
ASUSTG1-001199,arizona-state,1993-1994,1994-03-05,Washington,washington,Washington,73,55,W,0,SOURCE_PROGRAM_HOME,Desert Financial Arena,Tempe,AZ,REGULAR_SEASON,,,,,,W 73 Washington 55 H M5,arizona-state-stage1-game-universe.csv; PDF p.120,
ASUSTG1-001200,arizona-state,1993-1994,1994-03-12,Arizona (7),arizona,Arizona,94,87,W,0,SOURCE_PROGRAM_HOME,Desert Financial Arena,Tempe,AZ,REGULAR_SEASON,,,,,,W 94 Arizona (7) 87 H M12,arizona-state-stage1-game-universe.csv; PDF p.120,
ASUSTG1-001201,arizona-state,1993-1994,1994-03-17,BYU,byu,BYU,67,74,L,0,OPPONENT_HOME,Marriott Center,Provo,UT,NIT,,National Invitation Tournament,,,,L 67 BYU 74 AZ M17,arizona-state-stage1-game-universe.csv; PDF p.120,
ASUSTG1-001202,arizona-state,1994-1995,1994-11-21,Texas A & M,texas-a-m,Texas A&M,103,73,W,0,NEUTRAL,Lahaina Civic Center,Lahaina,HI,REGULAR_SEASON,,,,,,W 103 Texas A & M 73 TN N21,arizona-state-stage1-game-universe.csv; PDF p.120,
ASUSTG1-001203,arizona-state,1994-1995,1994-11-22,Michigan (13),michigan,Michigan,79,62,W,0,NEUTRAL,Lahaina Civic Center,Lahaina,HI,REGULAR_SEASON,,,,,,W 79 Michigan (13) 62 TN N22,arizona-state-stage1-game-universe.csv; PDF p.120,
ASUSTG1-001204,arizona-state,1994-1995,1994-11-23,Maryland (7),maryland,Maryland,97,90,W,0,NEUTRAL,Lahaina Civic Center,Lahaina,HI,REGULAR_SEASON,,,,,,W 97 Maryland (7) 90 TN N23,arizona-state-stage1-game-universe.csv; PDF p.120,
ASUSTG1-001205,arizona-state,1994-1995,1994-12-01,No. Arizona,northern-arizona,Northern Arizona,74,50,W,0,SOURCE_PROGRAM_HOME,Desert Financial Arena,Tempe,AZ,REGULAR_SEASON,,,,,,W 74 (12) No. Arizona 50 H D1,arizona-state-stage1-game-universe.csv; PDF p.120,
ASUSTG1-001206,arizona-state,1994-1995,1994-12-03,New Mexico,new-mexico,New Mexico,71,87,L,0,OPPONENT_HOME,,,,REGULAR_SEASON,,,,,,L 71 (12) New Mexico 87 A D3,arizona-state-stage1-game-universe.csv; PDF p.121,
ASUSTG1-001207,arizona-state,1994-1995,1994-12-17,UC Irvine,uc-irvine,UC Irvine,87,58,W,0,SOURCE_PROGRAM_HOME,Desert Financial Arena,Tempe,AZ,REGULAR_SEASON,,,,,,W 87 (13) UC Irvine 58 H D17,arizona-state-stage1-game-universe.csv; PDF p.121,
ASUSTG1-001208,arizona-state,1994-1995,1994-12-18,UT S. Ant. (OT),utsa,UTSA,85,87,L,1,SOURCE_PROGRAM_HOME,Desert Financial Arena,Tempe,AZ,REGULAR_SEASON,,,,,,L 85 (13) UT S. Ant. (OT) 87 H D18,arizona-state-stage1-game-universe.csv; PDF p.121,
ASUSTG1-001209,arizona-state,1994-1995,1994-12-20,Cal Poly SLO,cal-poly,Cal Poly,98,43,W,0,SOURCE_PROGRAM_HOME,Desert Financial Arena,Tempe,AZ,REGULAR_SEASON,,,,,,W 98 (15) Cal Poly SLO 43 H D20,arizona-state-stage1-game-universe.csv; PDF p.121,
ASUSTG1-001210,arizona-state,1994-1995,1994-12-22,Oklahoma St.,oklahoma-state,Oklahoma State,72,69,W,0,SOURCE_PROGRAM_HOME,Desert Financial Arena,Tempe,AZ,REGULAR_SEASON,,,,,,W 72 (15) Oklahoma St. 69 H D22,arizona-state-stage1-game-universe.csv; PDF p.121,
ASUSTG1-001211,arizona-state,1994-1995,1994-12-28,Pacific,pacific,Pacific,65,50,W,0,SOURCE_PROGRAM_HOME,Desert Financial Arena,Tempe,AZ,REGULAR_SEASON,,,,,,W 65 (16) Pacific 50 TH D28,arizona-state-stage1-game-universe.csv; PDF p.121,
