index,source_program_key,source_opponent_label,canonical_opponent_key,canonical_opponent_name,current_d1,games_with_source_label,first_season,last_season,resolution_status,resolution_method,user_choice,audit_note
485,minnesota,Mississippi#,ole-miss,Ole Miss,Yes,1,1979-1980,1979-1980,RESOLVED,Inherited established project identity,,
486,minnesota,Mississippi*,ole-miss,Ole Miss,Yes,1,1968-1969,1968-1969,RESOLVED,Inherited established project identity,,
487,minnesota,Nebraska Omaha,omaha,Omaha,Yes,1,2013-2014,2013-2014,RESOLVED,Inherited established project identity,,
488,minnesota,Omaha,omaha,Omaha,Yes,3,2015-2016,2024-2025,RESOLVED,Inherited established project identity,,
489,minnesota,Oral Roberts,oral-roberts,Oral Roberts,Yes,5,2002-2003,2024-2025,RESOLVED,Inherited established project identity,,
490,minnesota,at Oregon,oregon,Oregon,Yes,4,1966-1967,2002-2003,RESOLVED,Inherited established project identity,,
491,minnesota,Oregon,oregon,Oregon,Yes,5,1983-1984,2025-2026,RESOLVED,Inherited established project identity,,
492,minnesota,Oregon*,oregon,Oregon,Yes,1,1972-1973,1972-1973,RESOLVED,Inherited established project identity,,
493,minnesota,Oregon**,oregon,Oregon,Yes,1,1991-1992,1991-1992,RESOLVED,Inherited established project identity,,
494,minnesota,at Oregon State,oregon-state,Oregon State,Yes,2,1949-1950,1966-1967,RESOLVED,Inherited established project identity,,
495,minnesota,Oregon State,oregon-state,Oregon State,Yes,2,1949-1950,1990-1991,RESOLVED,Inherited established project identity,,
496,minnesota,Oregon State#,oregon-state,Oregon State,Yes,1,1955-1956,1955-1956,RESOLVED,Inherited established project identity,,
497,minnesota,Oregon State*,oregon-state,Oregon State,Yes,1,1972-1973,1972-1973,RESOLVED,Inherited established project identity,,
498,minnesota,Oregon State**,oregon-state,Oregon State,Yes,1,1991-1992,1991-1992,RESOLVED,Inherited established project identity,,
499,minnesota,Overland Aviation,overland-aviation,Overland Aviation,No,1,1918-1919,1918-1919,RESOLVED,Inherited established project identity,,
500,minnesota,at Penn State,penn-state,Penn State,Yes,21,1992-1993,2024-2025,RESOLVED,Inherited established project identity,,
501,minnesota,at Penn State * Big Ten Network,penn-state,Penn State,Yes,3,2007-2008,2009-2010,RESOLVED,Inherited established project identity,,
