index,source_program_key,source_opponent_label,canonical_opponent_key,canonical_opponent_name,current_d1,games_with_source_label,first_season,last_season,resolution_status,resolution_method,user_choice,audit_note
217,nebraska,Nicholls State,nicholls,Nicholls,Yes,1,2012-2013,2012-2013,RESOLVED,Current D1 registry / established institutional lineage,,Historical/source label normalized to established institutional/program lineage where applicable.
218,nebraska,Norfolk State,norfolk-state,Norfolk State,Yes,1,2007-2008,2007-2008,RESOLVED,Current D1 registry / established institutional lineage,,
219,nebraska,North Carolina,north-carolina,North Carolina,Yes,1,1972-1973,1972-1973,RESOLVED,Current D1 registry / established institutional lineage,,
220,nebraska,North Carolina A T,north-carolina-a-t,North Carolina A&T,Yes,4,1998-1999,2005-2006,RESOLVED,Current D1 registry / established institutional lineage,,Historical/source label normalized to established institutional/program lineage where applicable.
221,nebraska,North Carolina Central,north-carolina-central,North Carolina Central,Yes,1,2007-2008,2007-2008,RESOLVED,Current D1 registry / established institutional lineage,,
222,nebraska,North Dakota,north-dakota,North Dakota,Yes,7,1933-1934,2025-2026,RESOLVED,Current D1 registry / established institutional lineage,,
223,nebraska,North Dakota State,north-dakota-state,North Dakota State,Yes,2,1933-1934,2020-2021,RESOLVED,Current D1 registry / established institutional lineage,,
224,nebraska,North Florida,north-florida,North Florida,Yes,1,2024-2025,2024-2025,RESOLVED,Current D1 registry / established institutional lineage,,
225,nebraska,North Texas,north-texas,North Texas,Yes,5,1972-1973,2017-2018,RESOLVED,Current D1 registry / established institutional lineage,,
226,nebraska,Northeast Illinois,northeast-illinois,Northeast Illinois,No,1,1995-1996,1995-1996,RESOLVED,Nebraska media guide / historical non-current identity normalization,,
227,nebraska,Northeast Louisiana,ul-monroe,UL Monroe,Yes,1,1994-1995,1994-1995,RESOLVED,Current D1 registry / established institutional lineage,,Historical/source label normalized to established institutional/program lineage where applicable.
228,nebraska,Northeastern Illinois,northeastern-illinois,Northeastern Illinois,No,1,1994-1995,1994-1995,RESOLVED,Nebraska media guide / historical non-current identity normalization,,
229,nebraska,Northern Colorado,northern-colorado,Northern Colorado,Yes,3,1947-1948,2005-2006,RESOLVED,Current D1 registry / established institutional lineage,,
230,nebraska,Northern Illinois,northern-illinois,Northern Illinois,Yes,4,1988-1989,2013-2014,RESOLVED,Current D1 registry / established institutional lineage,,
231,nebraska,Northern Iowa,northern-iowa,Northern Iowa,Yes,14,1948-1949,1996-1997,RESOLVED,Current D1 registry / established institutional lineage,,
232,nebraska,Northern Kentucky,northern-kentucky,Northern Kentucky,Yes,1,2014-2015,2014-2015,RESOLVED,Current D1 registry / established institutional lineage,,
233,nebraska,Northern Michigan,northern-michigan,Northern Michigan,No,1,1969-1970,1969-1970,RESOLVED,Nebraska media guide / historical non-current identity normalization,,
234,nebraska,Northwestern,northwestern,Northwestern,Yes,27,1933-1934,2025-2026,RESOLVED,Current D1 registry / established institutional lineage,,
235,nebraska,Notre Dame,notre-dame,Notre Dame,Yes,7,1919-1920,1961-1962,RESOLVED,Current D1 registry / established institutional lineage,,
236,nebraska,NW Missouri State,northwest-missouri-state,Northwest Missouri State,No,13,1948-1949,1986-1987,RESOLVED,Nebraska media guide / historical non-current identity normalization,,Historical/source label normalized to established institutional/program lineage where applicable.
237,nebraska,Ohio,ohio,Ohio,Yes,4,1957-1958,2014-2015,RESOLVED,Current D1 registry / established institutional lineage,,
238,nebraska,Ohio State,ohio-state,Ohio State,Yes,31,1936-1937,2025-2026,RESOLVED,Current D1 registry / established institutional lineage,,
239,nebraska,Oklahoma,oklahoma,Oklahoma,Yes,189,1920-1921,2025-2026,RESOLVED,Current D1 registry / established institutional lineage,,
240,nebraska,Oklahoma City,oklahoma-city,Oklahoma City,No,2,1963-1964,1965-1966,RESOLVED,Nebraska media guide / historical non-current identity normalization,,
241,nebraska,Oklahoma St,oklahoma-state,Oklahoma State,Yes,2,1991-1992,2003-2004,RESOLVED,Current D1 registry / established institutional lineage,,Historical/source label normalized to established institutional/program lineage where applicable.
242,nebraska,Oklahoma State,oklahoma-state,Oklahoma State,Yes,116,1926-1927,2018-2019,RESOLVED,Current D1 registry / established institutional lineage,,
243,nebraska,Old Dominion,old-dominion,Old Dominion,Yes,1,1996-1997,1996-1997,RESOLVED,Current D1 registry / established institutional lineage,,
244,nebraska,Omaha,omaha,Omaha,Yes,4,2006-2007,2022-2023,RESOLVED,Current D1 registry / established institutional lineage,,
245,nebraska,Omaha Alumni,omaha-alumni,Omaha Alumni,No,1,1913-1914,1913-1914,RESOLVED,Nebraska media guide / historical non-current identity normalization,,
246,nebraska,Omaha Athletic Club,omaha-athletic-club,Omaha Athletic Club,No,2,1919-1920,1919-1920,RESOLVED,Nebraska media guide / historical non-current identity normalization,,
247,nebraska,Omaha Christian,omaha-christian,Omaha Christian,No,1,1903-1904,1903-1904,RESOLVED,Nebraska media guide / historical non-current identity normalization,,
248,nebraska,Omaha X,omaha-x,Omaha X,No,2,1912-1913,1913-1914,RESOLVED,Nebraska media guide / historical non-current identity normalization,,
249,nebraska,Omaha YMCA,omaha-ymca,Omaha YMCA,No,9,1897-1898,1904-1905,RESOLVED,Nebraska media guide / historical non-current identity normalization,,
250,nebraska,Oral Roberts,oral-roberts,Oral Roberts,Yes,3,1999-2000,2001-2002,RESOLVED,Current D1 registry / established institutional lineage,,
251,nebraska,Oregon,oregon,Oregon,Yes,15,1941-1942,2025-2026,RESOLVED,Current D1 registry / established institutional lineage,,
252,nebraska,Oregon State,oregon-state,Oregon State,Yes,12,1940-1941,2024-2025,RESOLVED,Current D1 registry / established institutional lineage,,
253,nebraska,Ottumwa Navy,ottumwa-navy,Ottumwa Navy,No,2,1946-1947,1946-1947,RESOLVED,Nebraska media guide / historical non-current identity normalization,,
254,nebraska,Pacific,pacific,Pacific,Yes,4,1966-1967,2001-2002,RESOLVED,Current D1 registry / established institutional lineage,,
255,nebraska,Penn State,penn-state,Penn State,Yes,29,1980-1981,2025-2026,RESOLVED,Current D1 registry / established institutional lineage,,
256,nebraska,Pennsylvania,pennsylvania,Pennsylvania,Yes,1,1993-1994,1993-1994,RESOLVED,Current D1 registry / established institutional lineage,,
257,nebraska,Pentahlon,pentahlon,Pentahlon,No,1,1944-1945,1944-1945,RESOLVED,Nebraska media guide / historical non-current identity normalization,,
258,nebraska,Pepperdine,pepperdine,Pepperdine,Yes,1,1989-1990,1989-1990,RESOLVED,Current D1 registry / established institutional lineage,,
259,nebraska,Pittsburgh,pittsburgh,Pittsburgh,Yes,4,1929-1930,2000-2001,RESOLVED,Current D1 registry / established institutional lineage,,
260,nebraska,Port Washington,port-washington,Port Washington,No,1,1904-1905,1904-1905,RESOLVED,Nebraska media guide / historical non-current identity normalization,,
261,nebraska,Portage,portage,Portage,No,1,1907-1908,1907-1908,RESOLVED,Nebraska media guide / historical non-current identity normalization,,
262,nebraska,Portage (Co. F),portage-co-f,Portage Co. F,No,1,1906-1907,1906-1907,RESOLVED,Nebraska media guide / historical non-current identity normalization,,Historical/source label normalized to established institutional/program lineage where applicable.
263,nebraska,Portland,portland,Portland,Yes,2,1966-1967,1993-1994,RESOLVED,Current D1 registry / established institutional lineage,,
264,nebraska,Portland State,portland-state,Portland State,Yes,1,1979-1980,1979-1980,RESOLVED,Current D1 registry / established institutional lineage,,
265,nebraska,Prairie View A M,prairie-view-a-m,Prairie View A&M,Yes,1,2015-2016,2015-2016,RESOLVED,Current D1 registry / established institutional lineage,,Historical/source label normalized to established institutional/program lineage where applicable.
266,nebraska,Presbyterian,presbyterian,Presbyterian,Yes,1,2007-2008,2007-2008,RESOLVED,Current D1 registry / established institutional lineage,,
267,nebraska,Princeton,princeton,Princeton,Yes,1,1957-1958,1957-1958,RESOLVED,Current D1 registry / established institutional lineage,,
268,nebraska,Purdue,purdue,Purdue,Yes,30,1947-1948,2025-2026,RESOLVED,Current D1 registry / established institutional lineage,,
269,nebraska,Queens University,queens-university,Queens University,Yes,1,2022-2023,2022-2023,RESOLVED,Current D1 registry / established institutional lineage,,
270,nebraska,Rhode Island,rhode-island,Rhode Island,Yes,3,2011-2012,2015-2016,RESOLVED,Current D1 registry / established institutional lineage,,
271,nebraska,Rider,rider,Rider,Yes,1,2023-2024,2023-2024,RESOLVED,Current D1 registry / established institutional lineage,,
272,nebraska,Ripon,ripon,Ripon,No,1,1904-1905,1904-1905,RESOLVED,Nebraska media guide / historical non-current identity normalization,,
273,nebraska,Rutgers,rutgers,Rutgers,Yes,22,1999-2000,2025-2026,RESOLVED,Current D1 registry / established institutional lineage,,
274,nebraska,Sacramento State,sacramento-state,Sacramento State,Yes,4,1978-1979,2016-2017,RESOLVED,Current D1 registry / established institutional lineage,,
275,nebraska,Sacred Heart,sacred-heart,Sacred Heart,Yes,1,1912-1913,1912-1913,RESOLVED,Current D1 registry / established institutional lineage,,
276,nebraska,Saint Louis,saint-louis,Saint Louis,Yes,8,1929-1930,2009-2010,RESOLVED,Current D1 registry / established institutional lineage,,
277,nebraska,Saint Mary's,saint-mary-s,Saint Mary's,Yes,1,2024-2025,2024-2025,RESOLVED,Current D1 registry / established institutional lineage,,Historical/source label normalized to established institutional/program lineage where applicable.
278,nebraska,Sam Houston,sam-houston,Sam Houston,Yes,1,2021-2022,2021-2022,RESOLVED,Current D1 registry / established institutional lineage,,
279,nebraska,Sam Houston State,sam-houston,Sam Houston,Yes,4,1988-1989,2001-2002,RESOLVED,Current D1 registry / established institutional lineage,,Historical/source label normalized to established institutional/program lineage where applicable.
280,nebraska,Samford,samford,Samford,Yes,1,2015-2016,2015-2016,RESOLVED,Current D1 registry / established institutional lineage,,
281,nebraska,San Diego State,san-diego-state,San Diego State,Yes,1,1971-1972,1971-1972,RESOLVED,Current D1 registry / established institutional lineage,,
282,nebraska,San Francisco,san-francisco,San Francisco,Yes,3,1986-1987,1999-2000,RESOLVED,Current D1 registry / established institutional lineage,,
283,nebraska,San Jose State,san-jose-state,San Jose State,Yes,5,1947-1948,2008-2009,RESOLVED,Current D1 registry / established institutional lineage,,
284,nebraska,Santa Clara,santa-clara,Santa Clara,Yes,3,1935-1936,1984-1985,RESOLVED,Current D1 registry / established institutional lineage,,
285,nebraska,Savannah State,savannah-state,Savannah State,No,4,2001-2002,2010-2011,RESOLVED,Nebraska media guide / historical non-current identity normalization,,
286,nebraska,SE Missouri State,southeast-missouri-state,Southeast Missouri State,Yes,1,2005-2006,2005-2006,RESOLVED,Current D1 registry / established institutional lineage,,Historical/source label normalized to established institutional/program lineage where applicable.
287,nebraska,Seton Hall,seton-hall,Seton Hall,Yes,1,2018-2019,2018-2019,RESOLVED,Current D1 registry / established institutional lineage,,
288,nebraska,Shattuck,shattuck,Shattuck,No,2,1904-1905,1905-1906,RESOLVED,Nebraska media guide / historical non-current identity normalization,,
289,nebraska,Simpson,simpson,Simpson,No,2,1913-1914,1916-1917,RESOLVED,Nebraska media guide / historical non-current identity normalization,,
290,nebraska,Sioux City YMCA,sioux-city-ymca,Sioux City YMCA,No,2,1901-1902,1903-1904,RESOLVED,Nebraska media guide / historical non-current identity normalization,,
291,nebraska,Sonoma State,sonoma-state,Sonoma State,No,1,1980-1981,1980-1981,RESOLVED,Nebraska media guide / historical non-current identity normalization,,
292,nebraska,South Carolina,south-carolina,South Carolina,Yes,2,1975-1976,1976-1977,RESOLVED,Current D1 registry / established institutional lineage,,
293,nebraska,South Carolina State,south-carolina-state,South Carolina State,Yes,3,2008-2009,2023-2024,RESOLVED,Current D1 registry / established institutional lineage,,
294,nebraska,South Carolina Upstate,south-carolina-upstate,USC Upstate,Yes,1,2025-2026,2025-2026,RESOLVED,Current D1 registry / established institutional lineage,,Historical/source label normalized to established institutional/program lineage where applicable.
295,nebraska,South Dakota,south-dakota,South Dakota,Yes,40,1910-1911,2024-2025,RESOLVED,Current D1 registry / established institutional lineage,,
296,nebraska,South Dakota State,south-dakota-state,South Dakota State,Yes,13,1928-1929,2019-2020,RESOLVED,Current D1 registry / established institutional lineage,,
297,nebraska,South Florida,south-florida,South Florida,Yes,3,2002-2003,2019-2020,RESOLVED,Current D1 registry / established institutional lineage,,
298,nebraska,Southeastern,se-louisiana,SE Louisiana,Yes,1,2018-2019,2018-2019,RESOLVED,Current D1 registry / established institutional lineage,,Nebraska official 2018-19 schedule identifies the opponent as Southeastern Louisiana.
299,nebraska,Southeastern Louisiana,se-louisiana,SE Louisiana,Yes,2,2009-2010,2015-2016,RESOLVED,Current D1 registry / established institutional lineage,,Historical/source label normalized to established institutional/program lineage where applicable.
300,nebraska,Southern,southern,Southern,Yes,5,2012-2013,2024-2025,RESOLVED,Current D1 registry / established institutional lineage,,
301,nebraska,Southern California,usc,USC,Yes,8,1962-1963,2025-2026,RESOLVED,Current D1 registry / established institutional lineage,,Historical/source label normalized to established institutional/program lineage where applicable.
302,nebraska,Southern Colorado,csu-pueblo,CSU Pueblo,No,1,1984-1985,1984-1985,RESOLVED,Nebraska media guide / historical non-current identity normalization,,Historical/source label normalized to established institutional/program lineage where applicable.; Owner confirmed on 2026-08-25 that the project/site display name for csu-pueblo is CSU Pueblo.
303,nebraska,Southern Illinois,southern-illinois,Southern Illinois,Yes,2,1985-1986,1986-1987,RESOLVED,Current D1 registry / established institutional lineage,,
304,nebraska,Southern Methodist,smu,SMU,Yes,6,1951-1952,2000-2001,RESOLVED,Current D1 registry / established institutional lineage,,Historical/source label normalized to established institutional/program lineage where applicable.
305,nebraska,Southern Mississippi,southern-miss,Southern Miss,Yes,2,1986-1987,1999-2000,RESOLVED,Current D1 registry / established institutional lineage,,Historical/source label normalized to established institutional/program lineage where applicable.
306,nebraska,Southern Utah,southern-utah,Southern Utah,Yes,5,1991-1992,2019-2020,RESOLVED,Current D1 registry / established institutional lineage,,
307,nebraska,Southwestern La,louisiana,Louisiana,Yes,1,1992-1993,1992-1993,RESOLVED,Current D1 registry / established institutional lineage,,Historical/source label normalized to established institutional/program lineage where applicable.
308,nebraska,Springfield,springfield,Springfield,No,1,1952-1953,1952-1953,RESOLVED,Nebraska media guide / historical non-current identity normalization,,
309,nebraska,St. Francis (Pa.),saint-francis-pa,Saint Francis (Pa.),No,1,2003-2004,2003-2004,RESOLVED,Nebraska media guide / historical non-current identity normalization,,Historical/source label normalized to established institutional/program lineage where applicable.
310,nebraska,St. John’s,st-john-s,St. John's,Yes,2,2017-2018,2022-2023,RESOLVED,Current D1 registry / established institutional lineage,,Historical/source label normalized to established institutional/program lineage where applicable.
311,nebraska,St. Joseph's,saint-joseph-s,Saint Joseph's,Yes,1,1995-1996,1995-1996,RESOLVED,Current D1 registry / established institutional lineage,,Historical/source label normalized to established institutional/program lineage where applicable.
312,nebraska,St. Joseph’s,saint-joseph-s,Saint Joseph's,Yes,3,1912-1913,1916-1917,RESOLVED,Current D1 registry / established institutional lineage,,Historical/source label normalized to established institutional/program lineage where applicable.
313,nebraska,St. Mary’s (Calif.),saint-mary-s,Saint Mary's,Yes,2,1946-1947,1975-1976,RESOLVED,Current D1 registry / established institutional lineage,,Historical/source label normalized to established institutional/program lineage where applicable.
314,nebraska,St. Thomas (Minn.),st-thomas-minnesota,St. Thomas,Yes,1,1916-1917,1916-1917,RESOLVED,Current D1 registry / established institutional lineage,,Historical/source label normalized to established institutional/program lineage where applicable.
315,nebraska,St. Thomas (Pa.),st-thomas-pa,St. Thomas (Pa.),No,1,1936-1937,1936-1937,RESOLVED,Nebraska media guide / historical non-current identity normalization,,
316,nebraska,Stanford,stanford,Stanford,Yes,9,1932-1933,1965-1966,RESOLVED,Current D1 registry / established institutional lineage,,
