index,source_game_id,source_program_key,source_era,season_label,season_year,game_date,source_opponent_label,normalized_opponent_name,normalized_opponent_key,opponent_current_d1,team_score,opponent_score,played_result,overtime_periods,administrative_status,administrative_note,source_site_candidate,curated_site_type,source_venue_name,curated_venue_name,city,state,event_or_tournament,source_round,curated_game_type,curated_postseason_round,source_page,raw_text,normalization_status,notes,site_research_status,site_research_basis,identity_override,identity_override_basis,identity_match_program_key,identity_match_source_game_id
280,UCLARAW-00281,ucla,2025-26_ucla_media_guide_year_by_year,1935-1936,1936,1936-01-31,USC,USC,usc,Yes,24,32,L,0,,,H,SOURCE_PROGRAM_HOME,,,Los Angeles,CA,,,REGULAR_SEASON,,UCLA 2025-26 Media Guide PDF p. 185,USC* H 24-32 L,resolved,Exact date recovered from USC institutional year-by-year history; UCLA opponent/score/site assertion preserved.,RESEARCHED_UNRESOLVED_HOME_VENUE,"HOME and Los Angeles, CA are independently established. UCLA prewar facility chronology, season-specific archival evidence, and reciprocal histories were checked, but UCLA used multiple physical home facilities and no game-specific building could be assigned safely.",,,,
281,UCLARAW-00282,ucla,2025-26_ucla_media_guide_year_by_year,1935-1936,1936,,Stanford,Stanford,stanford,Yes,32,45,L,0,,,H,SOURCE_PROGRAM_HOME,,,Los Angeles,CA,,,REGULAR_SEASON,,UCLA 2025-26 Media Guide PDF p. 185,Stanford* H 32-45 L,resolved,,RESEARCHED_UNRESOLVED_HOME_VENUE,"HOME and Los Angeles, CA are independently established. UCLA prewar facility chronology, season-specific archival evidence, and reciprocal histories were checked, but UCLA used multiple physical home facilities and no game-specific building could be assigned safely.",,,,
282,UCLARAW-00283,ucla,2025-26_ucla_media_guide_year_by_year,1935-1936,1936,,Stanford,Stanford,stanford,Yes,35,39,L,0,,,H,SOURCE_PROGRAM_HOME,,,Los Angeles,CA,,,REGULAR_SEASON,,UCLA 2025-26 Media Guide PDF p. 185,Stanford* H 35-39 L,resolved,,RESEARCHED_UNRESOLVED_HOME_VENUE,"HOME and Los Angeles, CA are independently established. UCLA prewar facility chronology, season-specific archival evidence, and reciprocal histories were checked, but UCLA used multiple physical home facilities and no game-specific building could be assigned safely.",,,,
283,UCLARAW-00284,ucla,2025-26_ucla_media_guide_year_by_year,1935-1936,1936,1936-02-14,USC,USC,usc,Yes,32,36,L,0,,,H,SOURCE_PROGRAM_HOME,,,Los Angeles,CA,,,REGULAR_SEASON,,UCLA 2025-26 Media Guide PDF p. 185,USC* H 32-36 L,resolved,Exact date recovered from USC institutional year-by-year history; UCLA opponent/score/site assertion preserved.,RESEARCHED_UNRESOLVED_HOME_VENUE,"HOME and Los Angeles, CA are independently established. UCLA prewar facility chronology, season-specific archival evidence, and reciprocal histories were checked, but UCLA used multiple physical home facilities and no game-specific building could be assigned safely.",,,,
284,UCLARAW-00285,ucla,2025-26_ucla_media_guide_year_by_year,1935-1936,1936,,California,California,california,Yes,32,34,L,0,,,H,SOURCE_PROGRAM_HOME,,,Los Angeles,CA,,,REGULAR_SEASON,,UCLA 2025-26 Media Guide PDF p. 185,California* H 32-34 L,resolved,,RESEARCHED_UNRESOLVED_HOME_VENUE,"HOME and Los Angeles, CA are independently established. UCLA prewar facility chronology, season-specific archival evidence, and reciprocal histories were checked, but UCLA used multiple physical home facilities and no game-specific building could be assigned safely.",,,,
285,UCLARAW-00286,ucla,2025-26_ucla_media_guide_year_by_year,1935-1936,1936,,California,California,california,Yes,32,28,W,0,,,H,SOURCE_PROGRAM_HOME,,,Los Angeles,CA,,,REGULAR_SEASON,,UCLA 2025-26 Media Guide PDF p. 185,California* H 32-28 W,resolved,,RESEARCHED_UNRESOLVED_HOME_VENUE,"HOME and Los Angeles, CA are independently established. UCLA prewar facility chronology, season-specific archival evidence, and reciprocal histories were checked, but UCLA used multiple physical home facilities and no game-specific building could be assigned safely.",,,,
286,UCLARAW-00287,ucla,2025-26_ucla_media_guide_year_by_year,1935-1936,1936,1936-02-27,USC,USC,usc,Yes,28,55,L,0,,,A,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,UCLA 2025-26 Media Guide PDF p. 185,USC* A 28-55 L,resolved,Exact date recovered from USC institutional year-by-year history; UCLA opponent/score/site assertion preserved.,,,,,,
287,UCLARAW-00288,ucla,2025-26_ucla_media_guide_year_by_year,1936-1937,1937,,Compton Junior College,Compton Junior College,compton-junior-college,No,39,6,W,0,,,H,SOURCE_PROGRAM_HOME,,,Los Angeles,CA,,,REGULAR_SEASON,,UCLA 2025-26 Media Guide PDF p. 185,Compton Junior College H 39-6 W,resolved,,RESEARCHED_UNRESOLVED_HOME_VENUE,"HOME and Los Angeles, CA are independently established. UCLA prewar facility chronology, season-specific archival evidence, and reciprocal histories were checked, but UCLA used multiple physical home facilities and no game-specific building could be assigned safely.",,,,
288,UCLARAW-00289,ucla,2025-26_ucla_media_guide_year_by_year,1936-1937,1937,,Los Angeles Junior College,Los Angeles City College,los-angeles-city-college,No,41,30,W,0,,,H,SOURCE_PROGRAM_HOME,,,Los Angeles,CA,,,REGULAR_SEASON,,UCLA 2025-26 Media Guide PDF p. 185,Los Angeles Junior College H 41-30 W,resolved,,RESEARCHED_UNRESOLVED_HOME_VENUE,"HOME and Los Angeles, CA are independently established. UCLA prewar facility chronology, season-specific archival evidence, and reciprocal histories were checked, but UCLA used multiple physical home facilities and no game-specific building could be assigned safely.",,,,
289,UCLARAW-00290,ucla,2025-26_ucla_media_guide_year_by_year,1936-1937,1937,1936-12-12,Oregon,Oregon,oregon,Yes,30,54,L,0,,,A,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,UCLA 2025-26 Media Guide PDF p. 185,Oregon A 30-54 L,resolved,"Exact date recovered from authoritative reciprocal institutional history; UCLA source opponent/score/site assertion preserved. Oregon institutional history reports Oregon 56-30, while UCLA guide reports Oregon 54-30; UCLA source score is preserved and the discrepancy is explicitly noted for reconciliation.",,,,,,
290,UCLARAW-00291,ucla,2025-26_ucla_media_guide_year_by_year,1936-1937,1937,,Washington State,Washington State,washington-state,Yes,23,33,L,0,,,A,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,UCLA 2025-26 Media Guide PDF p. 185,Washington State A 23-33 L,resolved,,,,,,,
291,UCLARAW-00292,ucla,2025-26_ucla_media_guide_year_by_year,1936-1937,1937,,Idaho,Idaho,idaho,Yes,45,34,W,0,,,A,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,UCLA 2025-26 Media Guide PDF p. 185,Idaho A 45-34 W,resolved,,,,,,,
292,UCLARAW-00293,ucla,2025-26_ucla_media_guide_year_by_year,1936-1937,1937,,Idaho,Idaho,idaho,Yes,26,30,L,0,,,A,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,UCLA 2025-26 Media Guide PDF p. 185,Idaho A 26-30 L,resolved,,,,,,,
293,UCLARAW-00294,ucla,2025-26_ucla_media_guide_year_by_year,1936-1937,1937,,Oregon State,Oregon State,oregon-state,Yes,40,38,W,0,,,A,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,UCLA 2025-26 Media Guide PDF p. 185,Oregon State A 40-38 W,resolved,,,,,,,
294,UCLARAW-00295,ucla,2025-26_ucla_media_guide_year_by_year,1936-1937,1937,,Washington,Washington,washington,Yes,51,52,L,2,,,H,SOURCE_PROGRAM_HOME,,,Los Angeles,CA,,,REGULAR_SEASON,,UCLA 2025-26 Media Guide PDF p. 185,Washington H (2OT) 51-52 L,resolved,,RESEARCHED_UNRESOLVED_HOME_VENUE,"HOME and Los Angeles, CA are independently established. UCLA prewar facility chronology, season-specific archival evidence, and reciprocal histories were checked, but UCLA used multiple physical home facilities and no game-specific building could be assigned safely.",,,,
295,UCLARAW-00296,ucla,2025-26_ucla_media_guide_year_by_year,1936-1937,1937,,Ohio State,Ohio State,ohio-state,Yes,39,48,L,0,,,H,SOURCE_PROGRAM_HOME,,,Los Angeles,CA,,,REGULAR_SEASON,,UCLA 2025-26 Media Guide PDF p. 185,Ohio State H 39-48 L,resolved,,RESEARCHED_UNRESOLVED_HOME_VENUE,"HOME and Los Angeles, CA are independently established. UCLA prewar facility chronology, season-specific archival evidence, and reciprocal histories were checked, but UCLA used multiple physical home facilities and no game-specific building could be assigned safely.",,,,
296,UCLARAW-00297,ucla,2025-26_ucla_media_guide_year_by_year,1936-1937,1937,1937-01-08,USC,USC,usc,Yes,31,41,L,0,,,H,SOURCE_PROGRAM_HOME,,,Los Angeles,CA,,,REGULAR_SEASON,,UCLA 2025-26 Media Guide PDF p. 185,USC* H 31-41 L,resolved,Exact date recovered from USC institutional year-by-year history; UCLA opponent/score/site assertion preserved.,RESEARCHED_UNRESOLVED_HOME_VENUE,"HOME and Los Angeles, CA are independently established. UCLA prewar facility chronology, season-specific archival evidence, and reciprocal histories were checked, but UCLA used multiple physical home facilities and no game-specific building could be assigned safely.",,,,
297,UCLARAW-00298,ucla,2025-26_ucla_media_guide_year_by_year,1936-1937,1937,,Stanford,Stanford,stanford,Yes,40,63,L,0,,,A,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,UCLA 2025-26 Media Guide PDF p. 185,Stanford* A 40-63 L,resolved,,,,,,,
298,UCLARAW-00299,ucla,2025-26_ucla_media_guide_year_by_year,1936-1937,1937,,Stanford,Stanford,stanford,Yes,36,69,L,0,,,A,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,UCLA 2025-26 Media Guide PDF p. 185,Stanford* A 36-69 L,resolved,,,,,,,
299,UCLARAW-00300,ucla,2025-26_ucla_media_guide_year_by_year,1936-1937,1937,1937-01-22,USC,USC,usc,Yes,31,36,L,0,,,H,SOURCE_PROGRAM_HOME,,,Los Angeles,CA,,,REGULAR_SEASON,,UCLA 2025-26 Media Guide PDF p. 185,USC* H 31-36 L,resolved,Exact date recovered from USC institutional year-by-year history; UCLA opponent/score/site assertion preserved.,RESEARCHED_UNRESOLVED_HOME_VENUE,"HOME and Los Angeles, CA are independently established. UCLA prewar facility chronology, season-specific archival evidence, and reciprocal histories were checked, but UCLA used multiple physical home facilities and no game-specific building could be assigned safely.",,,,
300,UCLARAW-00301,ucla,2025-26_ucla_media_guide_year_by_year,1936-1937,1937,,California,California,california,Yes,27,33,L,0,,,A,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,UCLA 2025-26 Media Guide PDF p. 185,California* A 27-33 L,resolved,,,,,,,
301,UCLARAW-00302,ucla,2025-26_ucla_media_guide_year_by_year,1936-1937,1937,,California,California,california,Yes,46,44,W,1,,,A,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,UCLA 2025-26 Media Guide PDF p. 185,California* A (OT) 46-44 W,resolved,,,,,,,
302,UCLARAW-00303,ucla,2025-26_ucla_media_guide_year_by_year,1936-1937,1937,,Stanford,Stanford,stanford,Yes,40,42,L,0,,,H,SOURCE_PROGRAM_HOME,,,Los Angeles,CA,,,REGULAR_SEASON,,UCLA 2025-26 Media Guide PDF p. 185,Stanford* H 40-42 L,resolved,,RESEARCHED_UNRESOLVED_HOME_VENUE,"HOME and Los Angeles, CA are independently established. UCLA prewar facility chronology, season-specific archival evidence, and reciprocal histories were checked, but UCLA used multiple physical home facilities and no game-specific building could be assigned safely.",,,,
303,UCLARAW-00304,ucla,2025-26_ucla_media_guide_year_by_year,1936-1937,1937,,Stanford,Stanford,stanford,Yes,38,67,L,0,,,H,SOURCE_PROGRAM_HOME,,,Los Angeles,CA,,,REGULAR_SEASON,,UCLA 2025-26 Media Guide PDF p. 185,Stanford* H 38-67 L,resolved,,RESEARCHED_UNRESOLVED_HOME_VENUE,"HOME and Los Angeles, CA are independently established. UCLA prewar facility chronology, season-specific archival evidence, and reciprocal histories were checked, but UCLA used multiple physical home facilities and no game-specific building could be assigned safely.",,,,
304,UCLARAW-00305,ucla,2025-26_ucla_media_guide_year_by_year,1936-1937,1937,1937-02-19,USC,USC,usc,Yes,36,46,L,0,,,H,SOURCE_PROGRAM_HOME,,,Los Angeles,CA,,,REGULAR_SEASON,,UCLA 2025-26 Media Guide PDF p. 185,USC* H 36-46 L,resolved,Exact date recovered from USC institutional year-by-year history; UCLA opponent/score/site assertion preserved.,RESEARCHED_UNRESOLVED_HOME_VENUE,"HOME and Los Angeles, CA are independently established. UCLA prewar facility chronology, season-specific archival evidence, and reciprocal histories were checked, but UCLA used multiple physical home facilities and no game-specific building could be assigned safely.",,,,
305,UCLARAW-00306,ucla,2025-26_ucla_media_guide_year_by_year,1936-1937,1937,,California,California,california,Yes,37,33,W,0,,,H,SOURCE_PROGRAM_HOME,,,Los Angeles,CA,,,REGULAR_SEASON,,UCLA 2025-26 Media Guide PDF p. 185,California* H 37-33 W,resolved,,RESEARCHED_UNRESOLVED_HOME_VENUE,"HOME and Los Angeles, CA are independently established. UCLA prewar facility chronology, season-specific archival evidence, and reciprocal histories were checked, but UCLA used multiple physical home facilities and no game-specific building could be assigned safely.",,,,
306,UCLARAW-00307,ucla,2025-26_ucla_media_guide_year_by_year,1936-1937,1937,,California,California,california,Yes,31,43,L,0,,,H,SOURCE_PROGRAM_HOME,,,Los Angeles,CA,,,REGULAR_SEASON,,UCLA 2025-26 Media Guide PDF p. 185,California* H 31-43 L,resolved,,RESEARCHED_UNRESOLVED_HOME_VENUE,"HOME and Los Angeles, CA are independently established. UCLA prewar facility chronology, season-specific archival evidence, and reciprocal histories were checked, but UCLA used multiple physical home facilities and no game-specific building could be assigned safely.",,,,
307,UCLARAW-00308,ucla,2025-26_ucla_media_guide_year_by_year,1936-1937,1937,1937-03-05,USC,USC,usc,Yes,29,43,L,0,,,H,SOURCE_PROGRAM_HOME,,,Los Angeles,CA,,,REGULAR_SEASON,,UCLA 2025-26 Media Guide PDF p. 185,USC* H 29-43 L,resolved,Exact date recovered from USC institutional year-by-year history; UCLA opponent/score/site assertion preserved.,RESEARCHED_UNRESOLVED_HOME_VENUE,"HOME and Los Angeles, CA are independently established. UCLA prewar facility chronology, season-specific archival evidence, and reciprocal histories were checked, but UCLA used multiple physical home facilities and no game-specific building could be assigned safely.",,,,
308,UCLARAW-00309,ucla,2025-26_ucla_media_guide_year_by_year,1937-1938,1938,,Los Angeles Junior College,Los Angeles City College,los-angeles-city-college,No,35,21,W,0,,,H,SOURCE_PROGRAM_HOME,,,Los Angeles,CA,,,REGULAR_SEASON,,UCLA 2025-26 Media Guide PDF p. 185,Los Angeles Junior College H 35-21 W,resolved,,RESEARCHED_UNRESOLVED_HOME_VENUE,"HOME and Los Angeles, CA are independently established. UCLA prewar facility chronology, season-specific archival evidence, and reciprocal histories were checked, but UCLA used multiple physical home facilities and no game-specific building could be assigned safely.",,,,
309,UCLARAW-00310,ucla,2025-26_ucla_media_guide_year_by_year,1937-1938,1938,,La Verne,La Verne,la-verne,No,27,25,W,0,,,H,SOURCE_PROGRAM_HOME,,,Los Angeles,CA,,,REGULAR_SEASON,,UCLA 2025-26 Media Guide PDF p. 185,La Verne H 27-25 W,resolved,,RESEARCHED_UNRESOLVED_HOME_VENUE,"HOME and Los Angeles, CA are independently established. UCLA prewar facility chronology, season-specific archival evidence, and reciprocal histories were checked, but UCLA used multiple physical home facilities and no game-specific building could be assigned safely.",,,,
310,UCLARAW-00311,ucla,2025-26_ucla_media_guide_year_by_year,1937-1938,1938,,Chico State,Chico State,chico-state,No,33,26,W,0,,,H,SOURCE_PROGRAM_HOME,,,Los Angeles,CA,,,REGULAR_SEASON,,UCLA 2025-26 Media Guide PDF p. 185,Chico State H 33-26 W,resolved,,RESEARCHED_UNRESOLVED_HOME_VENUE,"HOME and Los Angeles, CA are independently established. UCLA prewar facility chronology, season-specific archival evidence, and reciprocal histories were checked, but UCLA used multiple physical home facilities and no game-specific building could be assigned safely.",,,,
311,UCLARAW-00312,ucla,2025-26_ucla_media_guide_year_by_year,1937-1938,1938,,Oregon State,Oregon State,oregon-state,Yes,25,39,L,0,,,A,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,UCLA 2025-26 Media Guide PDF p. 185,Oregon State A 25-39 L,resolved,,,,,,,
312,UCLARAW-00313,ucla,2025-26_ucla_media_guide_year_by_year,1937-1938,1938,1937-12-11,Oregon,Oregon,oregon,Yes,26,47,L,0,,,A,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,UCLA 2025-26 Media Guide PDF p. 185,Oregon A 26-47 L,resolved,Exact date recovered from authoritative reciprocal institutional history; UCLA source opponent/score/site assertion preserved.,,,,,,
313,UCLARAW-00314,ucla,2025-26_ucla_media_guide_year_by_year,1937-1938,1938,,Washington State,Washington State,washington-state,Yes,25,48,L,0,,,A,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,UCLA 2025-26 Media Guide PDF p. 185,Washington State A 25-48 L,resolved,,,,,,,
314,UCLARAW-00315,ucla,2025-26_ucla_media_guide_year_by_year,1937-1938,1938,,Washington State,Washington State,washington-state,Yes,31,40,L,0,,,A,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,UCLA 2025-26 Media Guide PDF p. 185,Washington State A 31-40 L,resolved,,,,,,,
315,UCLARAW-00316,ucla,2025-26_ucla_media_guide_year_by_year,1937-1938,1938,,Idaho,Idaho,idaho,Yes,19,33,L,0,,,A,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,UCLA 2025-26 Media Guide PDF p. 185,Idaho A 19-33 L,resolved,,,,,,,
316,UCLARAW-00317,ucla,2025-26_ucla_media_guide_year_by_year,1937-1938,1938,,Idaho,Idaho,idaho,Yes,21,30,L,0,,,A,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,UCLA 2025-26 Media Guide PDF p. 185,Idaho A 21-30 L,resolved,,,,,,,
317,UCLARAW-00318,ucla,2025-26_ucla_media_guide_year_by_year,1937-1938,1938,,Loyola Marymount,Loyola Marymount,loyola-marymount,Yes,29,26,W,0,,,H,SOURCE_PROGRAM_HOME,,,Los Angeles,CA,,,REGULAR_SEASON,,UCLA 2025-26 Media Guide PDF p. 185,Loyola Marymount H 29-26 W,resolved,,RESEARCHED_UNRESOLVED_HOME_VENUE,"HOME and Los Angeles, CA are independently established. UCLA prewar facility chronology, season-specific archival evidence, and reciprocal histories were checked, but UCLA used multiple physical home facilities and no game-specific building could be assigned safely.",,,,
318,UCLARAW-00319,ucla,2025-26_ucla_media_guide_year_by_year,1937-1938,1938,1937-12-28,Indiana,Indiana,indiana,Yes,33,42,L,0,,,H,SOURCE_PROGRAM_HOME,,,Los Angeles,CA,,,REGULAR_SEASON,,UCLA 2025-26 Media Guide PDF p. 185,Indiana H 33-42 L,resolved,Exact date recovered from authoritative reciprocal institutional history; UCLA source opponent/score/site assertion preserved.,RESEARCHED_UNRESOLVED_HOME_VENUE,"HOME and Los Angeles, CA are independently established. UCLA prewar facility chronology, season-specific archival evidence, and reciprocal histories were checked, but UCLA used multiple physical home facilities and no game-specific building could be assigned safely.",,,,
319,UCLARAW-00320,ucla,2025-26_ucla_media_guide_year_by_year,1937-1938,1938,1937-12-29,Purdue,Purdue,purdue,Yes,39,63,L,0,,,H,SOURCE_PROGRAM_HOME,,,Los Angeles,CA,,,REGULAR_SEASON,,UCLA 2025-26 Media Guide PDF p. 185,Purdue H 39-63 L,resolved,Exact date recovered from authoritative reciprocal institutional history; UCLA source opponent/score/site assertion preserved.,RESEARCHED_UNRESOLVED_HOME_VENUE,"HOME and Los Angeles, CA are independently established. UCLA prewar facility chronology, season-specific archival evidence, and reciprocal histories were checked, but UCLA used multiple physical home facilities and no game-specific building could be assigned safely.",,,,
320,UCLARAW-00321,ucla,2025-26_ucla_media_guide_year_by_year,1937-1938,1938,1938-01-07,USC,USC,usc,Yes,31,48,L,0,,,A,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,UCLA 2025-26 Media Guide PDF p. 185,USC* A 31-48 L,resolved,Exact date recovered from USC institutional year-by-year history; UCLA opponent/score/site assertion preserved.,,,,,,
321,UCLARAW-00322,ucla,2025-26_ucla_media_guide_year_by_year,1937-1938,1938,,California,California,california,Yes,37,39,L,0,,,H,SOURCE_PROGRAM_HOME,,,Los Angeles,CA,,,REGULAR_SEASON,,UCLA 2025-26 Media Guide PDF p. 185,California* H 37-39 L,resolved,,RESEARCHED_UNRESOLVED_HOME_VENUE,"HOME and Los Angeles, CA are independently established. UCLA prewar facility chronology, season-specific archival evidence, and reciprocal histories were checked, but UCLA used multiple physical home facilities and no game-specific building could be assigned safely.",,,,
322,UCLARAW-00323,ucla,2025-26_ucla_media_guide_year_by_year,1937-1938,1938,,California,California,california,Yes,27,32,L,0,,,H,SOURCE_PROGRAM_HOME,,,Los Angeles,CA,,,REGULAR_SEASON,,UCLA 2025-26 Media Guide PDF p. 185,California* H 27-32 L,resolved,,RESEARCHED_UNRESOLVED_HOME_VENUE,"HOME and Los Angeles, CA are independently established. UCLA prewar facility chronology, season-specific archival evidence, and reciprocal histories were checked, but UCLA used multiple physical home facilities and no game-specific building could be assigned safely.",,,,
323,UCLARAW-00324,ucla,2025-26_ucla_media_guide_year_by_year,1937-1938,1938,1938-01-21,USC,USC,usc,Yes,30,40,L,0,,,H,SOURCE_PROGRAM_HOME,,,Los Angeles,CA,,,REGULAR_SEASON,,UCLA 2025-26 Media Guide PDF p. 185,USC* H 30-40 L,resolved,Exact date recovered from USC institutional year-by-year history; UCLA opponent/score/site assertion preserved.,RESEARCHED_UNRESOLVED_HOME_VENUE,"HOME and Los Angeles, CA are independently established. UCLA prewar facility chronology, season-specific archival evidence, and reciprocal histories were checked, but UCLA used multiple physical home facilities and no game-specific building could be assigned safely.",,,,
324,UCLARAW-00325,ucla,2025-26_ucla_media_guide_year_by_year,1937-1938,1938,,Stanford,Stanford,stanford,Yes,33,69,L,0,,,H,SOURCE_PROGRAM_HOME,,,Los Angeles,CA,,,REGULAR_SEASON,,UCLA 2025-26 Media Guide PDF p. 185,Stanford* H 33-69 L,resolved,,RESEARCHED_UNRESOLVED_HOME_VENUE,"HOME and Los Angeles, CA are independently established. UCLA prewar facility chronology, season-specific archival evidence, and reciprocal histories were checked, but UCLA used multiple physical home facilities and no game-specific building could be assigned safely.",,,,
325,UCLARAW-00326,ucla,2025-26_ucla_media_guide_year_by_year,1937-1938,1938,,Stanford,Stanford,stanford,Yes,29,56,L,0,,,H,SOURCE_PROGRAM_HOME,,,Los Angeles,CA,,,REGULAR_SEASON,,UCLA 2025-26 Media Guide PDF p. 185,Stanford* H 29-56 L,resolved,,RESEARCHED_UNRESOLVED_HOME_VENUE,"HOME and Los Angeles, CA are independently established. UCLA prewar facility chronology, season-specific archival evidence, and reciprocal histories were checked, but UCLA used multiple physical home facilities and no game-specific building could be assigned safely.",,,,
326,UCLARAW-00327,ucla,2025-26_ucla_media_guide_year_by_year,1937-1938,1938,,Stanford,Stanford,stanford,Yes,31,53,L,0,,,A,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,UCLA 2025-26 Media Guide PDF p. 185,Stanford* A 31-53 L,resolved,,,,,,,
327,UCLARAW-00328,ucla,2025-26_ucla_media_guide_year_by_year,1937-1938,1938,,Stanford,Stanford,stanford,Yes,33,50,L,0,,,A,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,UCLA 2025-26 Media Guide PDF p. 185,Stanford* A 33-50 L,resolved,,,,,,,
328,UCLARAW-00329,ucla,2025-26_ucla_media_guide_year_by_year,1937-1938,1938,,California,California,california,Yes,21,32,L,0,,,A,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,UCLA 2025-26 Media Guide PDF p. 185,California* A 21-32 L,resolved,,,,,,,
329,UCLARAW-00330,ucla,2025-26_ucla_media_guide_year_by_year,1937-1938,1938,,California,California,california,Yes,22,41,L,0,,,A,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,UCLA 2025-26 Media Guide PDF p. 185,California* A 22-41 L,resolved,,,,,,,
330,UCLARAW-00331,ucla,2025-26_ucla_media_guide_year_by_year,1937-1938,1938,1938-02-18,USC,USC,usc,Yes,33,52,L,0,,,A,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,UCLA 2025-26 Media Guide PDF p. 185,USC* A 33-52 L,resolved,Exact date recovered from USC institutional year-by-year history; UCLA opponent/score/site assertion preserved.,,,,,,
331,UCLARAW-00332,ucla,2025-26_ucla_media_guide_year_by_year,1937-1938,1938,1938-03-04,USC,USC,usc,Yes,35,57,L,0,,,H,SOURCE_PROGRAM_HOME,,,Los Angeles,CA,,,REGULAR_SEASON,,UCLA 2025-26 Media Guide PDF p. 185,USC* H 35-57 L,resolved,Exact date recovered from USC institutional year-by-year history; UCLA opponent/score/site assertion preserved.,RESEARCHED_UNRESOLVED_HOME_VENUE,"HOME and Los Angeles, CA are independently established. UCLA prewar facility chronology, season-specific archival evidence, and reciprocal histories were checked, but UCLA used multiple physical home facilities and no game-specific building could be assigned safely.",,,,
332,UCLARAW-00333,ucla,2025-26_ucla_media_guide_year_by_year,1938-1939,1939,,Los Angeles City College,Los Angeles City College,los-angeles-city-college,No,44,28,W,0,,,H,SOURCE_PROGRAM_HOME,,,Los Angeles,CA,,,REGULAR_SEASON,,UCLA 2025-26 Media Guide PDF p. 185,Los Angeles City College H 44-28 W,resolved,,RESEARCHED_UNRESOLVED_HOME_VENUE,"HOME and Los Angeles, CA are independently established. UCLA prewar facility chronology, season-specific archival evidence, and reciprocal histories were checked, but UCLA used multiple physical home facilities and no game-specific building could be assigned safely.",,,,
333,UCLARAW-00334,ucla,2025-26_ucla_media_guide_year_by_year,1938-1939,1939,,Pomona,Pomona,pomona,No,51,34,W,0,,,H,SOURCE_PROGRAM_HOME,,,Los Angeles,CA,,,REGULAR_SEASON,,UCLA 2025-26 Media Guide PDF p. 185,Pomona H 51-34 W,resolved,,RESEARCHED_UNRESOLVED_HOME_VENUE,"HOME and Los Angeles, CA are independently established. UCLA prewar facility chronology, season-specific archival evidence, and reciprocal histories were checked, but UCLA used multiple physical home facilities and no game-specific building could be assigned safely.",,,,
334,UCLARAW-00335,ucla,2025-26_ucla_media_guide_year_by_year,1938-1939,1939,,La Verne,La Verne,la-verne,No,76,19,W,0,,,H,SOURCE_PROGRAM_HOME,,,Los Angeles,CA,,,REGULAR_SEASON,,UCLA 2025-26 Media Guide PDF p. 185,La Verne H 76-19 W,resolved,,RESEARCHED_UNRESOLVED_HOME_VENUE,"HOME and Los Angeles, CA are independently established. UCLA prewar facility chronology, season-specific archival evidence, and reciprocal histories were checked, but UCLA used multiple physical home facilities and no game-specific building could be assigned safely.",,,,
335,UCLARAW-00336,ucla,2025-26_ucla_media_guide_year_by_year,1938-1939,1939,,San Diego State,San Diego State,san-diego-state,Yes,49,52,L,0,,,A,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,UCLA 2025-26 Media Guide PDF p. 185,San Diego State A 49-52 L,resolved,,,,,,,
336,UCLARAW-00337,ucla,2025-26_ucla_media_guide_year_by_year,1938-1939,1939,,San Diego State,San Diego State,san-diego-state,Yes,43,56,L,0,,,A,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,UCLA 2025-26 Media Guide PDF p. 185,San Diego State A 43-56 L,resolved,,,,,,,
337,UCLARAW-00338,ucla,2025-26_ucla_media_guide_year_by_year,1938-1939,1939,,Idaho,Idaho,idaho,Yes,29,36,L,0,,,H,SOURCE_PROGRAM_HOME,,,Los Angeles,CA,,,REGULAR_SEASON,,UCLA 2025-26 Media Guide PDF p. 185,Idaho H 29-36 L,resolved,,RESEARCHED_UNRESOLVED_HOME_VENUE,"HOME and Los Angeles, CA are independently established. UCLA prewar facility chronology, season-specific archival evidence, and reciprocal histories were checked, but UCLA used multiple physical home facilities and no game-specific building could be assigned safely.",,,,
