index,source_game_id,source_program_key,source_era,season_label,season_year,game_date,source_opponent_label,normalized_opponent_name,normalized_opponent_key,opponent_current_d1,team_score,opponent_score,played_result,overtime_periods,administrative_status,administrative_note,source_site_candidate,curated_site_type,source_venue_name,curated_venue_name,city,state,event_or_tournament,source_round,curated_game_type,curated_postseason_round,source_page,raw_text,normalization_status,notes,site_research_status,site_research_basis,identity_override,identity_override_basis,identity_match_program_key,identity_match_source_game_id
0,UCLARAW-00001,ucla,2025-26_ucla_media_guide_year_by_year,1919-1920,1920,1919-12-12,Manual Arts HS,Manual Arts High School,manual-arts-high-school,No,46,38,W,0,,,H,SOURCE_PROGRAM_HOME,Physical Education Building,Physical Education Building,Los Angeles,CA,,,REGULAR_SEASON,,UCLA 2025-26 Media Guide PDF p. 184,Manual Arts HS 46-38 W,resolved,Exact date/site recovered from season-specific historical reconstruction using UCLA year-by-year records plus cited contemporary/reciprocal evidence; UCLA source opponent/score/result preserved.,,,,,,
1,UCLARAW-00002,ucla,2025-26_ucla_media_guide_year_by_year,1919-1920,1920,1919-12-19,Hollywood HS,Hollywood High School,hollywood-high-school,No,45,21,W,0,,,H,SOURCE_PROGRAM_HOME,Physical Education Building,Physical Education Building,Los Angeles,CA,,,REGULAR_SEASON,,UCLA 2025-26 Media Guide PDF p. 184,Hollywood HS 45-21 W,resolved,Exact date/site recovered from season-specific historical reconstruction using UCLA year-by-year records plus cited contemporary/reciprocal evidence; UCLA source opponent/score/result preserved.,,,,,,
2,UCLARAW-00003,ucla,2025-26_ucla_media_guide_year_by_year,1919-1920,1920,1920-01-05,Los Angeles Poly HS,Los Angeles Polytechnic High School,los-angeles-polytechnic-high-school,No,26,22,W,0,,,H,SOURCE_PROGRAM_HOME,Physical Education Building,Physical Education Building,Los Angeles,CA,,,REGULAR_SEASON,,UCLA 2025-26 Media Guide PDF p. 184,Los Angeles Poly HS 26-22 W,resolved,Exact date/site recovered from season-specific historical reconstruction using UCLA year-by-year records plus cited contemporary/reciprocal evidence; UCLA source opponent/score/result preserved.,,,,,,
3,UCLARAW-00004,ucla,2025-26_ucla_media_guide_year_by_year,1919-1920,1920,1920-01-09,Los Angeles Poly HS,Los Angeles Polytechnic High School,los-angeles-polytechnic-high-school,No,21,12,W,0,,,A,OPPONENT_HOME,Los Angeles Polytechnic High School Gymnasium,Los Angeles Polytechnic High School Gymnasium,Los Angeles,CA,,,REGULAR_SEASON,,UCLA 2025-26 Media Guide PDF p. 184,Los Angeles Poly HS 21-12 W,resolved,Exact date/site recovered from season-specific historical reconstruction using UCLA year-by-year records plus cited contemporary/reciprocal evidence; UCLA source opponent/score/result preserved.,,,,,,
4,UCLARAW-00005,ucla,2025-26_ucla_media_guide_year_by_year,1919-1920,1920,1920-01-14,Redlands,Redlands,redlands,No,21,34,L,0,,,A,OPPONENT_HOME,,,Redlands,CA,,,REGULAR_SEASON,,UCLA 2025-26 Media Guide PDF p. 184,Redlands 21-34 L,resolved,Exact date/site recovered from season-specific historical reconstruction using UCLA year-by-year records plus cited contemporary/reciprocal evidence; UCLA source opponent/score/result preserved.,,,,,,
5,UCLARAW-00006,ucla,2025-26_ucla_media_guide_year_by_year,1919-1920,1920,1920-01-16,Occidental,Occidental,occidental,No,41,29,W,0,,,A,OPPONENT_HOME,Glendale High School Gymnasium,Glendale High School Gymnasium,Glendale,CA,,,REGULAR_SEASON,,UCLA 2025-26 Media Guide PDF p. 184,Occidental 41-29 W,resolved,Exact date/site recovered from season-specific historical reconstruction using UCLA year-by-year records plus cited contemporary/reciprocal evidence; UCLA source opponent/score/result preserved.,,,,,,
6,UCLARAW-00007,ucla,2025-26_ucla_media_guide_year_by_year,1919-1920,1920,1920-01-20,Pomona,Pomona,pomona,No,44,29,W,0,,,H,SOURCE_PROGRAM_HOME,Physical Education Building,Physical Education Building,Los Angeles,CA,,,REGULAR_SEASON,,UCLA 2025-26 Media Guide PDF p. 184,Pomona 44-29 W,resolved,Exact date/site recovered from season-specific historical reconstruction using UCLA year-by-year records plus cited contemporary/reciprocal evidence; UCLA source opponent/score/result preserved.,,,,,,
7,UCLARAW-00008,ucla,2025-26_ucla_media_guide_year_by_year,1919-1920,1920,1920-01-24,Whittier,Whittier,whittier,No,33,23,W,0,,,A,OPPONENT_HOME,,,Whittier,CA,,,REGULAR_SEASON,,UCLA 2025-26 Media Guide PDF p. 184,Whittier 33-23 W,resolved,Exact date/site recovered from season-specific historical reconstruction using UCLA year-by-year records plus cited contemporary/reciprocal evidence; UCLA source opponent/score/result preserved.,,,,,,
8,UCLARAW-00009,ucla,2025-26_ucla_media_guide_year_by_year,1919-1920,1920,1920-01-27,Throop,Caltech,caltech,No,36,25,W,0,,,H,SOURCE_PROGRAM_HOME,Physical Education Building,Physical Education Building,Los Angeles,CA,,,REGULAR_SEASON,,UCLA 2025-26 Media Guide PDF p. 184,Throop 36-25 W,resolved,Exact date/site recovered from season-specific historical reconstruction using UCLA year-by-year records plus cited contemporary/reciprocal evidence; UCLA source opponent/score/result preserved.,,,,,,
9,UCLARAW-00010,ucla,2025-26_ucla_media_guide_year_by_year,1919-1920,1920,1920-01-30,Occidental,Occidental,occidental,No,43,30,W,0,,,H,SOURCE_PROGRAM_HOME,Physical Education Building,Physical Education Building,Los Angeles,CA,,,REGULAR_SEASON,,UCLA 2025-26 Media Guide PDF p. 184,Occidental 43-30 W,resolved,Exact date/site recovered from season-specific historical reconstruction using UCLA year-by-year records plus cited contemporary/reciprocal evidence; UCLA source opponent/score/result preserved.,,,,,,
10,UCLARAW-00011,ucla,2025-26_ucla_media_guide_year_by_year,1919-1920,1920,1920-02-07,Pomona,Pomona,pomona,No,33,30,W,0,,,A,OPPONENT_HOME,,,Claremont,CA,,,REGULAR_SEASON,,UCLA 2025-26 Media Guide PDF p. 184,Pomona 33-30 W,resolved,Exact date/site recovered from season-specific historical reconstruction using UCLA year-by-year records plus cited contemporary/reciprocal evidence; UCLA source opponent/score/result preserved.,,,,,,
11,UCLARAW-00012,ucla,2025-26_ucla_media_guide_year_by_year,1919-1920,1920,1920-02-11,Whittier,Whittier,whittier,No,33,21,W,0,,,H,SOURCE_PROGRAM_HOME,Physical Education Building,Physical Education Building,Los Angeles,CA,,,REGULAR_SEASON,,UCLA 2025-26 Media Guide PDF p. 184,Whittier 33-21 W,resolved,Exact date/site recovered from season-specific historical reconstruction using UCLA year-by-year records plus cited contemporary/reciprocal evidence; UCLA source opponent/score/result preserved.,,,,,,
12,UCLARAW-00013,ucla,2025-26_ucla_media_guide_year_by_year,1919-1920,1920,1920-02-14,Throop,Caltech,caltech,No,30,41,L,0,,,A,OPPONENT_HOME,Pasadena YMCA,Pasadena YMCA,Pasadena,CA,,,REGULAR_SEASON,,UCLA 2025-26 Media Guide PDF p. 184,Throop 30-41 L,resolved,Exact date/site recovered from season-specific historical reconstruction using UCLA year-by-year records plus cited contemporary/reciprocal evidence; UCLA source opponent/score/result preserved.,,,,,,
13,UCLARAW-00014,ucla,2025-26_ucla_media_guide_year_by_year,1919-1920,1920,1920-02-19,Redlands,Redlands,redlands,No,23,17,W,0,,,H,SOURCE_PROGRAM_HOME,Physical Education Building,Physical Education Building,Los Angeles,CA,,,REGULAR_SEASON,,UCLA 2025-26 Media Guide PDF p. 184,Redlands 23-17 W,resolved,Exact date/site recovered from season-specific historical reconstruction using UCLA year-by-year records plus cited contemporary/reciprocal evidence; UCLA source opponent/score/result preserved.,,,,,,
14,UCLARAW-00015,ucla,2025-26_ucla_media_guide_year_by_year,1920-1921,1921,1921-01-03,California,California,california,Yes,28,36,L,0,,,H,SOURCE_PROGRAM_HOME,Physical Education Building,Physical Education Building,Los Angeles,CA,,,REGULAR_SEASON,,UCLA 2025-26 Media Guide PDF p. 184,California 28-36 L,resolved,Exact date/site recovered from season-specific historical reconstruction using UCLA year-by-year records plus cited contemporary/reciprocal evidence; UCLA source opponent/score/result preserved.,,,,,,
15,UCLARAW-00016,ucla,2025-26_ucla_media_guide_year_by_year,1920-1921,1921,1921-01-15,Redlands,Redlands,redlands,No,29,26,W,0,,,H,SOURCE_PROGRAM_HOME,Physical Education Building,Physical Education Building,Los Angeles,CA,,,REGULAR_SEASON,,UCLA 2025-26 Media Guide PDF p. 184,Redlands 29-26 W,resolved,Exact date/site recovered from season-specific historical reconstruction using UCLA year-by-year records plus cited contemporary/reciprocal evidence; UCLA source opponent/score/result preserved.,,,,,,
16,UCLARAW-00017,ucla,2025-26_ucla_media_guide_year_by_year,1920-1921,1921,1921-01-22,Pomona,Pomona,pomona,No,24,21,W,0,,,A,OPPONENT_HOME,,,Claremont,CA,,,REGULAR_SEASON,,UCLA 2025-26 Media Guide PDF p. 184,Pomona 24-21 W,resolved,Exact date/site recovered from season-specific historical reconstruction using UCLA year-by-year records plus cited contemporary/reciprocal evidence; UCLA source opponent/score/result preserved.,,,,,,
17,UCLARAW-00018,ucla,2025-26_ucla_media_guide_year_by_year,1920-1921,1921,1921-01-29,Cal Tech,Caltech,caltech,No,32,18,W,0,,,H,SOURCE_PROGRAM_HOME,Physical Education Building,Physical Education Building,Los Angeles,CA,,,REGULAR_SEASON,,UCLA 2025-26 Media Guide PDF p. 184,Cal Tech 32-18 W,resolved,Exact date/site recovered from season-specific historical reconstruction using UCLA year-by-year records plus cited contemporary/reciprocal evidence; UCLA source opponent/score/result preserved.,,,,,,
18,UCLARAW-00019,ucla,2025-26_ucla_media_guide_year_by_year,1920-1921,1921,1921-02-02,Redlands,Redlands,redlands,No,26,22,W,0,,,A,OPPONENT_HOME,,,Redlands,CA,,,REGULAR_SEASON,,UCLA 2025-26 Media Guide PDF p. 184,Redlands 26-22 W,resolved,Exact date/site recovered from season-specific historical reconstruction using UCLA year-by-year records plus cited contemporary/reciprocal evidence; UCLA source opponent/score/result preserved.,,,,,,
19,UCLARAW-00020,ucla,2025-26_ucla_media_guide_year_by_year,1920-1921,1921,1921-02-05,Occidental,Occidental,occidental,No,36,26,W,0,,,A,OPPONENT_HOME,Glendale High School Gymnasium,Glendale High School Gymnasium,Glendale,CA,,,REGULAR_SEASON,,UCLA 2025-26 Media Guide PDF p. 184,Occidental 36-26 W,resolved,Exact date/site recovered from season-specific historical reconstruction using UCLA year-by-year records plus cited contemporary/reciprocal evidence; UCLA source opponent/score/result preserved.,,,,,,
20,UCLARAW-00021,ucla,2025-26_ucla_media_guide_year_by_year,1920-1921,1921,1921-02-10,Whittier,Whittier,whittier,No,18,16,W,0,,,H,SOURCE_PROGRAM_HOME,Physical Education Building,Physical Education Building,Los Angeles,CA,,,REGULAR_SEASON,,UCLA 2025-26 Media Guide PDF p. 184,Whittier 18-16 W,resolved,Exact date/site recovered from season-specific historical reconstruction using UCLA year-by-year records plus cited contemporary/reciprocal evidence; UCLA source opponent/score/result preserved.,,,,,,
21,UCLARAW-00022,ucla,2025-26_ucla_media_guide_year_by_year,1920-1921,1921,1921-02-12,Whittier,Whittier,whittier,No,26,24,W,0,,,A,OPPONENT_HOME,,,Whittier,CA,,,REGULAR_SEASON,,UCLA 2025-26 Media Guide PDF p. 184,Whittier 26-24 W,resolved,Exact date/site recovered from season-specific historical reconstruction using UCLA year-by-year records plus cited contemporary/reciprocal evidence; UCLA source opponent/score/result preserved.,,,,,,
22,UCLARAW-00023,ucla,2025-26_ucla_media_guide_year_by_year,1920-1921,1921,1921-02-15,Pomona,Pomona,pomona,No,36,24,W,0,,,H,SOURCE_PROGRAM_HOME,Physical Education Building,Physical Education Building,Los Angeles,CA,,,REGULAR_SEASON,,UCLA 2025-26 Media Guide PDF p. 184,Pomona 36-24 W,resolved,Exact date/site recovered from season-specific historical reconstruction using UCLA year-by-year records plus cited contemporary/reciprocal evidence; UCLA source opponent/score/result preserved.,,,,,,
23,UCLARAW-00024,ucla,2025-26_ucla_media_guide_year_by_year,1920-1921,1921,1921-02-19,Cal Tech,Caltech,caltech,No,37,22,W,0,,,A,OPPONENT_HOME,Pasadena YMCA,Pasadena YMCA,Pasadena,CA,,,REGULAR_SEASON,,UCLA 2025-26 Media Guide PDF p. 184,Cal Tech 37-22 W,resolved,Exact date/site recovered from season-specific historical reconstruction using UCLA year-by-year records plus cited contemporary/reciprocal evidence; UCLA source opponent/score/result preserved.,,,,,,
24,UCLARAW-00025,ucla,2025-26_ucla_media_guide_year_by_year,1920-1921,1921,1921-02-28,California,California,california,Yes,29,46,L,0,,,A,OPPONENT_HOME,Harmon Gym,Harmon Gym,Berkeley,CA,,,REGULAR_SEASON,,UCLA 2025-26 Media Guide PDF p. 184,California 29-46 L,resolved,Exact date/site recovered from season-specific historical reconstruction using UCLA year-by-year records plus cited contemporary/reciprocal evidence; UCLA source opponent/score/result preserved.,,,,,,
25,UCLARAW-00026,ucla,2025-26_ucla_media_guide_year_by_year,1921-1922,1922,1921-12-10,Cal Tech,Caltech,caltech,No,30,12,W,0,,,H,SOURCE_PROGRAM_HOME,Physical Education Building,Physical Education Building,Los Angeles,CA,,,REGULAR_SEASON,,UCLA 2025-26 Media Guide PDF p. 184,Cal Tech 30-12 W,resolved,Exact date/site recovered from season-specific historical reconstruction using UCLA year-by-year records plus cited contemporary/reciprocal evidence; UCLA source opponent/score/result preserved.,,,,,,
26,UCLARAW-00027,ucla,2025-26_ucla_media_guide_year_by_year,1921-1922,1922,1921-12-17,Redlands,Redlands,redlands,No,24,26,L,0,,,A,OPPONENT_HOME,,,Redlands,CA,,,REGULAR_SEASON,,UCLA 2025-26 Media Guide PDF p. 184,Redlands 24-26 L,resolved,Exact date/site recovered from season-specific historical reconstruction using UCLA year-by-year records plus cited contemporary/reciprocal evidence; UCLA source opponent/score/result preserved.,,,,,,
27,UCLARAW-00028,ucla,2025-26_ucla_media_guide_year_by_year,1921-1922,1922,1922-01-07,Occidental,Occidental,occidental,No,33,24,W,0,,,H,SOURCE_PROGRAM_HOME,Physical Education Building,Physical Education Building,Los Angeles,CA,,,REGULAR_SEASON,,UCLA 2025-26 Media Guide PDF p. 184,Occidental 33-24 W,resolved,Exact date/site recovered from season-specific historical reconstruction using UCLA year-by-year records plus cited contemporary/reciprocal evidence; UCLA source opponent/score/result preserved.,,,,,,
28,UCLARAW-00029,ucla,2025-26_ucla_media_guide_year_by_year,1921-1922,1922,1922-01-14,Whittier,Whittier,whittier,No,29,9,W,0,,,A,OPPONENT_HOME,,,Whittier,CA,,,REGULAR_SEASON,,UCLA 2025-26 Media Guide PDF p. 184,Whittier 29-9 W,resolved,Exact date/site recovered from season-specific historical reconstruction using UCLA year-by-year records plus cited contemporary/reciprocal evidence; UCLA source opponent/score/result preserved.,,,,,,
29,UCLARAW-00030,ucla,2025-26_ucla_media_guide_year_by_year,1921-1922,1922,1922-01-21,Pomona,Pomona,pomona,No,34,22,W,0,,,H,SOURCE_PROGRAM_HOME,Physical Education Building,Physical Education Building,Los Angeles,CA,,,REGULAR_SEASON,,UCLA 2025-26 Media Guide PDF p. 184,Pomona 34-22 W,resolved,Exact date/site recovered from season-specific historical reconstruction using UCLA year-by-year records plus cited contemporary/reciprocal evidence; UCLA source opponent/score/result preserved.,,,,,,
30,UCLARAW-00031,ucla,2025-26_ucla_media_guide_year_by_year,1921-1922,1922,1922-01-28,Cal Tech,Caltech,caltech,No,19,17,W,0,,,A,OPPONENT_HOME,Pasadena YMCA,Pasadena YMCA,Pasadena,CA,,,REGULAR_SEASON,,UCLA 2025-26 Media Guide PDF p. 184,Cal Tech 19-17 W,resolved,Exact date/site recovered from season-specific historical reconstruction using UCLA year-by-year records plus cited contemporary/reciprocal evidence; UCLA source opponent/score/result preserved.,,,,,,
31,UCLARAW-00032,ucla,2025-26_ucla_media_guide_year_by_year,1921-1922,1922,1922-02-04,Redlands,Redlands,redlands,No,41,19,W,0,,,H,SOURCE_PROGRAM_HOME,Physical Education Building,Physical Education Building,Los Angeles,CA,,,REGULAR_SEASON,,UCLA 2025-26 Media Guide PDF p. 184,Redlands 41-19 W,resolved,Exact date/site recovered from season-specific historical reconstruction using UCLA year-by-year records plus cited contemporary/reciprocal evidence; UCLA source opponent/score/result preserved.,,,,,,
32,UCLARAW-00033,ucla,2025-26_ucla_media_guide_year_by_year,1921-1922,1922,1922-02-08,Occidental,Occidental,occidental,No,34,14,W,0,,,A,OPPONENT_HOME,Franklin High School Gymnasium,Franklin High School Gymnasium,Los Angeles,CA,,,REGULAR_SEASON,,UCLA 2025-26 Media Guide PDF p. 184,Occidental 34-14 W,resolved,Exact date/site recovered from season-specific historical reconstruction using UCLA year-by-year records plus cited contemporary/reciprocal evidence; UCLA source opponent/score/result preserved.,,,,,,
33,UCLARAW-00034,ucla,2025-26_ucla_media_guide_year_by_year,1921-1922,1922,1922-02-11,Whittier,Whittier,whittier,No,23,15,W,0,,,H,SOURCE_PROGRAM_HOME,Physical Education Building,Physical Education Building,Los Angeles,CA,,,REGULAR_SEASON,,UCLA 2025-26 Media Guide PDF p. 184,Whittier 23-15 W,resolved,Exact date/site recovered from season-specific historical reconstruction using UCLA year-by-year records plus cited contemporary/reciprocal evidence; UCLA source opponent/score/result preserved.,,,,,,
34,UCLARAW-00035,ucla,2025-26_ucla_media_guide_year_by_year,1921-1922,1922,1922-02-18,Pomona,Pomona,pomona,No,46,18,W,0,,,A,OPPONENT_HOME,,,Claremont,CA,,,REGULAR_SEASON,,UCLA 2025-26 Media Guide PDF p. 184,Pomona 46-18 W,resolved,Exact date/site recovered from season-specific historical reconstruction using UCLA year-by-year records plus cited contemporary/reciprocal evidence; UCLA source opponent/score/result preserved.,,,,,,
35,UCLARAW-00036,ucla,2025-26_ucla_media_guide_year_by_year,1922-1923,1923,1923-01-12,Cal Tech,Caltech,caltech,No,40,15,W,0,,,A,OPPONENT_HOME,Pasadena YMCA,Pasadena YMCA,Pasadena,CA,,,REGULAR_SEASON,,UCLA 2025-26 Media Guide PDF p. 184,Cal Tech 40-15 W,resolved,Exact date/site recovered from season-specific historical reconstruction using UCLA year-by-year records plus cited contemporary/reciprocal evidence; UCLA source opponent/score/result preserved.,,,,,,
36,UCLARAW-00037,ucla,2025-26_ucla_media_guide_year_by_year,1922-1923,1923,1923-01-19,Redlands,Redlands,redlands,No,34,21,W,0,,,H,SOURCE_PROGRAM_HOME,Women's Gym,Women's Gym,Los Angeles,CA,,,REGULAR_SEASON,,UCLA 2025-26 Media Guide PDF p. 184,Redlands 34-21 W,resolved,Exact date/site recovered from season-specific historical reconstruction using UCLA year-by-year records plus cited contemporary/reciprocal evidence; UCLA source opponent/score/result preserved.,,,,,,
37,UCLARAW-00038,ucla,2025-26_ucla_media_guide_year_by_year,1922-1923,1923,1923-01-27,Occidental,Occidental,occidental,No,33,11,W,0,,,H,SOURCE_PROGRAM_HOME,Franklin High School Gymnasium,Franklin High School Gymnasium,Los Angeles,CA,,,REGULAR_SEASON,,UCLA 2025-26 Media Guide PDF p. 184,Occidental 33-11 W,resolved,Exact date/site recovered from season-specific historical reconstruction using UCLA year-by-year records plus cited contemporary/reciprocal evidence; UCLA source opponent/score/result preserved.,,,,,,
38,UCLARAW-00039,ucla,2025-26_ucla_media_guide_year_by_year,1922-1923,1923,1923-02-03,Whittier,Whittier,whittier,No,40,11,W,0,,,H,SOURCE_PROGRAM_HOME,Women's Gym,Women's Gym,Los Angeles,CA,,,REGULAR_SEASON,,UCLA 2025-26 Media Guide PDF p. 184,Whittier 40-11 W,resolved,Exact date/site recovered from season-specific historical reconstruction using UCLA year-by-year records plus cited contemporary/reciprocal evidence; UCLA source opponent/score/result preserved.,,,,,,
39,UCLARAW-00040,ucla,2025-26_ucla_media_guide_year_by_year,1922-1923,1923,1923-02-10,Pomona,Pomona,pomona,No,27,18,W,0,,,A,OPPONENT_HOME,,,Claremont,CA,,,REGULAR_SEASON,,UCLA 2025-26 Media Guide PDF p. 184,Pomona 27-18 W,resolved,Exact date/site recovered from season-specific historical reconstruction using UCLA year-by-year records plus cited contemporary/reciprocal evidence; UCLA source opponent/score/result preserved.,,,,,,
40,UCLARAW-00041,ucla,2025-26_ucla_media_guide_year_by_year,1922-1923,1923,1923-02-14,Cal Tech,Caltech,caltech,No,42,13,W,0,,,H,SOURCE_PROGRAM_HOME,Women's Gym,Women's Gym,Los Angeles,CA,,,REGULAR_SEASON,,UCLA 2025-26 Media Guide PDF p. 184,Cal Tech 42-13 W,resolved,Exact date/site recovered from season-specific historical reconstruction using UCLA year-by-year records plus cited contemporary/reciprocal evidence; UCLA source opponent/score/result preserved.,,,,,,
41,UCLARAW-00042,ucla,2025-26_ucla_media_guide_year_by_year,1922-1923,1923,1923-02-17,Redlands,Redlands,redlands,No,24,26,L,0,,,A,OPPONENT_HOME,,,Redlands,CA,,,REGULAR_SEASON,,UCLA 2025-26 Media Guide PDF p. 184,Redlands 24-26 L,resolved,Exact date/site recovered from season-specific historical reconstruction using UCLA year-by-year records plus cited contemporary/reciprocal evidence; UCLA source opponent/score/result preserved.,,,,,,
42,UCLARAW-00043,ucla,2025-26_ucla_media_guide_year_by_year,1922-1923,1923,1923-02-24,Occidental,Occidental,occidental,No,61,12,W,0,,,H,SOURCE_PROGRAM_HOME,Women's Gym,Women's Gym,Los Angeles,CA,,,REGULAR_SEASON,,UCLA 2025-26 Media Guide PDF p. 184,Occidental 61-12 W,resolved,Exact date/site recovered from season-specific historical reconstruction using UCLA year-by-year records plus cited contemporary/reciprocal evidence; UCLA source opponent/score/result preserved.,,,,,,
43,UCLARAW-00044,ucla,2025-26_ucla_media_guide_year_by_year,1922-1923,1923,1923-03-03,Pomona,Pomona,pomona,No,38,27,W,0,,,H,SOURCE_PROGRAM_HOME,Women's Gym,Women's Gym,Los Angeles,CA,,,REGULAR_SEASON,,UCLA 2025-26 Media Guide PDF p. 184,Pomona 38-27 W,resolved,Exact date/site recovered from season-specific historical reconstruction using UCLA year-by-year records plus cited contemporary/reciprocal evidence; UCLA source opponent/score/result preserved.,,,,,,
44,UCLARAW-00045,ucla,2025-26_ucla_media_guide_year_by_year,1922-1923,1923,1923-03-08,Whittier,Whittier,whittier,No,37,27,W,0,,,A,OPPONENT_HOME,,,Whittier,CA,,,REGULAR_SEASON,,UCLA 2025-26 Media Guide PDF p. 184,Whittier 37-27 W,resolved,Exact date/site recovered from season-specific historical reconstruction using UCLA year-by-year records plus cited contemporary/reciprocal evidence; UCLA source opponent/score/result preserved.,,,,,,
45,UCLARAW-00046,ucla,2025-26_ucla_media_guide_year_by_year,1922-1923,1923,1923-01-29,California,California,california,Yes,39,32,W,0,,,H,SOURCE_PROGRAM_HOME,Women's Gym,Women's Gym,Los Angeles,CA,,,REGULAR_SEASON,,UCLA 2025-26 Media Guide PDF p. 184,California 39-32 W,resolved,Exact date/site recovered from season-specific historical reconstruction using UCLA year-by-year records plus cited contemporary/reciprocal evidence; UCLA source opponent/score/result preserved.,,,,,,
46,UCLARAW-00047,ucla,2025-26_ucla_media_guide_year_by_year,1922-1923,1923,1923-01-29,California,California,california,Yes,15,47,L,0,,,H,SOURCE_PROGRAM_HOME,Women's Gym,Women's Gym,Los Angeles,CA,,,REGULAR_SEASON,,UCLA 2025-26 Media Guide PDF p. 184,California 15-47 L,resolved,Exact date/site recovered from season-specific historical reconstruction using UCLA year-by-year records plus cited contemporary/reciprocal evidence; UCLA source opponent/score/result preserved.,,,,,,
47,UCLARAW-00048,ucla,2025-26_ucla_media_guide_year_by_year,1922-1923,1923,1923-02-19,Arizona,Arizona,arizona,Yes,43,30,W,0,,,H,SOURCE_PROGRAM_HOME,Women's Gym,Women's Gym,Los Angeles,CA,,,REGULAR_SEASON,,UCLA 2025-26 Media Guide PDF p. 184,Arizona 43-30 W,resolved,Exact date/site recovered from season-specific historical reconstruction using UCLA year-by-year records plus cited contemporary/reciprocal evidence; UCLA source opponent/score/result preserved.,,,,,,
48,UCLARAW-00049,ucla,2025-26_ucla_media_guide_year_by_year,1922-1923,1923,1923-02-20,Arizona,Arizona,arizona,Yes,22,33,L,0,,,H,SOURCE_PROGRAM_HOME,Women's Gym,Women's Gym,Los Angeles,CA,,,REGULAR_SEASON,,UCLA 2025-26 Media Guide PDF p. 184,Arizona 22-33 L,resolved,Exact date/site recovered from season-specific historical reconstruction using UCLA year-by-year records plus cited contemporary/reciprocal evidence; UCLA source opponent/score/result preserved.,,,,,,
49,UCLARAW-00050,ucla,2025-26_ucla_media_guide_year_by_year,1922-1923,1923,1923-02-26,Arizona,Arizona,arizona,Yes,43,30,W,0,,,A,OPPONENT_HOME,,,Tucson,AZ,,,REGULAR_SEASON,,UCLA 2025-26 Media Guide PDF p. 184,Arizona 43-30 W,resolved,Exact date/site recovered from season-specific historical reconstruction using UCLA year-by-year records plus cited contemporary/reciprocal evidence; UCLA source opponent/score/result preserved.,,,,,,
50,UCLARAW-00051,ucla,2025-26_ucla_media_guide_year_by_year,1922-1923,1923,1923-02-27,Arizona,Arizona,arizona,Yes,22,32,L,0,,,A,OPPONENT_HOME,,,Tucson,AZ,,,REGULAR_SEASON,,UCLA 2025-26 Media Guide PDF p. 184,Arizona 22-32 L,resolved,Exact date/site recovered from season-specific historical reconstruction using UCLA year-by-year records plus cited contemporary/reciprocal evidence; UCLA source opponent/score/result preserved.,,,,,,
51,UCLARAW-00052,ucla,2025-26_ucla_media_guide_year_by_year,1923-1924,1924,1924-01-12,Cal Tech,Caltech,caltech,No,51,20,W,0,,,H,SOURCE_PROGRAM_HOME,,,Los Angeles,CA,,,REGULAR_SEASON,,UCLA 2025-26 Media Guide PDF p. 184,Cal Tech 51-20 W,resolved,Exact date/site recovered from season-specific historical reconstruction using UCLA year-by-year records plus cited contemporary/reciprocal evidence; UCLA source opponent/score/result preserved.,RESEARCHED_UNRESOLVED_HOME_VENUE,"HOME and Los Angeles, CA are independently established. UCLA prewar facility chronology, season-specific archival evidence, and reciprocal histories were checked, but UCLA used multiple physical home facilities and no game-specific building could be assigned safely.",,,,
52,UCLARAW-00053,ucla,2025-26_ucla_media_guide_year_by_year,1923-1924,1924,1924-01-19,Redlands,Redlands,redlands,No,24,17,W,0,,,A,OPPONENT_HOME,,,Redlands,CA,,,REGULAR_SEASON,,UCLA 2025-26 Media Guide PDF p. 184,Redlands 24-17 W,resolved,Exact date/site recovered from season-specific historical reconstruction using UCLA year-by-year records plus cited contemporary/reciprocal evidence; UCLA source opponent/score/result preserved.,,,,,,
53,UCLARAW-00054,ucla,2025-26_ucla_media_guide_year_by_year,1923-1924,1924,1924-01-26,Occidental,Occidental,occidental,No,41,9,W,0,,,H,SOURCE_PROGRAM_HOME,,,Los Angeles,CA,,,REGULAR_SEASON,,UCLA 2025-26 Media Guide PDF p. 184,Occidental 41-9 W,resolved,Exact date/site recovered from season-specific historical reconstruction using UCLA year-by-year records plus cited contemporary/reciprocal evidence; UCLA source opponent/score/result preserved.,RESEARCHED_UNRESOLVED_HOME_VENUE,"HOME and Los Angeles, CA are independently established. UCLA prewar facility chronology, season-specific archival evidence, and reciprocal histories were checked, but UCLA used multiple physical home facilities and no game-specific building could be assigned safely.",,,,
54,UCLARAW-00055,ucla,2025-26_ucla_media_guide_year_by_year,1923-1924,1924,1924-02-09,Pomona,Pomona,pomona,No,32,24,W,0,,,H,SOURCE_PROGRAM_HOME,,,Los Angeles,CA,,,REGULAR_SEASON,,UCLA 2025-26 Media Guide PDF p. 184,Pomona 32-24 W,resolved,Exact date/site recovered from season-specific historical reconstruction using UCLA year-by-year records plus cited contemporary/reciprocal evidence; UCLA source opponent/score/result preserved.,RESEARCHED_UNRESOLVED_HOME_VENUE,"HOME and Los Angeles, CA are independently established. UCLA prewar facility chronology, season-specific archival evidence, and reciprocal histories were checked, but UCLA used multiple physical home facilities and no game-specific building could be assigned safely.",,,,
