index,source_program_key,source_opponent_label,canonical_opponent_key,canonical_opponent_name,current_d1,games_with_source_label,first_season,last_season,resolution_status,resolution_method,user_choice,audit_note
201,michigan,OSU,oklahoma-state,Oklahoma State,Yes,1,2016-2017,2016-2017,RESOLVED,Michigan record book / established historical institutional lineage normalization,,
202,michigan,Penn,pennsylvania,Penn,Yes,11,1927-1928,1994-1995,RESOLVED,Michigan record book / established historical institutional lineage normalization,,
203,michigan,Penn State,penn-state,Penn State,Yes,59,1928-1929,2025-2026,RESOLVED,Current D1 registry / established institutional lineage,,
204,michigan,Pepperdine,pepperdine,Pepperdine,Yes,1,1993-1994,1993-1994,RESOLVED,Current D1 registry / established institutional lineage,,
205,michigan,Pittsburgh,pittsburgh,Pittsburgh,Yes,19,1925-1926,2022-2023,RESOLVED,Current D1 registry / established institutional lineage,,
206,michigan,Pontiac Oaklands,pontiac-oaklands,Pontiac Oaklands,No,1,1918-1919,1918-1919,RESOLVED,Michigan record book / established historical institutional lineage normalization,,
207,michigan,Portland,portland,Portland,Yes,2,1961-1962,1994-1995,RESOLVED,Current D1 registry / established institutional lineage,,
208,michigan,Prairie View A&M,prairie-view-a-m,Prairie View A&M,Yes,1,2021-2022,2021-2022,RESOLVED,Michigan record book / established historical institutional lineage normalization,,
209,michigan,Presbyterian College,presbyterian,Presbyterian,Yes,1,2019-2020,2019-2020,RESOLVED,Michigan record book / established historical institutional lineage normalization,,
210,michigan,Princeton,princeton,Princeton,Yes,7,1940-1941,1971-1972,RESOLVED,Current D1 registry / established institutional lineage,,
211,michigan,Providence,providence,Providence,Yes,3,1976-1977,2018-2019,RESOLVED,Current D1 registry / established institutional lineage,,
212,michigan,Purdue,purdue,Purdue,Yes,173,1920-1921,2025-2026,RESOLVED,Current D1 registry / established institutional lineage,,
213,michigan,Purdue Fort Wayne,purdue-fort-wayne,Purdue Fort Wayne,Yes,2,2022-2023,2024-2025,RESOLVED,Michigan record book / established historical institutional lineage normalization,,
214,michigan,Radford,radford,Radford,Yes,1,2007-2008,2007-2008,RESOLVED,Current D1 registry / established institutional lineage,,
215,michigan,Rayls,rayls,Rayls,No,2,1918-1919,1919-1920,RESOLVED,Michigan record book / historical non-current identity normalization,,
216,michigan,Rhode Island,rhode-island,Rhode Island,Yes,1,1976-1977,1976-1977,RESOLVED,Current D1 registry / established institutional lineage,,
217,michigan,Rice,rice,Rice,Yes,2,1991-1992,1992-1993,RESOLVED,Current D1 registry / established institutional lineage,,
218,michigan,Rochester,rochester,Rochester,No,3,1937-1938,1939-1940,RESOLVED,Michigan record book / historical non-current identity normalization,,
219,michigan,Romulus Air Base,romulus-air-base,Romulus Air Base,No,4,1942-1943,1944-1945,RESOLVED,Michigan record book / established historical institutional lineage normalization,,
220,michigan,Rutgers,rutgers,Rutgers,Yes,23,1933-1934,2025-2026,RESOLVED,Current D1 registry / established institutional lineage,,
221,michigan,Sacramento State,sacramento-state,Sacramento State,Yes,1,2004-2005,2004-2005,RESOLVED,Current D1 registry / established institutional lineage,,
222,michigan,Saint Louis,saint-louis,Saint Louis,Yes,2,1970-1971,2025-2026,RESOLVED,Michigan record book / established historical institutional lineage normalization,,
