canonical_game_id,season_label,game_date,date_precision,team_a_key,team_b_key,team_a_score,team_b_score,result_winner_team_key,overtime_periods,site_type,designated_home_team_key,venue_key,site_city,site_state,game_type,postseason_round,administrative_status,administrative_note,canonical_status,notes
CBBG-0001810,1988-1989,1988-12-19,EXACT,illinois,missouri,87,84,illinois,0,NEUTRAL,,st-louis-arena,St. Louis,MO,REGULAR_SEASON,,,,PROVISIONAL,
CBBG-0001811,1988-1989,1988-12-21,EXACT,missouri,southern,114,96,missouri,0,TEAM_A_HOME,missouri,hearnes-center,Columbia,MO,REGULAR_SEASON,,,,PROVISIONAL,
CBBG-0001812,1988-1989,1988-12-28,EXACT,arkansas,missouri,78,83,missouri,0,TEAM_B_HOME,missouri,hearnes-center,Columbia,MO,REGULAR_SEASON,,,,PROVISIONAL,
CBBG-0001813,1988-1989,1988-12-31,EXACT,missouri,morgan-state,96,66,missouri,0,TEAM_A_HOME,missouri,hearnes-center,Columbia,MO,REGULAR_SEASON,,,,PROVISIONAL,
CBBG-0001814,1988-1989,1989-01-07,EXACT,colorado,missouri,75,84,missouri,0,TEAM_A_HOME,colorado,,,,REGULAR_SEASON,,,,PROVISIONAL,
CBBG-0001815,1988-1989,1989-01-14,EXACT,iowa-state,missouri,71,96,missouri,0,TEAM_B_HOME,missouri,hearnes-center,Columbia,MO,REGULAR_SEASON,,,,PROVISIONAL,
CBBG-0001816,1988-1989,1989-01-16,EXACT,missouri,virginia-tech,104,99,missouri,0,TEAM_B_HOME,virginia-tech,,,,REGULAR_SEASON,,,,PROVISIONAL,
CBBG-0001817,1988-1989,1989-01-21,EXACT,missouri,oklahoma-state,105,83,missouri,0,TEAM_A_HOME,missouri,hearnes-center,Columbia,MO,REGULAR_SEASON,,,,PROVISIONAL,
CBBG-0001818,1988-1989,1989-01-24,EXACT,maryland,missouri,73,87,missouri,0,TEAM_A_HOME,maryland,,,,REGULAR_SEASON,,,,PROVISIONAL,
CBBG-0001819,1988-1989,1989-01-28,EXACT,missouri,nebraska,89,72,missouri,0,TEAM_B_HOME,nebraska,,,,REGULAR_SEASON,,,,PROVISIONAL,
CBBG-0001820,1988-1989,1989-02-01,EXACT,kansas,missouri,66,91,missouri,0,TEAM_A_HOME,kansas,,,,REGULAR_SEASON,,,,PROVISIONAL,
CBBG-0001821,1988-1989,1989-02-04,EXACT,kansas-state,missouri,68,73,missouri,0,TEAM_B_HOME,missouri,hearnes-center,Columbia,MO,REGULAR_SEASON,,,,PROVISIONAL,
CBBG-0001822,1988-1989,1989-02-09,EXACT,missouri,oklahoma,105,112,oklahoma,0,TEAM_B_HOME,oklahoma,,,,REGULAR_SEASON,,,,PROVISIONAL,
CBBG-0001823,1988-1989,1989-02-11,EXACT,kansas,missouri,80,93,missouri,0,TEAM_B_HOME,missouri,hearnes-center,Columbia,MO,REGULAR_SEASON,,,,PROVISIONAL,
CBBG-0001824,1988-1989,1989-02-14,EXACT,iowa-state,missouri,82,75,iowa-state,0,TEAM_A_HOME,iowa-state,,,,REGULAR_SEASON,,,,PROVISIONAL,
CBBG-0001825,1988-1989,1989-02-19,EXACT,missouri,nebraska,79,63,missouri,0,TEAM_A_HOME,missouri,hearnes-center,Columbia,MO,REGULAR_SEASON,,,,PROVISIONAL,
CBBG-0001826,1988-1989,1989-02-22,EXACT,missouri,oklahoma-state,71,82,oklahoma-state,0,TEAM_B_HOME,oklahoma-state,,,,REGULAR_SEASON,,,,PROVISIONAL,
CBBG-0001827,1988-1989,1989-02-25,EXACT,missouri,oklahoma,97,84,missouri,0,TEAM_A_HOME,missouri,hearnes-center,Columbia,MO,REGULAR_SEASON,,,,PROVISIONAL,
CBBG-0001828,1988-1989,1989-03-01,EXACT,kansas-state,missouri,76,75,kansas-state,0,TEAM_A_HOME,kansas-state,,,,REGULAR_SEASON,,,,PROVISIONAL,
CBBG-0001829,1988-1989,1989-03-04,EXACT,colorado,missouri,65,66,missouri,0,TEAM_B_HOME,missouri,hearnes-center,Columbia,MO,REGULAR_SEASON,,,,PROVISIONAL,
CBBG-0001830,1988-1989,1989-03-10,EXACT,missouri,nebraska,98,70,missouri,0,NEUTRAL,,kemper-arena,Kansas City,MO,CONFERENCE_TOURNAMENT,,,,PROVISIONAL,
CBBG-0001831,1988-1989,1989-03-11,EXACT,kansas-state,missouri,83,88,missouri,0,NEUTRAL,,kemper-arena,Kansas City,MO,CONFERENCE_TOURNAMENT,,,,PROVISIONAL,
CBBG-0001832,1988-1989,1989-03-12,EXACT,missouri,oklahoma,98,86,missouri,0,NEUTRAL,,kemper-arena,Kansas City,MO,CONFERENCE_TOURNAMENT,Championship,,,PROVISIONAL,
CBBG-0001833,1988-1989,1989-03-17,EXACT,creighton,missouri,69,85,missouri,0,TEAM_B_HOME,missouri,hearnes-center,Columbia,MO,NCAA_TOURNAMENT,R64,,,PROVISIONAL,
CBBG-0001834,1988-1989,1989-03-19,EXACT,missouri,texas,108,89,missouri,0,TEAM_A_HOME,missouri,hearnes-center,Columbia,MO,NCAA_TOURNAMENT,R32,,,PROVISIONAL,
CBBG-0001835,1988-1989,1989-03-24,EXACT,missouri,syracuse,80,83,syracuse,0,NEUTRAL,,,Minneapolis,,NCAA_TOURNAMENT,Sweet Sixteen,,,PROVISIONAL,
CBBG-0001836,1989-1990,1989-11-24,EXACT,evansville,missouri,53,68,missouri,0,TEAM_B_HOME,missouri,hearnes-center,Columbia,MO,REGULAR_SEASON,,,,PROVISIONAL,
CBBG-0001837,1989-1990,1989-11-25,EXACT,louisville,missouri,79,82,missouri,0,TEAM_B_HOME,missouri,hearnes-center,Columbia,MO,REGULAR_SEASON,,,,PROVISIONAL,
CBBG-0001838,1989-1990,1989-11-26,EXACT,missouri,north-carolina,80,73,missouri,0,TEAM_A_HOME,missouri,hearnes-center,Columbia,MO,REGULAR_SEASON,,,,PROVISIONAL,
CBBG-0001839,1989-1990,1989-12-02,EXACT,missouri,ut-martin,78,58,missouri,0,TEAM_A_HOME,missouri,hearnes-center,Columbia,MO,REGULAR_SEASON,,,,PROVISIONAL,
CBBG-0001840,1989-1990,1989-12-04,EXACT,creighton,missouri,79,86,missouri,0,TEAM_B_HOME,missouri,hearnes-center,Columbia,MO,REGULAR_SEASON,,,,PROVISIONAL,
CBBG-0001841,1989-1990,1989-12-06,EXACT,hawaii-loa,missouri,48,106,missouri,0,TEAM_B_HOME,missouri,hearnes-center,Columbia,MO,REGULAR_SEASON,,,,PROVISIONAL,
CBBG-0001842,1989-1990,1989-12-09,EXACT,missouri,old-dominion,88,75,missouri,0,TEAM_B_HOME,old-dominion,,,,REGULAR_SEASON,,,,PROVISIONAL,
CBBG-0001843,1989-1990,1989-12-13,EXACT,arkansas,missouri,88,89,missouri,0,TEAM_A_HOME,arkansas,barnhill-arena,,,REGULAR_SEASON,,,,PROVISIONAL,
CBBG-0001844,1989-1990,1989-12-16,EXACT,bradley,missouri,77,86,missouri,0,TEAM_B_HOME,missouri,hearnes-center,Columbia,MO,REGULAR_SEASON,,,,PROVISIONAL,
CBBG-0001845,1989-1990,1989-12-20,EXACT,illinois,missouri,101,93,illinois,0,NEUTRAL,,st-louis-arena,St. Louis,MO,REGULAR_SEASON,,,,PROVISIONAL,
CBBG-0001846,1989-1990,1989-12-27,EXACT,memphis,missouri,65,71,missouri,0,TEAM_A_HOME,memphis,,,,REGULAR_SEASON,,,,PROVISIONAL,
CBBG-0001847,1989-1990,1989-12-30,EXACT,missouri,nebreaska-kearney,119,88,missouri,0,TEAM_A_HOME,missouri,hearnes-center,Columbia,MO,REGULAR_SEASON,,,,PROVISIONAL,
CBBG-0001848,1989-1990,1990-01-02,EXACT,austin-peay,missouri,48,84,missouri,0,TEAM_B_HOME,missouri,hearnes-center,Columbia,MO,REGULAR_SEASON,,,,PROVISIONAL,
CBBG-0001849,1989-1990,1990-01-06,EXACT,missouri,oklahoma-state,78,68,missouri,0,TEAM_A_HOME,missouri,hearnes-center,Columbia,MO,REGULAR_SEASON,,,,PROVISIONAL,
CBBG-0001850,1989-1990,1990-01-10,EXACT,missouri,southern,106,87,missouri,0,TEAM_A_HOME,missouri,hearnes-center,Columbia,MO,REGULAR_SEASON,,,,PROVISIONAL,
CBBG-0001851,1989-1990,1990-01-13,EXACT,missouri,nebraska,111,95,missouri,0,TEAM_B_HOME,nebraska,,,,REGULAR_SEASON,,,,PROVISIONAL,
CBBG-0001852,1989-1990,1990-01-16,EXACT,missouri,oklahoma-state,72,71,missouri,0,TEAM_B_HOME,oklahoma-state,,,,REGULAR_SEASON,,,,PROVISIONAL,
CBBG-0001853,1989-1990,1990-01-20,EXACT,kansas,missouri,87,95,missouri,0,TEAM_B_HOME,missouri,hearnes-center,Columbia,MO,REGULAR_SEASON,,,,PROVISIONAL,
CBBG-0001854,1989-1990,1990-01-23,EXACT,missouri,rutgers,89,84,missouri,0,TEAM_A_HOME,missouri,hearnes-center,Columbia,MO,REGULAR_SEASON,,,,PROVISIONAL,
CBBG-0001855,1989-1990,1990-01-27,EXACT,colorado,missouri,89,104,missouri,0,TEAM_A_HOME,colorado,,,,REGULAR_SEASON,,,,PROVISIONAL,
CBBG-0001856,1989-1990,1990-01-31,EXACT,iowa-state,missouri,93,95,missouri,0,TEAM_A_HOME,iowa-state,,,,REGULAR_SEASON,,,,PROVISIONAL,
CBBG-0001857,1989-1990,1990-02-04,EXACT,colorado,missouri,69,93,missouri,0,TEAM_B_HOME,missouri,hearnes-center,Columbia,MO,REGULAR_SEASON,,,,PROVISIONAL,
CBBG-0001858,1989-1990,1990-02-08,EXACT,kansas-state,missouri,65,58,kansas-state,0,TEAM_A_HOME,kansas-state,,,,REGULAR_SEASON,,,,PROVISIONAL,
CBBG-0001859,1989-1990,1990-02-10,EXACT,missouri,nebraska,107,85,missouri,0,TEAM_A_HOME,missouri,hearnes-center,Columbia,MO,REGULAR_SEASON,,,,PROVISIONAL,
CBBG-0001860,1989-1990,1990-02-13,EXACT,kansas,missouri,71,77,missouri,0,TEAM_A_HOME,kansas,,,,REGULAR_SEASON,,,,PROVISIONAL,
CBBG-0001861,1989-1990,1990-02-18,EXACT,missouri,oklahoma,92,90,missouri,0,TEAM_A_HOME,missouri,hearnes-center,Columbia,MO,REGULAR_SEASON,,,,PROVISIONAL,
CBBG-0001862,1989-1990,1990-02-21,EXACT,iowa-state,missouri,85,89,missouri,0,TEAM_B_HOME,missouri,hearnes-center,Columbia,MO,REGULAR_SEASON,,,,PROVISIONAL,
CBBG-0001863,1989-1990,1990-02-25,EXACT,missouri,oklahoma,90,107,oklahoma,0,TEAM_B_HOME,oklahoma,,,,REGULAR_SEASON,,,,PROVISIONAL,
CBBG-0001864,1989-1990,1990-02-28,EXACT,kansas-state,missouri,60,65,missouri,0,TEAM_B_HOME,missouri,hearnes-center,Columbia,MO,REGULAR_SEASON,,,,PROVISIONAL,
CBBG-0001865,1989-1990,1990-03-03,EXACT,missouri,notre-dame,67,98,notre-dame,0,TEAM_B_HOME,notre-dame,,,,REGULAR_SEASON,,,,PROVISIONAL,
CBBG-0001866,1989-1990,1990-03-09,EXACT,colorado,missouri,92,88,colorado,0,NEUTRAL,,kemper-arena,Kansas City,MO,CONFERENCE_TOURNAMENT,,,,PROVISIONAL,
CBBG-0001867,1989-1990,1990-03-16,EXACT,missouri,northern-iowa,71,74,northern-iowa,0,NEUTRAL,,,Richmond,,NCAA_TOURNAMENT,R64,,,PROVISIONAL,
CBBG-0001868,1990-1991,1990-11-27,EXACT,missouri,rutgers,60,68,rutgers,0,TEAM_B_HOME,rutgers,,,,REGULAR_SEASON,,,,PROVISIONAL,
CBBG-0001869,1990-1991,1990-11-29,EXACT,florida-a-m,missouri,52,81,missouri,0,TEAM_B_HOME,missouri,hearnes-center,Columbia,MO,REGULAR_SEASON,,,,PROVISIONAL,
CBBG-0001870,1990-1991,1990-12-01,EXACT,missouri,oregon,65,58,missouri,0,TEAM_A_HOME,missouri,hearnes-center,Columbia,MO,REGULAR_SEASON,,,,PROVISIONAL,
CBBG-0001871,1990-1991,1990-12-04,EXACT,creighton,missouri,74,68,creighton,0,TEAM_A_HOME,creighton,,,,REGULAR_SEASON,,,,PROVISIONAL,
CBBG-0001872,1990-1991,1990-12-08,EXACT,arkansas,missouri,95,82,arkansas,0,TEAM_B_HOME,missouri,hearnes-center,Columbia,MO,REGULAR_SEASON,,,,PROVISIONAL,
CBBG-0001873,1990-1991,1990-12-12,EXACT,bradley,missouri,60,76,missouri,0,TEAM_A_HOME,bradley,,,,REGULAR_SEASON,,,,PROVISIONAL,
CBBG-0001874,1990-1991,1990-12-19,EXACT,illinois,missouri,84,81,illinois,0,NEUTRAL,,st-louis-arena,St. Louis,MO,REGULAR_SEASON,,,,PROVISIONAL,
CBBG-0001875,1990-1991,1990-12-22,EXACT,grambling,missouri,51,90,missouri,0,TEAM_B_HOME,missouri,hearnes-center,Columbia,MO,REGULAR_SEASON,,,,PROVISIONAL,
CBBG-0001876,1990-1991,1990-12-30,EXACT,missouri,utrgv,75,56,missouri,0,TEAM_A_HOME,missouri,hearnes-center,Columbia,MO,REGULAR_SEASON,,,,PROVISIONAL,
CBBG-0001877,1990-1991,1991-01-02,EXACT,memphis,missouri,82,96,missouri,0,TEAM_B_HOME,missouri,hearnes-center,Columbia,MO,REGULAR_SEASON,,,,PROVISIONAL,
CBBG-0001878,1990-1991,1991-01-05,EXACT,missouri,oklahoma-state,80,79,missouri,0,TEAM_A_HOME,missouri,hearnes-center,Columbia,MO,REGULAR_SEASON,,,,PROVISIONAL,
CBBG-0001879,1990-1991,1991-01-09,EXACT,missouri,prairie-view-a-m,118,66,missouri,0,TEAM_A_HOME,missouri,hearnes-center,Columbia,MO,REGULAR_SEASON,,,,PROVISIONAL,
CBBG-0001880,1990-1991,1991-01-12,EXACT,kansas-state,missouri,60,62,missouri,0,TEAM_B_HOME,missouri,hearnes-center,Columbia,MO,REGULAR_SEASON,,,,PROVISIONAL,
CBBG-0001881,1990-1991,1991-01-15,EXACT,missouri,oklahoma,80,72,missouri,0,TEAM_A_HOME,missouri,hearnes-center,Columbia,MO,REGULAR_SEASON,,,,PROVISIONAL,
CBBG-0001882,1990-1991,1991-01-19,EXACT,kansas,missouri,91,64,kansas,0,TEAM_A_HOME,kansas,,,,REGULAR_SEASON,,,,PROVISIONAL,
CBBG-0001883,1990-1991,1991-01-22,EXACT,alaska-fairbanks,missouri,72,125,missouri,0,TEAM_B_HOME,missouri,hearnes-center,Columbia,MO,REGULAR_SEASON,,,,PROVISIONAL,
CBBG-0001884,1990-1991,1991-01-26,EXACT,iowa-state,missouri,78,82,missouri,0,TEAM_B_HOME,missouri,hearnes-center,Columbia,MO,REGULAR_SEASON,,,,PROVISIONAL,
CBBG-0001885,1990-1991,1991-01-30,EXACT,missouri,nebraska,75,89,nebraska,0,TEAM_B_HOME,nebraska,,,,REGULAR_SEASON,,,,PROVISIONAL,
CBBG-0001886,1990-1991,1991-02-02,EXACT,missouri,oklahoma,87,95,oklahoma,0,TEAM_B_HOME,oklahoma,,,,REGULAR_SEASON,,,,PROVISIONAL,
CBBG-0001887,1990-1991,1991-02-06,EXACT,colorado,missouri,67,75,missouri,0,TEAM_A_HOME,colorado,,,,REGULAR_SEASON,,,,PROVISIONAL,
CBBG-0001888,1990-1991,1991-02-12,EXACT,kansas,missouri,74,70,kansas,0,TEAM_B_HOME,missouri,hearnes-center,Columbia,MO,REGULAR_SEASON,,,,PROVISIONAL,
CBBG-0001889,1990-1991,1991-02-16,EXACT,missouri,oklahoma-state,56,71,oklahoma-state,0,TEAM_B_HOME,oklahoma-state,,,,REGULAR_SEASON,,,,PROVISIONAL,
CBBG-0001890,1990-1991,1991-02-20,EXACT,missouri,nebraska,91,71,missouri,0,TEAM_A_HOME,missouri,hearnes-center,Columbia,MO,REGULAR_SEASON,,,,PROVISIONAL,
CBBG-0001891,1990-1991,1991-02-23,EXACT,iowa-state,missouri,89,76,iowa-state,0,TEAM_A_HOME,iowa-state,,,,REGULAR_SEASON,,,,PROVISIONAL,
CBBG-0001892,1990-1991,1991-02-27,EXACT,kansas-state,missouri,75,84,missouri,0,TEAM_A_HOME,kansas-state,,,,REGULAR_SEASON,,,,PROVISIONAL,
CBBG-0001893,1990-1991,1991-03-02,EXACT,colorado,missouri,51,76,missouri,0,TEAM_B_HOME,missouri,hearnes-center,Columbia,MO,REGULAR_SEASON,,,,PROVISIONAL,
CBBG-0001894,1990-1991,1991-03-04,EXACT,missouri,notre-dame,84,54,missouri,0,TEAM_A_HOME,missouri,hearnes-center,Columbia,MO,REGULAR_SEASON,,,,PROVISIONAL,
CBBG-0001895,1990-1991,1991-03-08,EXACT,iowa-state,missouri,81,97,missouri,0,NEUTRAL,,kemper-arena,Kansas City,MO,CONFERENCE_TOURNAMENT,,,,PROVISIONAL,
CBBG-0001896,1990-1991,1991-03-09,EXACT,missouri,oklahoma-state,94,92,missouri,0,NEUTRAL,,kemper-arena,Kansas City,MO,CONFERENCE_TOURNAMENT,,,,PROVISIONAL,
CBBG-0001897,1990-1991,1991-03-10,EXACT,missouri,nebraska,90,82,missouri,0,NEUTRAL,,kemper-arena,Kansas City,MO,CONFERENCE_TOURNAMENT,Championship,,,PROVISIONAL,
CBBG-0001898,1991-1992,1991-11-25,EXACT,canisius,missouri,42,72,missouri,0,TEAM_B_HOME,missouri,hearnes-center,Columbia,MO,REGULAR_SEASON,,,,PROVISIONAL,
CBBG-0001899,1991-1992,1991-11-30,EXACT,missouri,texas-a-m,77,47,missouri,0,TEAM_A_HOME,missouri,hearnes-center,Columbia,MO,REGULAR_SEASON,,,,PROVISIONAL,
CBBG-0001900,1991-1992,1991-12-03,EXACT,florida-a-m,missouri,61,86,missouri,0,TEAM_B_HOME,missouri,hearnes-center,Columbia,MO,REGULAR_SEASON,,,,PROVISIONAL,
CBBG-0001901,1991-1992,1991-12-07,EXACT,arkansas,missouri,76,87,missouri,0,TEAM_A_HOME,arkansas,barnhill-arena,,,REGULAR_SEASON,,,,PROVISIONAL,
CBBG-0001902,1991-1992,1991-12-11,EXACT,missouri,nebreaska-kearney,113,67,missouri,0,TEAM_A_HOME,missouri,hearnes-center,Columbia,MO,REGULAR_SEASON,,,,PROVISIONAL,
CBBG-0001903,1991-1992,1991-12-14,EXACT,missouri,unlv,90,78,missouri,0,TEAM_A_HOME,missouri,hearnes-center,Columbia,MO,REGULAR_SEASON,,,,PROVISIONAL,
CBBG-0001904,1991-1992,1991-12-21,EXACT,jackson-state,missouri,76,99,missouri,0,TEAM_B_HOME,missouri,hearnes-center,Columbia,MO,REGULAR_SEASON,,,,PROVISIONAL,
CBBG-0001905,1991-1992,1991-12-23,EXACT,illinois,missouri,44,61,missouri,0,NEUTRAL,,st-louis-arena,St. Louis,MO,REGULAR_SEASON,,,,PROVISIONAL,
CBBG-0001906,1991-1992,1991-12-28,EXACT,missouri,murray-state,92,52,missouri,0,TEAM_A_HOME,missouri,hearnes-center,Columbia,MO,REGULAR_SEASON,,,,PROVISIONAL,
CBBG-0001907,1991-1992,1991-12-30,EXACT,eastern-illinois,missouri,56,83,missouri,0,TEAM_B_HOME,missouri,hearnes-center,Columbia,MO,REGULAR_SEASON,,,,PROVISIONAL,
CBBG-0001908,1991-1992,1992-01-04,EXACT,missouri,oregon,79,58,missouri,0,TEAM_B_HOME,oregon,,,,REGULAR_SEASON,,,,PROVISIONAL,
CBBG-0001909,1991-1992,1992-01-08,EXACT,memphis,missouri,89,78,memphis,0,TEAM_A_HOME,memphis,,,,REGULAR_SEASON,,,,PROVISIONAL,
CBBG-0001910,1991-1992,1992-01-13,EXACT,kansas,missouri,92,80,kansas,0,TEAM_B_HOME,missouri,hearnes-center,Columbia,MO,REGULAR_SEASON,,,,PROVISIONAL,
CBBG-0001911,1991-1992,1992-01-18,EXACT,missouri,nebraska,83,73,missouri,0,TEAM_B_HOME,nebraska,,,,REGULAR_SEASON,,,,PROVISIONAL,
CBBG-0001912,1991-1992,1992-01-23,EXACT,missouri,notre-dame,77,68,missouri,0,TEAM_B_HOME,notre-dame,,,,REGULAR_SEASON,,,,PROVISIONAL,
CBBG-0001913,1991-1992,1992-01-25,EXACT,colorado,missouri,52,69,missouri,0,TEAM_B_HOME,missouri,hearnes-center,Columbia,MO,REGULAR_SEASON,,,,PROVISIONAL,
CBBG-0001914,1991-1992,1992-02-02,EXACT,missouri,oklahoma-state,61,84,oklahoma-state,0,TEAM_B_HOME,oklahoma-state,,,,REGULAR_SEASON,,,,PROVISIONAL,
CBBG-0001915,1991-1992,1992-02-05,EXACT,iowa-state,missouri,71,81,missouri,0,TEAM_B_HOME,missouri,hearnes-center,Columbia,MO,REGULAR_SEASON,,,,PROVISIONAL,
CBBG-0001916,1991-1992,1992-02-09,EXACT,missouri,oklahoma,99,92,missouri,0,TEAM_B_HOME,oklahoma,,,,REGULAR_SEASON,,,,PROVISIONAL,
CBBG-0001917,1991-1992,1992-02-12,EXACT,kansas-state,missouri,59,67,missouri,0,TEAM_B_HOME,missouri,hearnes-center,Columbia,MO,REGULAR_SEASON,,,,PROVISIONAL,
CBBG-0001918,1991-1992,1992-02-17,EXACT,missouri,nebraska,87,61,missouri,0,TEAM_A_HOME,missouri,hearnes-center,Columbia,MO,REGULAR_SEASON,,,,PROVISIONAL,
CBBG-0001919,1991-1992,1992-02-19,EXACT,colorado,missouri,77,60,colorado,0,TEAM_A_HOME,colorado,,,,REGULAR_SEASON,,,,PROVISIONAL,
CBBG-0001920,1991-1992,1992-02-23,EXACT,missouri,oklahoma-state,66,52,missouri,0,TEAM_A_HOME,missouri,hearnes-center,Columbia,MO,REGULAR_SEASON,,,,PROVISIONAL,
CBBG-0001921,1991-1992,1992-02-26,EXACT,iowa-state,missouri,71,75,missouri,0,TEAM_A_HOME,iowa-state,,,,REGULAR_SEASON,,,,PROVISIONAL,
CBBG-0001922,1991-1992,1992-02-29,EXACT,kansas-state,missouri,73,69,kansas-state,0,TEAM_A_HOME,kansas-state,,,,REGULAR_SEASON,,,,PROVISIONAL,
CBBG-0001923,1991-1992,1992-03-04,EXACT,missouri,oklahoma,67,81,oklahoma,0,TEAM_A_HOME,missouri,hearnes-center,Columbia,MO,REGULAR_SEASON,,,,PROVISIONAL,
CBBG-0001924,1991-1992,1992-03-08,EXACT,kansas,missouri,97,89,kansas,0,TEAM_A_HOME,kansas,,,,REGULAR_SEASON,,,,PROVISIONAL,
CBBG-0001925,1991-1992,1992-03-13,EXACT,iowa-state,missouri,80,75,iowa-state,0,NEUTRAL,,kemper-arena,Kansas City,MO,CONFERENCE_TOURNAMENT,,,,PROVISIONAL,
CBBG-0001926,1991-1992,1992-03-19,EXACT,missouri,west-virginia,89,78,missouri,0,NEUTRAL,,,Greensboro,,NCAA_TOURNAMENT,R64,,,PROVISIONAL,
CBBG-0001927,1991-1992,1992-03-21,EXACT,missouri,seton-hall,71,88,seton-hall,0,NEUTRAL,,,Greensboro,,NCAA_TOURNAMENT,R32,,,PROVISIONAL,
CBBG-0001928,1992-1993,1992-12-01,EXACT,missouri,slippery-rock,103,53,missouri,0,TEAM_A_HOME,missouri,hearnes-center,Columbia,MO,REGULAR_SEASON,,,,PROVISIONAL,
CBBG-0001929,1992-1993,1992-12-05,EXACT,missouri,texas-a-m,81,55,missouri,0,TEAM_B_HOME,texas-a-m,,,,REGULAR_SEASON,,,,PROVISIONAL,
CBBG-0001930,1992-1993,1992-12-10,EXACT,missouri,southern-indiana,77,62,missouri,0,TEAM_A_HOME,missouri,hearnes-center,Columbia,MO,REGULAR_SEASON,,,,PROVISIONAL,
CBBG-0001931,1992-1993,1992-12-19,EXACT,arkansas,missouri,73,68,arkansas,0,TEAM_B_HOME,missouri,hearnes-center,Columbia,MO,REGULAR_SEASON,,,,PROVISIONAL,
CBBG-0001932,1992-1993,1992-12-23,EXACT,illinois,missouri,65,66,missouri,0,NEUTRAL,,st-louis-arena,St. Louis,MO,REGULAR_SEASON,,,,PROVISIONAL,
CBBG-0001933,1992-1993,1992-12-28,EXACT,missouri,san-francisco,71,78,san-francisco,0,NEUTRAL,,,Hilo,,REGULAR_SEASON,,,,PROVISIONAL,
CBBG-0001934,1992-1993,1992-12-29,EXACT,chaminade,missouri,55,80,missouri,0,NEUTRAL,,,Hilo,,REGULAR_SEASON,,,,PROVISIONAL,
CBBG-0001935,1992-1993,1992-12-30,EXACT,marist,missouri,56,69,missouri,0,NEUTRAL,,,Hilo,,REGULAR_SEASON,,,,PROVISIONAL,
CBBG-0001936,1992-1993,1993-01-03,EXACT,missouri,unc-asheville,99,56,missouri,0,TEAM_A_HOME,missouri,hearnes-center,Columbia,MO,REGULAR_SEASON,,,,PROVISIONAL,
CBBG-0001937,1992-1993,1993-01-06,EXACT,missouri,southern-illinois,82,76,missouri,0,TEAM_A_HOME,missouri,hearnes-center,Columbia,MO,REGULAR_SEASON,,,,PROVISIONAL,
CBBG-0001938,1992-1993,1993-01-09,EXACT,colorado,missouri,87,91,missouri,0,TEAM_A_HOME,colorado,,,,REGULAR_SEASON,,,,PROVISIONAL,
CBBG-0001939,1992-1993,1993-01-11,EXACT,missouri,unlv,84,101,unlv,0,TEAM_B_HOME,unlv,,,,REGULAR_SEASON,,,,PROVISIONAL,
CBBG-0001940,1992-1993,1993-01-16,EXACT,iowa-state,missouri,49,64,missouri,0,TEAM_B_HOME,missouri,hearnes-center,Columbia,MO,REGULAR_SEASON,,,,PROVISIONAL,
CBBG-0001941,1992-1993,1993-01-18,EXACT,coastal-carolina,missouri,69,94,missouri,0,TEAM_B_HOME,missouri,hearnes-center,Columbia,MO,REGULAR_SEASON,,,,PROVISIONAL,
CBBG-0001942,1992-1993,1993-01-21,EXACT,memphis,missouri,64,56,memphis,0,TEAM_B_HOME,missouri,hearnes-center,Columbia,MO,REGULAR_SEASON,,,,PROVISIONAL,
CBBG-0001943,1992-1993,1993-01-24,EXACT,missouri,oklahoma-state,79,63,missouri,0,TEAM_A_HOME,missouri,hearnes-center,Columbia,MO,REGULAR_SEASON,,,,PROVISIONAL,
CBBG-0001944,1992-1993,1993-01-27,EXACT,missouri,notre-dame,73,57,missouri,0,TEAM_A_HOME,missouri,hearnes-center,Columbia,MO,REGULAR_SEASON,,,,PROVISIONAL,
CBBG-0001945,1992-1993,1993-01-30,EXACT,missouri,nebraska,87,88,nebraska,0,TEAM_B_HOME,nebraska,,,,REGULAR_SEASON,,,,PROVISIONAL,
CBBG-0001946,1992-1993,1993-02-01,EXACT,kansas,missouri,86,69,kansas,0,TEAM_A_HOME,kansas,,,,REGULAR_SEASON,,,,PROVISIONAL,
CBBG-0001947,1992-1993,1993-02-03,EXACT,cal-state-northridge,missouri,54,65,missouri,0,TEAM_B_HOME,missouri,hearnes-center,Columbia,MO,REGULAR_SEASON,,,,PROVISIONAL,
CBBG-0001948,1992-1993,1993-02-08,EXACT,kansas-state,missouri,51,67,missouri,0,TEAM_B_HOME,missouri,hearnes-center,Columbia,MO,REGULAR_SEASON,,,,PROVISIONAL,
CBBG-0001949,1992-1993,1993-02-10,EXACT,missouri,oklahoma,84,95,oklahoma,0,TEAM_B_HOME,oklahoma,,,,REGULAR_SEASON,,,,PROVISIONAL,
CBBG-0001950,1992-1993,1993-02-13,EXACT,kansas,missouri,67,63,kansas,0,TEAM_B_HOME,missouri,hearnes-center,Columbia,MO,REGULAR_SEASON,,,,PROVISIONAL,
CBBG-0001951,1992-1993,1993-02-17,EXACT,iowa-state,missouri,65,50,iowa-state,0,TEAM_A_HOME,iowa-state,,,,REGULAR_SEASON,,,,PROVISIONAL,
CBBG-0001952,1992-1993,1993-02-21,EXACT,missouri,nebraska,75,76,nebraska,0,TEAM_A_HOME,missouri,hearnes-center,Columbia,MO,REGULAR_SEASON,,,,PROVISIONAL,
