index,index,source_game_id,source_program_key,source_era,season_label,season_year,game_date,source_opponent_label,normalized_opponent_name,normalized_opponent_key,opponent_current_d1,team_score,opponent_score,played_result,overtime_periods,administrative_status,administrative_note,source_site_candidate,curated_site_type,source_venue_name,curated_venue_name,city,state,event_or_tournament,source_round,curated_game_type,curated_postseason_round,source_page,raw_text,normalization_status,notes,identity_override,identity_override_basis,identity_match_program_key,identity_match_source_game_id
2177,2177,MDRAW-02178,maryland,2025-26_record_book_all_time_results,2005-2006,2006,2005-12-05,Geo. Washington,George Washington,george-washington,Yes,70,78,L,0,,,vs.,NEUTRAL,,,,,"BB&T Classic at Washington, DC)",,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,D5 [17] [19] vs. Geo. Washington 3 L 70-78,resolved,,,,,
2178,2178,MDRAW-02179,maryland,2025-26_record_book_all_time_results,2005-2006,2006,2005-12-07,Western Carolina,Western Carolina,western-carolina,Yes,87,57,W,0,,,unprefixed,SOURCE_PROGRAM_HOME,XFINITY Center,XFINITY Center,College Park,MD,,,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,D7 [17] Western Carolina W 87-57,resolved,,,,,
2179,2179,MDRAW-02180,maryland,2025-26_record_book_all_time_results,2005-2006,2006,2005-12-11,Boston College,Boston College,boston-college,Yes,73,71,W,0,,,unprefixed,SOURCE_PROGRAM_HOME,XFINITY Center,XFINITY Center,College Park,MD,,,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,D11 [17] [6] • Boston College W 73-71,resolved,,,,,
2180,2180,MDRAW-02181,maryland,2025-26_record_book_all_time_results,2005-2006,2006,2005-12-23,American,American,american-university,Yes,81,55,W,0,,,unprefixed,SOURCE_PROGRAM_HOME,XFINITY Center,XFINITY Center,College Park,MD,,,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,D23 [16] American W 81-55,resolved,,,,,
2181,2181,MDRAW-02182,maryland,2025-26_record_book_all_time_results,2005-2006,2006,2005-12-28,Delaware State,Delaware State,delaware-state,Yes,68,54,W,0,,,unprefixed,SOURCE_PROGRAM_HOME,XFINITY Center,XFINITY Center,College Park,MD,,,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,D28 [14] Delaware State W 68-54,resolved,,,,,
2182,2182,MDRAW-02183,maryland,2025-26_record_book_all_time_results,2005-2006,2006,2005-12-31,VMI,VMI,vmi,Yes,99,68,W,0,,,unprefixed,SOURCE_PROGRAM_HOME,XFINITY Center,XFINITY Center,College Park,MD,,,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,D31 [14] VMI W 99-68,resolved,,,,,
2183,2183,MDRAW-02184,maryland,2025-26_record_book_all_time_results,2005-2006,2006,2006-01-04,Texas A&M-CC,Texas A&M-Corpus Christi,texas-a-m-corpus-christi,Yes,99,73,W,0,,,unprefixed,SOURCE_PROGRAM_HOME,XFINITY Center,XFINITY Center,College Park,MD,,,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,J4 [12] Texas A&M-CC W 99-73,resolved,,,,,
2184,2184,MDRAW-02185,maryland,2025-26_record_book_all_time_results,2005-2006,2006,2006-01-07,Miami,Miami (FL),miami,Yes,70,84,L,0,,,at,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,J7 [12] • at Miami L 70-84,resolved,,,,,
2185,2185,MDRAW-02186,maryland,2025-26_record_book_all_time_results,2005-2006,2006,2006-01-11,Duke,Duke,duke,Yes,52,76,L,0,,,at,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,J11 [21] [1] • at Duke L 52-76,resolved,,,,,
2186,2186,MDRAW-02187,maryland,2025-26_record_book_all_time_results,2005-2006,2006,2006-01-15,Wake Forest,Wake Forest,wake-forest,Yes,90,86,W,0,,,unprefixed,SOURCE_PROGRAM_HOME,XFINITY Center,XFINITY Center,College Park,MD,,,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,J15 [21] • Wake Forest W 90-86,resolved,,,,,
2187,2187,MDRAW-02188,maryland,2025-26_record_book_all_time_results,2005-2006,2006,2006-01-21,Virginia Tech,Virginia Tech,virginia-tech,Yes,81,72,W,0,,,unprefixed,SOURCE_PROGRAM_HOME,XFINITY Center,XFINITY Center,College Park,MD,,,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,J21 [22] • Virginia Tech W 81-72,resolved,,,,,
2188,2188,MDRAW-02189,maryland,2025-26_record_book_all_time_results,2005-2006,2006,2006-01-25,Georgia Tech,Georgia Tech,georgia-tech,Yes,86,74,W,0,,,at,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,J25 [18] • at Georgia Tech W 86-74,resolved,,,,,
2189,2189,MDRAW-02190,maryland,2025-26_record_book_all_time_results,2005-2006,2006,2006-01-28,Temple,Temple,temple,Yes,85,91,L,0,,,at,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,J28 [18] at Temple L 85-91,resolved,,,,,
2190,2190,MDRAW-02191,maryland,2025-26_record_book_all_time_results,2005-2006,2006,2006-02-02,North Carolina,North Carolina,north-carolina,Yes,62,77,L,0,,,unprefixed,SOURCE_PROGRAM_HOME,XFINITY Center,XFINITY Center,College Park,MD,,,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,F2 [23] • North Carolina L 62-77,resolved,,,,,
2191,2191,MDRAW-02192,maryland,2025-26_record_book_all_time_results,2005-2006,2006,2006-02-05,NC State,NC State,nc-state,Yes,58,62,L,0,,,at,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,F5 [23] [17] • at NC State L 58-62,resolved,,,,,
2192,2192,MDRAW-02193,maryland,2025-26_record_book_all_time_results,2005-2006,2006,2006-02-07,Virginia,Virginia,virginia,Yes,76,65,W,0,,,unprefixed,SOURCE_PROGRAM_HOME,XFINITY Center,XFINITY Center,College Park,MD,,,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,F7 • Virginia W 76-65,resolved,,,,,
2193,2193,MDRAW-02194,maryland,2025-26_record_book_all_time_results,2005-2006,2006,2006-02-11,Duke,Duke,duke,Yes,88,96,L,0,,,unprefixed,SOURCE_PROGRAM_HOME,XFINITY Center,XFINITY Center,College Park,MD,,,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,F11 [2] • Duke L 88-96,resolved,,,,,
2194,2194,MDRAW-02195,maryland,2025-26_record_book_all_time_results,2005-2006,2006,2006-02-14,Clemson,Clemson,clemson,Yes,77,89,L,0,,,at,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,F14 • at Clemson L 77-89,resolved,,,,,
2195,2195,MDRAW-02196,maryland,2025-26_record_book_all_time_results,2005-2006,2006,2006-02-18,Georgia Tech,Georgia Tech,georgia-tech,Yes,87,84,W,1,,,unprefixed,SOURCE_PROGRAM_HOME,XFINITY Center,XFINITY Center,College Park,MD,,,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,F18 • Georgia Tech (OT) W 87-84,resolved,,,,,
2196,2196,MDRAW-02197,maryland,2025-26_record_book_all_time_results,2005-2006,2006,2006-02-22,Florida State,Florida State,florida-state,Yes,60,71,L,0,,,at,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,F22 • at Florida State L 60-71,resolved,,,,,
2197,2197,MDRAW-02198,maryland,2025-26_record_book_all_time_results,2005-2006,2006,2006-02-26,North Carolina,North Carolina,north-carolina,Yes,57,81,L,0,,,at,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,F26 [21] • at North Carolina L 57-81,resolved,,,,,
2198,2198,MDRAW-02199,maryland,2025-26_record_book_all_time_results,2005-2006,2006,2006-03-01,Miami,Miami (FL),miami,Yes,65,61,W,0,,,unprefixed,SOURCE_PROGRAM_HOME,XFINITY Center,XFINITY Center,College Park,MD,,,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,M1 • Miami W 65-61,resolved,,,,,
2199,2199,MDRAW-02200,maryland,2025-26_record_book_all_time_results,2005-2006,2006,2006-03-03,Virginia,Virginia,virginia,Yes,71,70,W,0,,,at,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,M3 • at Virginia W 71-70,resolved,,,,,
2200,2200,MDRAW-02201,maryland,2025-26_record_book_all_time_results,2005-2006,2006,2006-03-09,Georgia Tech,Georgia Tech,georgia-tech,Yes,82,64,W,0,,,vs.,NEUTRAL,Greensboro Coliseum,Greensboro Coliseum,Greensboro,NC,ACC Tournament,,CONFERENCE_TOURNAMENT,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,M9 vs. Georgia Tech 4 W 82-64,resolved,,,,,
2201,2201,MDRAW-02202,maryland,2025-26_record_book_all_time_results,2005-2006,2006,2006-03-10,Boston College,Boston College,boston-college,Yes,66,80,L,0,,,vs.,NEUTRAL,Greensboro Coliseum,Greensboro Coliseum,Greensboro,NC,ACC Tournament,,CONFERENCE_TOURNAMENT,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,M10 [11] vs. Boston College 4 L 66-80,resolved,,,,,
2202,2202,MDRAW-02203,maryland,2025-26_record_book_all_time_results,2005-2006,2006,2006-03-18,Manhattan,Manhattan,manhattan,Yes,84,87,L,0,,,unprefixed,SOURCE_PROGRAM_HOME,XFINITY Center,XFINITY Center,College Park,MD,NIT,,NIT,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,M18 Manhattan 5 L 84-87,resolved,,,,,
2203,2203,MDRAW-02204,maryland,2025-26_record_book_all_time_results,2006-2007,2007,2006-11-07,Hampton,Hampton,hampton,Yes,102,75,W,0,,,unprefixed,SOURCE_PROGRAM_HOME,XFINITY Center,XFINITY Center,College Park,MD,"2K Sports College Hoops Classic, College Park, Md. (Comcast Center)",,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,N7 Hampton1 W 102-75,resolved,,,,,
2204,2204,MDRAW-02205,maryland,2025-26_record_book_all_time_results,2006-2007,2007,2006-11-08,Vermont,Vermont,vermont,Yes,81,63,W,0,,,unprefixed,SOURCE_PROGRAM_HOME,XFINITY Center,XFINITY Center,College Park,MD,"2K Sports College Hoops Classic, College Park, Md. (Comcast Center)",,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,N8 Vermont1 W 81-63,resolved,,,,,
2205,2205,MDRAW-02206,maryland,2025-26_record_book_all_time_results,2006-2007,2007,2006-11-12,Florida A&M,Florida A&M,florida-a-m,Yes,93,54,W,0,,,unprefixed,SOURCE_PROGRAM_HOME,XFINITY Center,XFINITY Center,College Park,MD,,,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,N12 Florida A&M W 93-54,resolved,,,,,
2206,2206,MDRAW-02207,maryland,2025-26_record_book_all_time_results,2006-2007,2007,2006-11-16,St. John’s,St. John's,st-johns,Yes,92,60,W,0,,,unprefixed,OPPONENT_HOME,Madison Square Garden,Madison Square Garden,New York,NY,"2K Sports College Hoops Classic, New York, N.Y. (Madison Square Garden)",,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,N16 at. St. John’s2 W 92-60,resolved,Maryland record-book raw line explicitly says 'at. St. John’s'; season site totals corroborate away classification at Madison Square Garden.,,,,
2207,2207,MDRAW-02208,maryland,2025-26_record_book_all_time_results,2006-2007,2007,2006-11-17,Michigan State,Michigan State,michigan-state,Yes,62,60,W,0,,,vs.,NEUTRAL,Madison Square Garden,Madison Square Garden,New York,NY,"2K Sports College Hoops Classic, New York, N.Y. (Madison Square Garden)",,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,N17 vs. Michigan State2 W 62-60,resolved,,,,,
2208,2208,MDRAW-02209,maryland,2025-26_record_book_all_time_results,2006-2007,2007,2006-11-20,Winthrop,Winthrop,winthrop,Yes,71,60,W,0,,,unprefixed,SOURCE_PROGRAM_HOME,XFINITY Center,XFINITY Center,College Park,MD,,,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,N20 [24] Winthrop W 71-60,resolved,,,,,
2209,2209,MDRAW-02210,maryland,2025-26_record_book_all_time_results,2006-2007,2007,2006-11-24,High Point,High Point,high-point,Yes,81,63,W,0,,,unprefixed,SOURCE_PROGRAM_HOME,XFINITY Center,XFINITY Center,College Park,MD,,,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,N24 [24] High Point W 81-63,resolved,,,,,
2210,2210,MDRAW-02211,maryland,2025-26_record_book_all_time_results,2006-2007,2007,2006-11-28,Illinois,Illinois,illinois,Yes,72,66,W,0,,,at,OPPONENT_HOME,Assembly Hall,Assembly Hall,Champaign,IL,"ACC/Big Ten Challenge at Champaign, Illinois (Assembly Hall)",,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,N28 [19] at Illinois3 W 72-66,resolved,,,,,
2211,2211,MDRAW-02212,maryland,2025-26_record_book_all_time_results,2006-2007,2007,2006-12-03,Notre Dame,Notre Dame,notre-dame,Yes,74,81,L,0,,,vs.,NEUTRAL,,,,,"BB&T Classic at Washington, D.C.",,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,D3 [19] vs. Notre Dame4 L 74-81,resolved,,,,,
2212,2212,MDRAW-02213,maryland,2025-26_record_book_all_time_results,2006-2007,2007,2006-12-06,Fordham,Fordham,fordham,Yes,79,59,W,0,,,unprefixed,SOURCE_PROGRAM_HOME,XFINITY Center,XFINITY Center,College Park,MD,,,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,D6 [22] Fordham W 79-59,resolved,,,,,
2213,2213,MDRAW-02214,maryland,2025-26_record_book_all_time_results,2006-2007,2007,2006-12-10,Boston College,Boston College,boston-college,Yes,62,73,L,0,,,at,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,D10 [22] • at Boston College L 62-73,resolved,,,,,
2214,2214,MDRAW-02215,maryland,2025-26_record_book_all_time_results,2006-2007,2007,2006-12-13,Missouri-Kansas City,Kansas City,kansas-city,Yes,101,50,W,0,,,unprefixed,SOURCE_PROGRAM_HOME,XFINITY Center,XFINITY Center,College Park,MD,,,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,D13 Missouri-Kansas City W 101-50,resolved,,,,,
2215,2215,MDRAW-02216,maryland,2025-26_record_book_all_time_results,2006-2007,2007,2006-12-23,American,American,american-university,Yes,66,54,W,0,,,unprefixed,SOURCE_PROGRAM_HOME,XFINITY Center,XFINITY Center,College Park,MD,,,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,D23 American W 66-54,resolved,,,,,
2216,2216,MDRAW-02217,maryland,2025-26_record_book_all_time_results,2006-2007,2007,2006-12-28,Mount St. Mary’s,Mount St. Mary's,mount-st-mary-s,Yes,91,50,W,0,,,unprefixed,SOURCE_PROGRAM_HOME,XFINITY Center,XFINITY Center,College Park,MD,,,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,D28 Mount St. Mary’s W 91-50,resolved,,,,,
2217,2217,MDRAW-02218,maryland,2025-26_record_book_all_time_results,2006-2007,2007,2006-12-31,Siena,Siena,siena,Yes,94,75,W,0,,,unprefixed,SOURCE_PROGRAM_HOME,XFINITY Center,XFINITY Center,College Park,MD,,,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,D31 Siena W 94-75,resolved,,,,,
2218,2218,MDRAW-02219,maryland,2025-26_record_book_all_time_results,2006-2007,2007,2007-01-04,Iona,Iona,iona,Yes,88,57,W,0,,,unprefixed,SOURCE_PROGRAM_HOME,XFINITY Center,XFINITY Center,College Park,MD,,,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,J4 Iona W 88-57,resolved,,,,,
2219,2219,MDRAW-02220,maryland,2025-26_record_book_all_time_results,2006-2007,2007,2007-01-10,Miami,Miami (FL),miami,Yes,58,63,L,0,,,unprefixed,SOURCE_PROGRAM_HOME,XFINITY Center,XFINITY Center,College Park,MD,,,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,J10 [25] • Miami L 58-63,resolved,,,,,
2220,2220,MDRAW-02221,maryland,2025-26_record_book_all_time_results,2006-2007,2007,2007-01-13,Clemson,Clemson,clemson,Yes,92,87,W,0,,,unprefixed,SOURCE_PROGRAM_HOME,XFINITY Center,XFINITY Center,College Park,MD,,,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,J13 [25] [14] • Clemson W 92-87,resolved,,,,,
2221,2221,MDRAW-02222,maryland,2025-26_record_book_all_time_results,2006-2007,2007,2007-01-16,Virginia,Virginia,virginia,Yes,91,103,L,0,,,at,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,J16 [22] • at Virginia L 91-103,resolved,,,,,
2222,2222,MDRAW-02223,maryland,2025-26_record_book_all_time_results,2006-2007,2007,2007-01-21,Virginia Tech,Virginia Tech,virginia-tech,Yes,64,67,L,1,,,at,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,J21 [22] [23] • at Virginia Tech (OT) L 64-67,resolved,,,,,
2223,2223,MDRAW-02224,maryland,2025-26_record_book_all_time_results,2006-2007,2007,2007-01-24,Georgia Tech,Georgia Tech,georgia-tech,Yes,80,65,W,0,,,unprefixed,SOURCE_PROGRAM_HOME,XFINITY Center,XFINITY Center,College Park,MD,,,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,J24 • Georgia Tech W 80-65,resolved,,,,,
2224,2224,MDRAW-02225,maryland,2025-26_record_book_all_time_results,2006-2007,2007,2007-01-30,Florida State,Florida State,florida-state,Yes,79,96,L,0,,,at,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,J30 • at Florida State L 79-96,resolved,,,,,
2225,2225,MDRAW-02226,maryland,2025-26_record_book_all_time_results,2006-2007,2007,2007-02-03,Wake Forest,Wake Forest,wake-forest,Yes,79,72,W,0,,,at,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,F3 • at Wake Forest W 79-72,resolved,,,,,
2226,2226,MDRAW-02227,maryland,2025-26_record_book_all_time_results,2006-2007,2007,2007-02-06,Virginia,Virginia,virginia,Yes,65,69,L,0,,,unprefixed,SOURCE_PROGRAM_HOME,XFINITY Center,XFINITY Center,College Park,MD,,,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,F6 • Virginia L 65-69,resolved,,,,,
2227,2227,MDRAW-02228,maryland,2025-26_record_book_all_time_results,2006-2007,2007,2007-02-11,Duke,Duke,duke,Yes,72,60,W,0,,,unprefixed,SOURCE_PROGRAM_HOME,XFINITY Center,XFINITY Center,College Park,MD,,,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,F11 [16] • Duke W 72-60,resolved,,,,,
2228,2228,MDRAW-02229,maryland,2025-26_record_book_all_time_results,2006-2007,2007,2007-02-14,NC State,NC State,nc-state,Yes,85,70,W,0,,,at,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,F14 • at NC State W 85-70,resolved,,,,,
2229,2229,MDRAW-02230,maryland,2025-26_record_book_all_time_results,2006-2007,2007,2007-02-18,Clemson,Clemson,clemson,Yes,82,66,W,0,,,at,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,F18 • at Clemson W 82-66,resolved,,,,,
2230,2230,MDRAW-02231,maryland,2025-26_record_book_all_time_results,2006-2007,2007,2007-02-21,Florida State,Florida State,florida-state,Yes,73,55,W,0,,,unprefixed,SOURCE_PROGRAM_HOME,XFINITY Center,XFINITY Center,College Park,MD,,,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,F21 • Florida State W 73-55,resolved,,,,,
2231,2231,MDRAW-02232,maryland,2025-26_record_book_all_time_results,2006-2007,2007,2007-02-25,North Carolina,North Carolina,north-carolina,Yes,89,87,W,0,,,unprefixed,SOURCE_PROGRAM_HOME,XFINITY Center,XFINITY Center,College Park,MD,,,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,F25 [5] • North Carolina W 89-87,resolved,,,,,
2232,2232,MDRAW-02233,maryland,2025-26_record_book_all_time_results,2006-2007,2007,2007-02-28,Duke,Duke,duke,Yes,85,77,W,0,,,at,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,F28 [24] [14] • at Duke W 85-77,resolved,,,,,
2233,2233,MDRAW-02234,maryland,2025-26_record_book_all_time_results,2006-2007,2007,2007-03-03,NC State,NC State,nc-state,Yes,79,59,W,0,,,unprefixed,SOURCE_PROGRAM_HOME,XFINITY Center,XFINITY Center,College Park,MD,,,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,M3 [24] • NC State W 79-59,resolved,,,,,
2234,2234,MDRAW-02235,maryland,2025-26_record_book_all_time_results,2006-2007,2007,2007-03-08,Miami,Miami (FL),miami,Yes,62,67,L,0,,,vs.,NEUTRAL,Benchmark International Arena,Benchmark International Arena,Tampa,FL,ACC Tournament,,CONFERENCE_TOURNAMENT,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,M8 [17] vs. Miami5 L 62-67,resolved,,,,,
2235,2235,MDRAW-02236,maryland,2025-26_record_book_all_time_results,2006-2007,2007,2007-03-15,Davidson,Davidson,davidson,Yes,82,70,W,0,,,vs.,NEUTRAL,HSBC Center,KeyBank Center,Buffalo,NY,NCAA Tournament,,NCAA_TOURNAMENT,R64,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,M15 [18] vs. Davidson6 W 82-70,resolved,,,,,
2236,2236,MDRAW-02237,maryland,2025-26_record_book_all_time_results,2006-2007,2007,2007-03-17,Butler,Butler,butler,Yes,59,62,L,0,,,vs.,NEUTRAL,HSBC Center,KeyBank Center,Buffalo,NY,NCAA Tournament,,NCAA_TOURNAMENT,R32,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,M17 [18] [19] vs. Butler6 L 59-62,resolved,,,,,
2237,2237,MDRAW-02238,maryland,2025-26_record_book_all_time_results,2007-2008,2008,2007-11-11,North Florida,North Florida,north-florida,Yes,79,50,W,0,,,unprefixed,SOURCE_PROGRAM_HOME,XFINITY Center,XFINITY Center,College Park,MD,"CBE Classic, College Park, Md. (Comcast Center)",,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,N11 North Florida 1 W 79-50,resolved,,,,,
2238,2238,MDRAW-02239,maryland,2025-26_record_book_all_time_results,2007-2008,2008,2007-11-12,Hampton,Hampton,hampton,Yes,70,64,W,0,,,unprefixed,SOURCE_PROGRAM_HOME,XFINITY Center,XFINITY Center,College Park,MD,"CBE Classic, College Park, Md. (Comcast Center)",,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,N12 Hampton1 W 70-64,resolved,,,,,
2239,2239,MDRAW-02240,maryland,2025-26_record_book_all_time_results,2007-2008,2008,2007-11-15,Northeastern,Northeastern,northeastern,Yes,74,72,W,1,,,unprefixed,SOURCE_PROGRAM_HOME,XFINITY Center,XFINITY Center,College Park,MD,,,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,N15 Northeastern (OT) W 74-72,resolved,,,,,
2240,2240,MDRAW-02241,maryland,2025-26_record_book_all_time_results,2007-2008,2008,2007-11-19,UCLA,UCLA,ucla,Yes,59,71,L,0,,,vs.,NEUTRAL,Sprint Center,T-Mobile Center,Kansas City,MO,"CBE Classic, Kansas City, Mo. (Sprint Center)",,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,N19 [1] vs. UCLA2 L 59-71,resolved,,,,,
