source_program_key,source_opponent_label,canonical_opponent_key,canonical_opponent_name,current_d1,games_with_source_label,first_season,last_season,resolution_status,resolution_method,user_choice,audit_note
baylor,"ARIZONA 8,135",arizona,Arizona,TRUE,1,1997-1998,1997-1998,RESOLVED,current-D1 registry exact/normalized match,,Current project program registry; Baylor source label
baylor,ARIZONA STATE,arizona-state,Arizona State,TRUE,1,2025-2026,2025-2026,RESOLVED,current-D1 registry exact/normalized match,,Current project program registry; Baylor source label
baylor,"ARIZONA STATE1 7,083",arizona-state,Arizona State,TRUE,1,2010-2011,2010-2011,RESOLVED,current-D1 registry exact/normalized match,,Current project program registry; Baylor source label
baylor,"ARIZONA STATE4 4,562",arizona-state,Arizona State,TRUE,1,2012-2013,2012-2013,RESOLVED,current-D1 registry exact/normalized match,,Current project program registry; Baylor source label
baylor,"ARKANSAS PINE BLUFF 6,207",arkansas-pine-bluff,Arkansas-Pine Bluff,TRUE,1,2021-2022,2021-2022,RESOLVED,current-D1 alias/lineage normalization,,Current project program registry plus Baylor official series/rename evidence
baylor,"ARKANSAS STATE 2,460",arkansas-state,Arkansas State,TRUE,1,1997-1998,1997-1998,RESOLVED,current-D1 registry exact/normalized match,,Current project program registry; Baylor source label
baylor,"ARKANSAS STATE2 4,768",arkansas-state,Arkansas State,TRUE,1,2015-2016,2015-2016,RESOLVED,current-D1 registry exact/normalized match,,Current project program registry; Baylor source label
baylor,"ARKANSAS-PINE BLUFF 2,319",arkansas-pine-bluff,Arkansas-Pine Bluff,TRUE,1,2000-2001,2000-2001,RESOLVED,current-D1 alias/lineage normalization,,Current project program registry plus Baylor official series/rename evidence
baylor,"ARKANSAS-PINE BLUFF 2,501",arkansas-pine-bluff,Arkansas-Pine Bluff,TRUE,1,1999-2000,1999-2000,RESOLVED,current-D1 alias/lineage normalization,,Current project program registry plus Baylor official series/rename evidence
baylor,"ARKANSAS-PINE BLUFF 2,504",arkansas-pine-bluff,Arkansas-Pine Bluff,TRUE,1,2004-2005,2004-2005,RESOLVED,current-D1 alias/lineage normalization,,Current project program registry plus Baylor official series/rename evidence
baylor,"ARKANSAS5 10,627",arkansas,Arkansas,TRUE,1,2022-2023,2022-2023,RESOLVED,current-D1 registry exact/normalized match,,Current project program registry; Baylor source label
baylor,ARLINGTON BAPTIST,arlington-baptist,Arlington Baptist,FALSE,1,2025-2026,2025-2026,RESOLVED,historical/non-current identity research,,Current non-D1 institution
baylor,"ARLINGTON BAPTIST 7,500",arlington-baptist,Arlington Baptist,FALSE,1,2024-2025,2024-2025,RESOLVED,historical/non-current identity research,,Current non-D1 institution
baylor,"AUBURN1 5,175",auburn,Auburn,TRUE,1,1995-1996,1995-1996,RESOLVED,current-D1 registry exact/normalized match,,Current project program registry; Baylor source label
baylor,"AUBURN3 2,350",auburn,Auburn,TRUE,1,2020-2021,2020-2021,RESOLVED,current-D1 registry exact/normalized match,,Current project program registry; Baylor source label
baylor,AUSTIN COLLEGE,austin-college,Austin College,FALSE,8,1919-1920,1978-1979,RESOLVED,historical/non-current identity research,,Current non-D1 institution
baylor,BAYLOR MED SCHOOL,baylor-med-school,Baylor Med School,FALSE,4,1919-1920,1921-1922,RESOLVED,historical/non-current identity research,,Historical institutional team identity preserved
baylor,BEAUMONT Y,beaumont-ymca,Beaumont YMCA,FALSE,1,1935-1936,1935-1936,RESOLVED,historical/non-current identity research,,Historical YMCA team identity preserved
baylor,"BETHUNE-COOKMAN 5,653",bethune-cookman,Bethune-Cookman,TRUE,1,2010-2011,2010-2011,RESOLVED,current-D1 registry exact/normalized match,,Current project program registry; Baylor source label
baylor,"BETHUNE-COOKMAN1 8,838",bethune-cookman,Bethune-Cookman,TRUE,1,2011-2012,2011-2012,RESOLVED,current-D1 registry exact/normalized match,,Current project program registry; Baylor source label
baylor,BROOKLYN,brooklyn-college,Brooklyn College,FALSE,1,1990-1991,1990-1991,RESOLVED,historical/non-current identity research,,Baylor official Series Records expands Brooklyn to Brooklyn College
baylor,"BROWN 4,816",brown,Brown,TRUE,1,2007-2008,2007-2008,RESOLVED,current-D1 registry exact/normalized match,,Current project program registry; Baylor source label
baylor,"BUTLER2 7,270",butler,Butler,TRUE,1,2019-2020,2019-2020,RESOLVED,current-D1 registry exact/normalized match,,Current project program registry; Baylor source label
